,en,ru
5803,do you want to hear more : yes > please,вы хотите услышать больше : да > пожалуйста
5804,when do you listen to music : EMPTY > play all the time,когда вы слушаете музыку : ПУСТО > играть все время
5805,do you want to tell me what's going on : EMPTY > i don't know if she likes me,"ты хочешь сказать мне, что происходит : ПУСТО > я не знаю, нравлюсь ли я ей"
5806,do you want to tell me your name : EMPTY > dylan,ты хочешь сказать мне свое имя : ПУСТО > Дилан
5807,let me know if you wanna chat about something else : no > that'll be all,"дай мне знать, если захочешь поболтать о чем-то другом : нет > это все"
5808,would you like to keep talking about music : EMPTY > could you tell me some jokes,хотели бы вы продолжить разговор о музыке : ПУСТО > не могли бы вы рассказать мне несколько шуток
5809,titanic : oh > okay,титаник : о > хорошо
5810,i'd like to hear your thoughts about this : EMPTY > okay,я хотел бы услышать ваши мысли по этому поводу : ПУСТО > хорошо
5811,do you like animals : EMPTY > nothing,вам нравятся животные : ПУСТО > ничего
5812,which video game do you have in mind : EMPTY > go see,какую видеоигру вы имеете в виду : ПУСТО > пойти посмотреть
5813,do you read movie reviews before watching a movie : EMPTY > most of the time,читаете ли вы обзоры фильмов перед просмотром фильма : ПУСТО > большую часть времени
5814,i love hearing what you have to say : EMPTY > ann of green gables,"мне нравится слышать, что ты хочешь сказать : ПУСТО > Энн из грин Гейблз"
5815,i can't believe he made a shot within point 4 seconds : EMPTY > call me down,"я не могу поверить, что он сделал выстрел в течение 4 секунд : ПУСТО > вызовите меня"
5816,can you believe that : EMPTY > no,можете ли вы в это поверить : ПУСТО > нет
5817,can you say it again please : EMPTY > popo,"не могли бы вы повторить это еще раз, пожалуйста : ПУСТО > popo"
5818,do you want to tell me your name : no > can i talk to downstairs,вы хотите сказать мне свое имя : нет > могу я поговорить с вами внизу
5819,do you want to continue our chat on books : yes > please,вы хотите продолжить наш чат о книгах : да > пожалуйста
5820,who's your favorite author : EMPTY > i'm terrible with names and can't remember authors names,кто ваш любимый автор : ПУСТО > я плохо разбираюсь в именах и не могу вспомнить имена авторов
5821,what's your name : EMPTY > jason,как тебя зовут : ПУСТО > Джейсон
5822,do you enjoy traveling : EMPTY > yes,вам нравится путешествовать : ПУСТО > да
5823,what is your favorite part when you watch a football game : EMPTY > the music of game winning,"какая ваша любимая часть, когда вы смотрите футбольный матч : ПУСТО > музыка победы в игре"
5824,i think i heard wrong : EMPTY > let's talk about something else,"кажется, я ослышался : ПУСТО > давайте поговорим о чем-нибудь другом"
5825,so is that 21 more than the rest of the county : EMPTY > put the cards in the box,"итак, это на 21 больше, чем в остальной части округа : ПУСТО > положите карточки в коробку"
5826,alright : EMPTY > what's wrong with the bottle,хорошо : ПУСТО > что не так с бутылкой
5827,"citing once how she ""hates musicals and vows to never star in one"" did you know that : EMPTY > no","цитируя однажды, как она ""ненавидит мюзиклы и клянется никогда не сниматься ни в одном"", вы знали, что : ПУСТО > нет"
5828,which characters did you like best in that book : i like the chinese character > they like to trouble and search for cars,какие персонажи вам больше всего понравились в этой книге: мне нравится китайский иероглиф > им нравится доставлять неприятности и искать машины
5829,have you seen any good movies recently : EMPTY > show,смотрели ли вы в последнее время какие-нибудь хорошие фильмы : ПУСТО > показать
5830,what is it : EMPTY > slash,что это : ПУСТО > косая черта
5831,how about you______ : EMPTY > oh,как насчет тебя______ : ПУСТО > о
5832,do you want to know more stories like these : EMPTY > no,"вы хотите узнать больше историй, подобных этим : ПУСТО > нет"
5833,who's your favorite author : EMPTY > j. k. rowling,кто ваш любимый автор : ПУСТО > Джоан Роулинг
5834,"brooks settled on shirley maclaine to play aurora because ""she was the only one who saw it as a comedy"" did you know that : EMPTY > no","Брукс выбрал Ширли Маклейн на роль Авроры, потому что ""она была единственной, кто рассматривал это как комедию"" вы знали, что : ПУСТО > нет"
5835,don't you think so : EMPTY > not really,тебе так не кажется : ПУСТО > не совсем
5836,what do you think is the best acting performance of all time : EMPTY > raptor blue,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТОЙ > raptor blue"
5837,can you tell me more about the game : is that good game > but i really bad is gary so much really good,"можете ли вы рассказать мне больше об игре: это хорошая игра > но я действительно плохой, Гэри так сильно действительно хорош"
5838,what is your go-to karaoke song of choice and why : EMPTY > here comes the bride cause it makes me happy,"какую песню вы предпочитаете для караоке и почему : ПУСТО > вот идет невеста, потому что это делает меня счастливым"
5839,"and i think we watched every single one of them"" can you believe that : no > i can't","и я думаю, что мы смотрели каждый из них "" можете ли вы в это поверить: нет > я не могу"
5840,what do you think : EMPTY > i think she would have done well,"что вы думаете : ПУСТО > я думаю, она бы справилась хорошо"
5841,do you find this interesting : EMPTY > stop,вы находите это интересным : ПУСТО > стоп
5842,what's your name : EMPTY > alice,как тебя зовут : ПУСТО > Алиса
5843,do you want to talk about another video game : EMPTY > ask me what my name is,"вы хотите поговорить о другой видеоигре : ПУСТО > спросите меня, как меня зовут"
5844,let's see if i know it : EMPTY > i want to know how old could make steak,"давайте посмотрим, знаю ли я это : ПУСТО > я хочу знать, в каком возрасте можно приготовить стейк"
5845,do you want to tell me your name : EMPTY > hi,ты хочешь сказать мне свое имя : ПУСТО > привет
5846,what would you like to talk about : EMPTY > school holidays,о чем бы вы хотели поговорить : ПУСТО > школьные каникулы
5847,but i think the trick is to set a limit and keep an eye out for bargains : but i enjoyed it > you want one of my favorite places to visit,"но я думаю, что хитрость в том, чтобы установить лимит и следить за выгодными предложениями : но мне понравилось > вы хотите посетить одно из моих любимых мест"
5848,you play any games on nintendo : i do > you know about the nintendo switch,вы играете в какие-либо игры на nintendo : я знаю > вы знаете о nintendo switch
5849,do you like music : EMPTY > no,вам нравится музыка : ПУСТО > нет
5850,perhaps i've seen it : yes > i think so,"возможно, я это видел : да > я так думаю"
5851,are you scared of any animals : EMPTY > no,вы боитесь каких-либо животных : ПУСТО > нет
5852,do you want to tell me your name : EMPTY > james,ты хочешь сказать мне свое имя : ПУСТО > Джеймс
5853,could you say that again : EMPTY > finn,не могли бы вы повторить это еще раз : ПУСТО > финн
5854,maybe i know it : yes > i'm still there,"может быть, я знаю это : да > я все еще там"
5855,have you seen any good movies recently : EMPTY > we're downstairs,вы недавно смотрели какие-нибудь хорошие фильмы : ПУСТО > мы внизу
5856,who do you think should be the nba's mvp this year : EMPTY > can we change the subject,"как вы думаете, кто должен стать mvp НБА в этом году : ПУСТО > можем ли мы сменить тему"
5857,maybe i know it : EMPTY > play,"может быть, я это знаю : ПУСТО > играть"
5858,how fast do you read : sometimes i can read a whole book in a day some times > maybe only fifty pages,"как быстро вы читаете: иногда я могу прочитать целую книгу за день, иногда, может быть, всего пятьдесят страниц"
5859,have you seen any good movies recently : EMPTY > yes,смотрели ли вы в последнее время какие-нибудь хорошие фильмы : ПУСТО > да
5860,would you like you talk about morgan freeman instead of our current topic : EMPTY > yes,хотели бы вы поговорить о Моргане Фримене вместо нашей текущей темы : ПУСТО > да
5861,wow  i never had pets but i have always wondered what it feels like to have one : this is not like the movies > it's posed to say that conversations with that,"вау, у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: это не похоже на фильмы > трудно сказать, что разговоры с этим"
5862,do you want to keep talking about trending news or some other type of news : EMPTY > no,вы хотите продолжать говорить о трендовых новостях или о каком-то другом типе новостей : ПУСТО > нет
5863,fun : goodbye > phone,весело : до свидания > телефон
5864,would you like to hear more : no > thank you,хотели бы вы услышать больше : нет > спасибо
5865,want to chat about psychology : EMPTY > i hate psychology,хочу поболтать о психологии : ПУСТО > я ненавижу психологию
5866,do you prefer to watch movies in the theater or at home : but then again > not at most movies,вы предпочитаете смотреть фильмы в кинотеатре или дома: но опять же > не в большинстве фильмов
5867,how much of a fan are you of grant gustin : EMPTY > no never mind,"насколько вы фанат Гранта Густина : ПУСТО > нет, неважно"
5868,do you enjoy traveling : i love traveling > especially to rome,вам нравится путешествовать : я люблю путешествовать > особенно в Рим
5869,what's the name of your favorite book : EMPTY > to hell and back,как называется ваша любимая книга : ПУСТО > в ад и обратно
5870,what book has had the biggest impact on human history : EMPTY > that would probably be the bible,"какая книга оказала наибольшее влияние на историю человечества : ПУСТО > вероятно, это Библия"
5871,do you want more like these : yes > please,вы хотите больше таких: да > пожалуйста
5872,let's talk again soon : EMPTY > stop,давайте скоро поговорим снова : ПУСТО > стоп
5873,and important : EMPTY > thank you,и важно : ПУСТО > спасибо
5874,what pet do you have : EMPTY > none now,какое домашнее животное у вас есть : ПУСТО > сейчас нет
5875,what pet do you have : EMPTY > a cat,какое у вас домашнее животное : ПУСТОЕ > кошка
5876,what do you think about jeremy renner as a person : pretty cool > i like to wear my life if i could,"что вы думаете о Джереми Реннере как о человеке: довольно круто > я хотел бы носить свою жизнь, если бы мог"
5877,what do you think : EMPTY > stop,что вы думаете : ПУСТО > стоп
5878,just say stop so i can exit socialbot mode : EMPTY > do you like to eat,"просто скажи ""стоп"", чтобы я мог выйти из режима социального бота : ПУСТО > ты любишь поесть"
5879,what do you think : EMPTY > how did that,что вы думаете : ПУСТО > как это произошло
5880,what movie genre do you enjoy the most : EMPTY > comedy,какой жанр фильма вам нравится больше всего : ПУСТОЙ > комедия
5881,what do you want to talk about : EMPTY > tell me about the obscure holidays,о чем вы хотите поговорить : ПУСТО > расскажите мне о непонятных праздниках
5882,do you want to tell me your name : EMPTY > i'm brett,ты хочешь сказать мне свое имя : ПУСТО > я Бретт
5883,could you share more with me : EMPTY > you have to work together in order to complete levels when you complete levels,"не могли бы вы поделиться со мной подробнее : ПУСТО > вы должны работать вместе, чтобы проходить уровни, когда вы проходите уровни"
5884,do you prefer to watch movies in the theater or at home : EMPTY > do intern,вы предпочитаете смотреть фильмы в кинотеатре или дома : ПУСТО > сделать стажировку
5885,just say stop : EMPTY > stop,просто скажите стоп : ПУСТО > стоп
5886,which character in that book would you most like to meet in real life : i haven't read it yet > but i have seen the movie,с каким персонажем из этой книги вы бы больше всего хотели встретиться в реальной жизни: я еще не читал ее > но я видел фильм
5887,i'd rather not answer thatdo you want to talk about books : no > i don't want to talk about books,"я бы предпочел не отвечать на это, если вы хотите поговорить о книгах : нет > я не хочу говорить о книгах"
5888,i think that traveling teaches you to be independent and more open minded : EMPTY > right here,"я думаю, что путешествия учат вас быть независимыми и более непредубежденными : ПУСТО > прямо здесь"
5889,don't you think that's cool : EMPTY > that's false,"тебе не кажется, что это круто : ПУСТО > это ложь"
5890,dogs are great pets : EMPTY > mine was a boston terrier,собаки - отличные домашние животные : ПУСТО > у меня был бостонский терьер
5891,what movies are you looking forward to watching in the future : i don't know what movies are out > right now,"какие фильмы вы с нетерпением ждете просмотра в будущем : я не знаю, какие фильмы выходят > прямо сейчас"
5892,what do you think is the best acting performance of all time : EMPTY > the movie,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > фильм"
5893,perhaps i've seen it : EMPTY > star wars,"возможно, я это видел : ПУСТО > звездные войны"
5894,if you could be any animal in the world what would you be : EMPTY > a cow,"если бы вы могли быть любым животным в мире, кем бы вы были: ПУСТЫМ > коровой"
5895,which character in that book would you most like to meet in real life : EMPTY > the cat in the hat,с каким персонажем из этой книги вы бы больше всего хотели встретиться в реальной жизни: ПУСТОЙ > кот в шляпе
5896,do you want to hear some latest gymnastics news : EMPTY > yes,вы хотите услышать последние новости гимнастики : ПУСТО > да
5897,don't you think so : EMPTY > yes,вы так не думаете : ПУСТО > да
5898,cheers : no > i don't know that,приветствия : нет > я этого не знаю
5899,i think that the idea of solo travel is both exciting and scary : EMPTY > do you ever trouble,"я думаю, что идея одиночного путешествия одновременно захватывающая и пугающая : ПУСТО > у вас когда-нибудь возникали проблемы"
5900,do you mind telling me about it : EMPTY > what,не могли бы вы рассказать мне об этом : ПУСТО > что
5901,and costumes : EMPTY > yeah,и костюмы : ПУСТО > да
5902,perhaps i've seen it : how about that > just cancel that,"возможно, я это видел: как насчет этого > просто отмените это"
5903,do you want to hear more : EMPTY > how was your day today,вы хотите услышать больше : ПУСТО > как прошел ваш день сегодня
5904,do you want to keep talking about technology news or some other type of news : EMPTY > yes technology,"вы хотите продолжить разговор о новостях технологий или о каком-либо другом типе новостей : ПУСТО > да, технология"
5905,did you like this comment : EMPTY > no,понравился ли вам этот комментарий: ПУСТО > нет
5906,can you believe that : EMPTY > wow,можете ли вы в это поверить : ПУСТО > вау
5907,the first thing that comes to my mind is that it feels like kanye is just testing how low quality he can make his music while still getting people to listen to it : i like you > will you be my friend,"первое, что приходит мне на ум, - это ощущение, что Канье просто проверяет, насколько низкокачественно он может создавать свою музыку, в то же время заставляя людей слушать ее: ты мне нравишься > будешь ли ты моим другом"
5908,can we talk about some other topics : uh pete > the cat,"можем мы поговорить на какие-нибудь другие темы: э-э, Пит > кот"
5909,how much time do you spend listening to music each day or week : EMPTY > i live,сколько времени вы тратите на прослушивание музыки каждый день или неделю : ПУСТО > я живу
5910,i never had pets but i have always wondered what it feels like to have one : EMPTY > okay,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь одного: ПУСТО > хорошо"
5911,what would you like to talk about : EMPTY > fine,о чем бы вы хотели поговорить : ПУСТО > хорошо
5912,have you read any good books recently : james patterson > second chance,читали ли вы в последнее время какие-нибудь хорошие книги : Джеймс Паттерсон > второй шанс
5913,did you know that : EMPTY > no,"знаете ли вы, что : ПУСТО > нет"
5914,what is your go-to karaoke song of choice and why : EMPTY > play travis tritt,какую песню вы предпочитаете для караоке и почему : ПУСТО > сыграйте Трэвиса Тритта
5915,don't you think so : EMPTY > yeah,ты так не думаешь : ПУСТО > да
5916,what do you think about grant gustin as a person : EMPTY > is very kind,что вы думаете о Гранте Густине как о человеке: ПУСТОЙ > очень добрый
5917,milne : EMPTY > no,милн : ПУСТО > нет
5918,who's your favorite character : EMPTY > it's time to go to bed,кто твой любимый персонаж : ПУСТО > пора ложиться спать
5919,i will be smarter if you can teach me : EMPTY > well,"я буду умнее, если ты сможешь научить меня: ПУСТО > хорошо"
5920,i am here to chat with you : EMPTY > okay,"я здесь, чтобы поболтать с вами : ПУСТО > хорошо"
5921,what is your favorite sport : EMPTY > tennis,какой ваш любимый вид спорта : пустой > теннис
5922,i think i heard wrong : EMPTY > alexa,"кажется, я ослышался : ПУСТО > alexa"
5923,and i love to read when i'm not chatting : i read a book inside the third reich by albert speer > have you ever read that,"и я люблю читать, когда не болтаю в чате: я прочитал книгу Альберта Шпеера ""Внутри третьего рейха"" > вы когда-нибудь читали это"
5924,i'll leave that to the humans in charge : EMPTY > do you have emotions,я оставлю это ответственным людям : ПУСТО > у вас есть эмоции
5925,and it sort of felt like the phone was breaking up with both of you : EMPTY > not really,"и было такое чувство, что телефон разрывается с вами обоими : ПУСТОЙ > не совсем"
5926,have you heard about this : EMPTY > okay,вы слышали об этом : ПУСТО > хорошо
5927,the characters are so cute and adorable : EMPTY > barrett,персонажи такие милые и очаровательные : ПУСТО > Барретт
5928,it was released in 2017 and features sally hawkins as elisa esposito : EMPTY > yes,он был выпущен в 2017 году и включает Салли Хокинс в роли Элизы Эспозито : ПУСТО > да
5929,do you wanna hear more things like this : no > i wanna talk about history,ты хочешь услышать еще что-нибудь вроде этого: нет > я хочу поговорить об истории
5930,i love hearing what you have to say : EMPTY > himpster adventures,"мне нравится слушать, что вы хотите сказать : ПУСТО > приключения химпстера"
5931,didnt even know that was possible with a digital piano : EMPTY > volume up,"даже не знал, что это возможно с цифровым пианино : ПУСТО > увеличить громкость"
5932,do you want to tell me your name : EMPTY > no,вы хотите сказать мне свое имя : ПУСТО > нет
5933,what movies are you looking forward to watching in the future : EMPTY > avengers four,какие фильмы вы с нетерпением ждете просмотра в будущем : ПУСТО > Мстители четыре
5934,did you know that : EMPTY > do you think maybe we,"знаете ли вы, что : ПУСТО > как вы думаете, может быть, мы"
5935,there is no limit to the types of cookies you can create in the comfort of your own home : wait > what did you say,"нет ограничений на типы файлов cookie, которые вы можете создавать, не выходя из собственного дома: подождите > что вы сказали"
5936,tell me more about it : there's lots of spies > we went scuba diving,расскажи мне об этом подробнее : там много шпионов > мы ныряли с аквалангом
5937,decided to escape : EMPTY > that's crazy,решил сбежать : ПУСТО > это безумие
5938,what's your favorite part in that book : EMPTY > off,какая ваша любимая часть в этой книге : ПУСТО > выключено
5939,don't you think so : EMPTY > sure,вы так не думаете : ПУСТО > уверен
5940,do you want to talk about some games : EMPTY > let's talk about the game,вы хотите поговорить о каких-то играх : ПУСТО > давайте поговорим об игре
5941,i will do more homework later : okay > that's fine,я сделаю больше домашней работы позже : хорошо > все в порядке
5942,can you believe that : okay > you can stop talking now,ты можешь в это поверить : хорошо > теперь ты можешь перестать говорить
5943,can you tell me even more : EMPTY > yeah,можешь ли ты сказать мне еще больше : ПУСТО > да
5944,m perform live in concert : EMPTY > repeat that,m выступать вживую на концерте : ПУСТО > повторить это
5945,is there something else you'd like to talk about : let's just not talk about that right now > cause you can't understand it,"есть ли что-то еще, о чем вы хотели бы поговорить: давайте просто не будем говорить об этом прямо сейчас > потому что вы не можете этого понять"
5946,could you share more with me : let's it > what would you like me to share,"не могли бы вы поделиться со мной еще : давайте это > чем бы вы хотели, чтобы я поделился"
5947,just tell me what you want to talk about : EMPTY > let's talk about space,"просто скажи мне, о чем ты хочешь поговорить : ПУСТО > давай поговорим о пространстве"
5948,i didn't catch that : EMPTY > none,я этого не расслышал : ПУСТО > нет
5949,can you repeat the movie name please : EMPTY > alexa stop,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > alexa stop"
5950,have you seen any movies recently : EMPTY > yes,смотрели ли вы недавно какие-нибудь фильмы : ПУСТО > да
5951,wah wah : EMPTY > that's funny,вах-вах : ПУСТО > это забавно
5952,is there something else you'd like to chat about : EMPTY > tell me another one,"есть ли что-то еще, о чем вы хотели бы поболтать: ПУСТО > расскажите мне еще об одном"
5953,is there something else you'd like to chat about : turn on the song cook > congratulations,"есть ли что-то еще, о чем вы хотели бы поболтать: включите песню cook > поздравления"
5954,i wonder if i've seen it too : EMPTY > i watch tv more than i watch movies,"интересно, видел ли я это тоже : ПУСТО > я смотрю телевизор больше, чем фильмы"
5955,have you seen any good movies recently : no > i haven't,смотрели ли вы в последнее время какие-нибудь хорошие фильмы : нет > я не
5956,did i get that right : EMPTY > yes,я правильно понял : ПУСТО > да
5957,do you want to tell me your name : EMPTY > i'm linda,ты хочешь сказать мне свое имя : ПУСТО > я Линда
5958,do you read movie reviews before watching a movie : i mean > he went on,читаете ли вы рецензии на фильмы перед просмотром фильма: я имею в виду > он продолжал
5959,have you ever been to a zoo : yes > stop the time,вы когда-нибудь были в зоопарке : да > остановить время
5960,alright : EMPTY > okay,хорошо : ПУСТО > хорошо
5961,i wonder if i've seen it too : uh > avatar,"интересно, видел ли я это тоже : э-э-э > аватар"
5962,how about talking about games instead : EMPTY > yeah,"как насчет того, чтобы вместо этого поговорить об играх : ПУСТО > да"
5963,do you cook : alexa > stop chatting,ты готовишь : Алекса > перестань болтать
5964,who's your favorite director : all my only had a favorite director chip > i guess maybe sam raimi,"кто ваш любимый режиссер : у всех моих единственных был любимый режиссер чип > я думаю, может быть, Сэм Рэйми"
5965,what do you want to talk about : EMPTY > math,о чем вы хотите поговорить : ПУСТО > математика
5966,just say stop : put > yogurt,просто скажите стоп : положить > йогурт
5967,who's your favorite actor or actress : EMPTY > recent,кто ваш любимый актер или актриса : ПУСТО > последние
5968,want to chat about psychology : what's your charge > he looks like a girl talk to the doctor,"хотите поболтать о психологии : в чем ваша подопечная > он выглядит как девушка, поговорите с врачом"
5969,do you like to read a lot of books : EMPTY > i'd like to read a book about making love,вам нравится читать много книг : ПУСТО > я бы хотел прочитать книгу о занятиях любовью
5970,who's your favorite actor or actress : EMPTY > the guy who played hawkeye,"кто ваш любимый актер или актриса : ПУСТО > парень, сыгравший соколиного глаза"
5971,who's your favorite actor or actress : EMPTY > hope,кто ваш любимый актер или актриса : ПУСТО > надежда
5972,what do you like about technology : EMPTY > no,что вам нравится в технологии : ПУСТО > нет
5973,and i want to see whether they can continue their dominance in the new season : EMPTY > cool,"и я хочу посмотреть, смогут ли они продолжить свое доминирование в новом сезоне : ПУСТО > круто"
5974,wow  i think i would like to be a sea sponge and live in a pineapple under the sea : EMPTY > cool,"вау, я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : ПУСТО > круто"
5975,do you want to tell me your name : EMPTY > yes,вы хотите сказать мне свое имя : ПУСТО > да
5976,could you rephrase that for me : EMPTY > me,не могли бы вы перефразировать это для меня: ПУСТОЙ > я
5977,what do you want to talk about : EMPTY > let's talk about chinchillas,о чем вы хотите поговорить : ПУСТО > давайте поговорим о шиншиллах
5978,released in 2004 starring josh duhamel as tad hamilton : no > i'm talking about the movie tag,выпущен в 2004 году с Джошем Дюамелем в главной роли Тэда Хэмилтона : нет > я говорю о фильме tag
5979,and i love to read when i'm not chatting : EMPTY > cool,"и я люблю читать, когда я не в чате : ПУСТО > круто"
5980,do you like animals : EMPTY > yeah,тебе нравятся животные : ПУСТО > да
5981,do you like to read a lot of books : EMPTY > books are okay,вам нравится читать много книг : ПУСТО > книги в порядке
5982,which mascot is the best in m l b : EMPTY > i wanna go to bed with you,какой талисман лучший в m l b : ПУСТОЙ > я хочу лечь с тобой в постель
5983,therefore i am ageless : EMPTY > that's cool,поэтому я нестареющий : ПУСТОЙ > это круто
5984,it was released in 1984 and features tom hanks as rick gassko : EMPTY > no,он был выпущен в 1984 году и показывает Тома Хэнкса в роли Рика Гасско : ПУСТО > нет
5985,would you like to know more : EMPTY > she was no,хотели бы вы знать больше : ПУСТО > она не была
5986,i never had pets but i have always wondered what it feels like to have one : EMPTY > yeah,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь одного: ПУСТО > да"
5987,i haven't thought about that before : EMPTY > what can i call you,я не думал об этом раньше : ПУСТО > как я могу тебя называть
5988,who's your favorite author : EMPTY > i don't know,кто ваш любимый автор : ПУСТО > я не знаю
5989,what do you think is the best acting performance of all time : EMPTY > four leonardo,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > четыре Леонардо"
5990,which stored the knowledge of the ancient world : i got > you couldn't tell me,который хранил знания древнего мира : я получил > ты не мог мне сказать
5991,my taste is better reflected in the company i keep : EMPTY > tell me,"мой вкус лучше отражается в компании, которую я держу : ПУСТО > скажи мне"
5992,"""i hope you love this [the script] as much as i do"" did you know that : EMPTY > yes","""я надеюсь, вам понравится это [сценарий] так же сильно, как и мне"" знаете ли вы, что : ПУСТО > да"
5993,do you cook : EMPTY > do you like chile,готовите ли вы : ПУСТО > любите ли вы чили
5994,isn't that interesting : EMPTY > that is one of the college,разве это не интересно : ПУСТО > это один из колледжей
5995,what pet do you have : EMPTY > are you okay,какой у тебя питомец : ПУСТОЙ > ты в порядке
5996,don't you think so : EMPTY > no,вы так не думаете : ПУСТО > нет
5997,i think i heard wrong : yes > suka eight,"я думаю, я ослышался : да > сука восемь"
5998,are you still playing fallout 4 often these days : EMPTY > no,вы все еще часто играете в fallout 4 в эти дни : ПУСТО > нет
5999,do you want me to share some baseball news that i read today : no > i wanna learn about pecker jousting,"вы хотите, чтобы я поделился некоторыми новостями о бейсболе, которые я прочитал сегодня: нет > я хочу узнать о соревнованиях по клюшкам"
6000,can you relate : EMPTY > no,можете ли вы соотнести : ПУСТО > нет
6001,just say stop : EMPTY > stop,просто скажите стоп : ПУСТО > стоп
6002,what did you like best about that movie : EMPTY > stop talking to me,что тебе больше всего понравилось в этом фильме: ПУСТО > перестань разговаривать со мной
6003,died aged 26 years and 9 months : EMPTY > cool,умер в возрасте 26 лет и 9 месяцев : ПУСТО > круто
6004,any thoughts : i'm not talking about the movie > i'm talking about tron the company,любые мысли : я не говорю о фильме > я говорю о компании tron
6005,have you seen any good movies recently : excuse me > i need to talk to my mother,вы недавно смотрели какие-нибудь хорошие фильмы : извините > мне нужно поговорить с моей матерью
6006,what do you want to talk about : EMPTY > movies,о чем вы хотите поговорить : ПУСТО > фильмы
6007,what was your favorite part in the movie : when they > when up to the stairs,какая была ваша любимая часть в фильме: когда они > когда поднимаются по лестнице
6008,what do you want to talk about : EMPTY > my name is judy,о чем ты хочешь поговорить : ПУСТО > меня зовут Джуди
6009,what movie do you like : bang > bang with robert downey,какой фильм вам нравится : бах > бах с Робертом Дауни
6010,what would you like to talk about : EMPTY > you,о чем бы вы хотели поговорить : ПУСТО > вы
6011,i never had pets but i have always wondered what it feels like to have one : right > you look like one,"у меня никогда не было домашних животных, но мне всегда было интересно, каково это - иметь их: верно > ты выглядишь как один из них"
6012,do you still want to continue our conversation about movies : EMPTY > yes,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > да
6013,did you know that : EMPTY > nope,"знаете ли вы, что : ПУСТО > нет"
6014,neener neener : EMPTY > tell me another one,нинер нинер : ПУСТО > скажи мне еще что-нибудь
6015,this positive socialization leads to the cats becoming affectionate permanent employees of the companies : oh > interesting,"эта позитивная социализация приводит к тому, что кошки становятся ласковыми постоянными сотрудниками компаний : о > интересно"
6016,have you ever hoped that there was some ability you hadn't discovered yet that you were just naturally great at : EMPTY > i love that means,"вы когда-нибудь надеялись, что есть какая-то способность, которую вы еще не открыли, в которой вы просто от природы великолепны : ПУСТО > мне нравится, что это значит"
6017,what all did you see in hawaii : amazing turtles > sharks,что вы видели на Гавайях : удивительные черепахи > акулы
6018,jiminy cricket i'd rather talk about something else : EMPTY > who is jiminy cricket,джимини крикет я бы предпочел поговорить о чем-нибудь другом : ПУСТО > кто такой джимини крикет
6019,do you still want to continue our conversation about movies : EMPTY > sure,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > конечно
6020,what would you like to talk about : EMPTY > what do you wanna talk about,о чем бы вы хотели поговорить : ПУСТО > о чем вы хотите поговорить
6021,do you want to tell me your name : EMPTY > my puppy got like so,ты хочешь сказать мне свое имя : ПУСТО > мой щенок стал таким
6022,do you like to know what happened in history today : yes > i am,"хотите ли вы знать, что произошло в истории сегодня : да > я"
6023,but i think the trick is to set a limit and keep an eye out for bargains : EMPTY > yeah me too,"но я думаю, что хитрость в том, чтобы установить лимит и следить за выгодными предложениями : ПУСТО > да, я тоже"
6024,do you want to tell me your name : EMPTY > no,вы хотите сказать мне свое имя : ПУСТО > нет
6025,do you want to keep talking about music : EMPTY > no,вы хотите продолжить разговор о музыке : ПУСТО > нет
6026,did you know that : EMPTY > no,"знаете ли вы, что : ПУСТО > нет"
6027,and i love to read when i'm not chatting : EMPTY > interesting,"и я люблю читать, когда я не в чате : ПУСТО > интересно"
6028,don't give up on me : EMPTY > why not,не отказывайся от меня : ПУСТО > почему бы и нет
6029,learning more about you is fun : EMPTY > a dog's purpose,узнать о вас больше - это весело : ПУСТО > предназначение собаки
6030,especially now that we're chatting : EMPTY > i like chatting with you,"особенно сейчас, когда мы общаемся в чате : ПУСТО > мне нравится общаться с тобой"
6031,do you mind talking about something else : EMPTY > i am quite sure about that,не могли бы вы поговорить о чем-нибудь другом : ПУСТО > я совершенно уверен в этом
6032,where do you plan to travel next : EMPTY > the lego,куда вы планируете отправиться дальше : ПУСТО > the lego
6033,don't you think so : yes > very much,вы так не думаете : да > очень
6034,do you want to talk about some games : EMPTY > you already said that,"вы хотите поговорить о каких-то играх : ПУСТО > вы уже говорили, что"
6035,want to know another : EMPTY > yes,хотите знать другое : ПУСТО > да
6036,can you believe that : EMPTY > no,можете ли вы в это поверить : ПУСТО > нет
6037,have you ever been to a zoo : EMPTY > no,вы когда-нибудь были в зоопарке : ПУСТО > нет
6038,to remove it would take away an essential part of being human : EMPTY > i agree with that,удалить это означало бы отнять существенную часть человеческого бытия : ПУСТО > я согласен с этим
6039,or are you a pc gamer : EMPTY > i am a xbox one game,или вы геймер на ПК : ПУСТО > я играю на xbox one
