,text,joint_labels
4138,"возможно, я это видел : куриный наггет > волшебник страны Оз",statement
4139,"просто скажи мне название фильма, о котором ты хочешь, чтобы я рассказал: ПУСТО > красотка",opinion
4140,какой талисман лучший в m l b : ПУСТО > таблица,opinion
4141,"интересно, видел ли я это тоже : ПУСТО > я робот",opinion
4142,"знаете ли вы, что : ПУСТО > нет",neg_answer
4143,что вы думаете об Ариане Гранде как о личности : просто > вы знаете,hold
4144,какая тема интересует вас больше всего : ПУСТО > повторить,command
4145,какой жанр фильма вам нравится больше всего : ПУСТО > художественная литература,opinion
4146,"есть ли что-то еще, о чем вы хотели бы поболтать: ПУСТО > вы знаете",hold
4147,"я думаю, что идея одиночного путешествия одновременно захватывающая и пугающая : ПУСТО > это",opinion
4148,вы хотите поболтать о чем-то другом : ПУСТО > которые находятся в,nonsense
4149,просто скажи стоп : ПУСТО > просто остановись,closing
4150,вам нравится читать много книг : ПУСТО > да,pos_answer
4151,я этого не понял : ПУСТО > нет,complaint
4152,"тебе не кажется, что это правда : ПУСТО > да",pos_answer
4153,как зовут вашу собаку : ПУСТО > Мэгги в Саудовской Аравии,statement
4154,интересно : ПУСТО > какое ваше любимое заклинание Гарри Поттера,open_question_opinion
4155,"""читали ли вы в последнее время какие-нибудь хорошие книги: у меня есть > она называется """"Песенка воробья""""""",statement
4156,кто ваша любимая знаменитость : ПУСТО > Крис Пратт,opinion
4157,"вы когда-нибудь смотрели на свой телефон, улыбаясь как идиот, когда переписывались с кем-то: это > все в порядке",comment
4158,"знаете ли вы, что : ПУСТО > о",hold
4159,следите ли вы за какими-либо видами спорта или занимаетесь ими : ПУСТО > я не фанат спорта,neg_answer;statement
4160,ты хочешь сказать мне свое имя : ПУСТО > не могу винить,nonsense
4161,"""убрать его означало бы лишиться важной части человеческого бытия : ПУСТО > сезон """"Волшебник страны Оз""""""",nonsense
4162,вам это показалось интересным : ПУСТО > нет,neg_answer
4163,"как вы думаете, это было бы правдой на протяжении всей их жизни : ПУСТО > нет",neg_answer
4164,разве это не интересно : ПУСТО > это очень интересно,appreciation
4165,"вы хотите знать, что произошло в истории сегодня : ПУСТО > нет",neg_answer;command
4166,вы предпочитаете фильмы или телевидение : ПУСТО > мне нравится смотреть,opinion
4167,"провел по меньшей мере четыре дня на прошлой неделе в белом доме, готовясь к надвигающейся конфронтации с Фордом : ПУСТО > хорошо",back-channeling
4168,как называется твой любимый фильм : ПУСТО > мы оба разговариваем,statement
4169,"где вы были в последний раз : ПУСТО > я еду в Вашингтон, округ Колумбия",statement
4170,не отказывайся от меня : ПУСТО > нет,complaint
4171,насколько важна музыка в вашей жизни: я бы оценил ее > на тысячу,opinion
4172,что только что произошло : ПУСТО > я хочу грязно поговорить с тобой,command;opinion
4173,смотрели ли вы какие-нибудь фильмы в последнее время : ПУСТО > отменить,closing
4174,кто ваш любимый актер или актриса : ПУСТО > у меня его нет,other_answers
4175,"как его командные, так и личные показатели намного лучше, чем у других конкурентов : вы делаете > почему вы говорите",open_question_factual
4176,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > Дэниел Дэй",opinion
4177,вы хотите сказать мне свое имя : ПУСТО > нет,neg_answer
4178,в следующий раз я поделюсь чем-нибудь получше: ПУСТО > хорошо,back-channeling
4179,"возможно, я видел это : ПУСТО > могучие рейнджеры",opinion
4180,хотели бы вы услышать больше : ПУСТО > уверен,pos_answer;command
4181,как в фильмах : ПУСТО > как вы думаете,open_question_opinion
4182,спасибо : ПУСТО > меня интересует Шрек,command;opinion
4183,вы хотите больше таких: ПУСТО > нет,neg_answer
4184,"вы когда-нибудь смотрели на свой телефон, улыбаясь как идиот, когда переписывались с кем-то: все в порядке > да",back-channeling
4185,каково ваше мнение об этой новости : ПУСТО > я не знаю,other_answers
4186,у вас когда-нибудь было домашнее животное : да > нет,neg_answer
4187,точка : о > да,back-channeling
4188,"мне нравится слышать, что ты хочешь сказать : ПУСТО > принцесса на вечеринке",opinion
4189,было бы вам интересно поговорить о всемирном дне борьбы с бешенством : ПУСТО > о чем,open_question_factual
4190,собаки - отличные домашние животные : ПУСТО > у вас есть собака,yes_no_question
4191,"кого бы вы выбрали на роль главного героя : о > это сложно, потому что мне приходится подбирать актеров для людей, потому что это скачет между тысяча девятьсот пятидесятым и тысяча девятьсот восьмым",opinion
4192,с каким персонажем фильма вы бы больше всего хотели встретиться в реальной жизни : ПУСТЫЕ > ангелы,command;opinion
4193,какая книга оказала наибольшее влияние на историю человечества : ПУСТО > нет,neg_answer
4194,он был выпущен в 2016 году и показывает Эмили Блант в роли Рэйчел Уотсон : ПУСТО > нет,neg_answer
4195,нравится ли вам путешествовать в одиночку : ПУСТО > нет,neg_answer
4196,ты сказал на : какая песня > да,back-channeling
4197,читали ли вы какие-нибудь другие книги того же автора : ПУСТО > да,pos_answer
4198,давайте просто потусуемся здесь : ПУСТО > alexa stop,closing
4199,"""какие фильмы вы с нетерпением ждете просмотра в будущем : """"Хищники"""" - адаптация сериала """"Нейромант спросс"""" Уильяма Гибсона > новый """"Замученные души"""" Клайва Баркера""",opinion
4200,ты не против поговорить о чем-нибудь другом : ПУСТО > потому что ты не можешь меня понять,statement
4201,"мне нравится слышать, что вы хотите сказать: ПУСТО > мне нравится читать Гарри Поттера Гермиона была моим любимым персонажем, и я хочу быть похожей на нее",opinion
4202,"не могли бы вы поделиться со мной подробнее: вы должны работать вместе, чтобы проходить уровни, когда вы проходите уровни > вы получаете больше игр",statement
4203,я люблю все виды музыкального выражения : ПУСТО > о,hold
4204,на что был похож этот опыт : ПУСТО > у меня нет,statement
4205,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
4206,весело : ПУСТО > один,abandon
4207,"""какие фильмы вы с нетерпением ждете просмотра в будущем : новые """"замученные души"""" Клайва Баркера > э-э""",hold
4208,как насчет тебя : ПУСТО > уверен,pos_answer
4209,вы так не думаете : ПУСТО > уверен,pos_answer
4210,кто ваш любимый режиссер : ПУСТО > о Капоне,opinion
4211,вы играете в roblox : да > вот почему я говорю об этом,opinion
4212,"не могли бы вы, пожалуйста, еще раз произнести название фильма : нет > поговори со мной об ангелах",command
4213,"я могу говорить обо всем, о чем ты захочешь поговорить: хорошо > хорошо",hold
4214,хотели бы вы услышать больше : ПУСТО > уверен,pos_answer;command
4215,я могу смотреть только видео с животными онлайн : ПУСТО > что,complaint
4216,каково ваше мнение по этому комментарию : нет > хорошо,hold
4217,вы хотите сказать мне свое имя : c. > j.,statement
4218,"о чем бы вы хотели поговорить : ПУСТО > можем ли мы поговорить о том, что происходит с погодой сегодня",command;yes_no_question
4219,хотели бы вы поговорить на другую или новую тему : ПУСТО > нет,neg_answer;command
4220,хотели бы вы услышать больше : ПУСТО > да,pos_answer;command
4221,"не могли бы вы, пожалуйста, еще раз четко произнести название фильма: ПУСТО > Джеймс и гигантский персик",opinion
4222,что все вы видели во Флориде : ПУСТО > я вижу,hold
4223,вы хотите это услышать : да > пожалуйста,pos_answer;command
4224,как называется книга : ПУСТО > второй том,statement
4225,ты хочешь сказать мне свое имя : ПУСТО > Джейми,statement
4226,"""что вы думаете : да > как насчет """"во все тяжкие""""""",open_question_opinion
4227,я могу смотреть только видео с животными онлайн : ПУСТО > давайте сменим тему,command
4228,что это : ПУСТО > расскажи мне анекдотную историю,command
4229,вы предпочитаете смотреть фильмы в кинотеатре или дома : ПУСТО > дома,opinion
4230,"ты хочешь услышать еще что-то вроде этого: ну > я не знал, что",statement
4231,ты хочешь сказать мне свое имя : ПУСТО > когда ты в команде,statement
4232,"повторить : ПУСТО > повторить, что",complaint
4233,я могу смотреть видео с животными только онлайн : нет > я знаю о своей собаке,statement
4234,вы тоже это слушали : ПУСТО > нет,neg_answer
4235,понравилось ли вам это : да > это интересно,comment
4236,что ты выберешь : неврология > детка,abandon
4237,"""вы недавно смотрели какие-нибудь хорошие фильмы: о клоуне и фильм """"Это о клоуне"""" >, а затем """"тихое место"""" о семье, которая не может говорить""",statement
4238,ты так не думаешь : да > но я собираюсь посмотреть фильм сегодня вечером,statement
4239,"что вы думаете : ПУСТО > я уже знал, что",statement
4240,что все вы видели на Гавайях : ПУСТО > удивительные черепахи,statement
4241,"я думаю, я неправильно расслышал : ПУСТО > что это значит, когда девушка говорит, что я в порядке",open_question_opinion
4242,какая ваша любимая песня этого исполнителя : EMPTY > stairway to heaven,opinion
4243,можешь в это поверить : ПУСТО > да,pos_answer
4244,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > да,pos_answer;command
4245,что все вы видели в Канаде : ПУСТО > я видел национальный парк аэропорта,statement
4246,вам нравится путешествовать : ПУСТО > нет,neg_answer
4247,"знаете ли вы, что : ПУСТО > нет",neg_answer
4248,вы хотите услышать больше : ПУСТО > да,pos_answer;command
4249,"мне нравится panda express, потому что у моих создателей плохой вкус в еде : ПУСТО > прекратить общение",closing
4250,я не думал об этом раньше : ПУСТО > подумай об этом,command
4251,"""вторая книга в трилогии - """"богатая подруга из Китая"""", а третья - """"проблемы богатых людей"""" можете ли вы в это поверить: это ни в коем случае не безумие > о каких других книгах вы знаете""",open_question_factual
4252,вы хотите поговорить о другой видеоигре : ПУСТО > я люблю toy blast,command;opinion
4253,"я думаю, я ослышался: вам следует поискать это на Amazon > это действительно хорошая книга",comment
4254,тебе нравится играть в какие-нибудь видеоигры : ПУСТО > да,pos_answer
4255,есть какие-нибудь мысли : ПУСТО > это немного забавно,appreciation
4256,ты так не думаешь : ПУСТО > да,pos_answer
4257,"вы когда-нибудь смотрели на свой телефон, улыбаясь как идиот, когда переписывались с кем-то: нет > это",abandon
4258,хотите знать другое : да > просто быстрый огонь,nonsense
4259,вы хотите услышать больше : ПУСТО > да,pos_answer;command
4260,они тоже пугают моих создателей : странно > я знаю,statement
4261,или факты : ПУСТО > мы можем закончить разговор сейчас,closing
4262,я устал от запаха сыра и пепперони : ПУСТО > это забавно,appreciation
4263,ты хочешь сказать мне свое имя : ПУСТО > я Кевин,statement
4264,"не могли бы вы повторить название книги, пожалуйста : ПУСТО > бегу, затаив дыхание",opinion
4265,"я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : ПУСТО > да, я тоже",opinion
4266,кто твой любимый хоккеист : я забыл > я не знаю своего колена Мартен бро дверь,statement
4267,хотите еще таких : ПУСТО > соус,abandon
4268,что только что произошло : хорошо > спасибо,thanking
4269,я не думал об этом раньше : ПУСТО > повторить,command
4270,что все вы видели в Калифорнии : океан > конечно,hold
4271,вы хотите еще что-то вроде этого : ПУСТО > ложиться спать,closing
4272,заставляет меня плакать каждый раз : ПУСТО > круто,appreciation
4273,"скажите мне название фильма, который вы хотите обсудить : ПУСТО > какой был последний фильм Кристиана Бейла",open_question_factual
4274,"ожидается, что молодые команды, такие как rams и juguars, также бросят вызов сильным командам : ПУСТО > это круто",comment
4275,"возможно, я это видел : я не знаю > вы хотите поговорить о книгах",yes_no_question
4276,вы хотите сказать мне свое имя : ПУСТО > кто такой,abandon
4277,"но я не уверен, что у меня есть ответ на это : ПУСТО > вот как у тебя дела",statement
4278,"мне было интересно, играли ли вы в последнее время в какие-нибудь игры call of duty : да > у меня есть",pos_answer;statement
4279,"любые мысли : ПУСТО > я не знаю, что",statement
4280,"читали ли вы в последнее время какие-нибудь хорошие книги: Карен и Мари Монинг написали совершенно замечательную книгу > говорят, что у некоторых есть феи и темные феи, и все это имеет много разных вещей, о которых говорилось в Дублине",statement
4281,вы хотите больше таких: ПУСТО > нет,pos_answer;command
4282,"не могли бы вы повторить название фильма, пожалуйста : ПУСТО > мне нужно идти на работу",statement
4283,"что ж, это было интересное чтение : ПУСТО > хорошо",back-channeling
4284,вы все еще хотите продолжить наш разговор о фильмах : да > измените его на животные,command
4285,какая ваша любимая роль в фильме : ПУСТО > это не фильм,statement
4286,"не могли бы вы повторить название книги, пожалуйста : ПУСТО > вампир",statement
4287,"как вы думаете, люди сейчас читают больше или меньше книг, чем 50 лет назад : ПУСТО > я думаю меньше, потому что с тех пор, как телевидение",opinion
4288,"если бы ты мог быть любым животным в мире, кем бы ты был: ПУСТЫМ > я был бы птицей",opinion
4289,тебе нравятся животные : ПУСТО > да,pos_answer
4290,тебе нравятся животные : ПУСТО > я люблю деньги,statement
4291,хотели бы вы поговорить о конкретной видеоигре : ПУСТО > fortnite,command;statement
4292,вы хотите знать некоторые из этих вещей: да > продолжайте,pos_answer
4293,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > да,pos_answer;command
4294,какой жанр книги ваш любимый : ПУСТО > фэнтези,opinion
4295,"возможно, я это видел : ПУСТО > мстители эра Альтрона",opinion
4296,меня зовут Алекса : ПУСТО > кто я,open_question_factual
4297,вы хотите больше таких : ПУСТО > давайте остановимся,closing
4298,просто скажите стоп : ПУСТО > стоп,closing
4299,какая ваша любимая команда в НХЛ : ПУСТО > кингз,opinion
4300,кто ваш любимый актер или актрисы : ну > мой любимый актер - Дензел Вашингтон,opinion
4301,ты слышала это : Алекса > ты не слушаешь,complaint
4302,я могу смотреть только видео с животными онлайн : ПУСТО > да,back-channeling
4303,приключение и просто отдохнуть от их обычной рутины : да > вы должны,abandon
4304,они тоже пугают моих создателей : ПУСТО > хорошо,hold
4305,можете ли вы рассказать мне об этом подробнее : ПУСТО > это место для лазертага с аркадой в,statement
4306,"приближается сезон экзаменов, и мне определенно нужны лекарства, но они заставляют меня безумно хотеть сигарет : хорошо > в этом не было никакого смысла",complaint
4307,"недостатком этого является то, что песня может стать утомительной : да > иногда это случалось",statement
4308,смотрели ли вы какие-нибудь фильмы в последнее время : ПУСТО > нет,neg_answer
4309,вы должны увидеть маленький музей Дублина и Келлскую книгу : ПУСТО > это было бы замечательно,appreciation
4310,о чем вы хотите поговорить : ПУСТО > давайте поговорим о фильмах,command
4311,ты хочешь еще таких : ПУСТО > да,pos_answer;command
4312,узнавать о тебе больше - это весело : ПУСТО > да,back-channeling
4313,вы предпочитаете художественную литературу или научно-популярные книги : ПУСТО > зависит,other_answers
4314,"вау, я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : все там > стоп",closing
4315,вам нравится музыка : ПУСТО > да,pos_answer
4316,я не думал об этом раньше : ПУСТО > как ты не попадаешь в беду,open_question_factual
4317,вам нравятся туристические мероприятия или вы предпочитаете исследовать местную жизнь : ПУСТО > uh,hold
4318,о чем вы хотите поговорить : ПУСТО > я хочу поговорить об автомобилях,command
4319,"может быть, нам стоит поговорить о чем-то более интересном : хорошо > что это значит",open_question_factual
4320,"""вы так не думаете : да > интересно, видели ли вы нового """"бегущего по лезвию"""" в главной героине у главного героя есть девушка, которая пытается жить ради оборудования для фронтона, чтобы снять его с обособленного""",opinion
4321,какое у вас домашнее животное : ПУСТОЕ > лошадь,statement
4322,"может быть, нам стоит поговорить о другой игре : ПУСТО > уверен",pos_answer;command
4323,о чем бы вы хотели поговорить : ПУСТО > я очень сильно повредил ногу,statement
4324,смотрели ли вы какие-нибудь фильмы в последнее время : ПУСТО > смотрели ли вы какие-нибудь фильмы в последнее время,yes_no_question
4325,можете ли вы поверить в это : у меня есть > я,abandon
4326,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > что значит слово новости,open_question_factual
4327,вы хотите поговорить об этом : ПУСТО > уверен,pos_answer;command
4328,у вас когда-нибудь было домашнее животное : ПУСТО > да,pos_answer
4329,"возраст не имеет значения, если только вы не сыр или вино приветствия : ПУСТО > как вы вообще",open_question_factual
4330,я бы : да > я буду,pos_answer;statement
4331,нравится ли вам путешествовать в одиночку : ПУСТО > нет,neg_answer
4332,ты хочешь еще таких : ПУСТО > да,pos_answer;command
4333,расскажите мне подробнее об этом : зоопарк был очень хорош > у меня было много животных в animals без активного,statement
4334,интересно : ПУСТО > да,pos_answer
4335,смотрели ли вы какие-нибудь фильмы в последнее время : отмена > alexa cancel,closing
4336,с каким персонажем фильма вы бы больше всего хотели встретиться в реальной жизни : ПУСТО > безумный шляпник,opinion
4337,хотите узнать забавный факт об этом: ПУСТО > уверен,pos_answer;command
4338,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > ух",hold
4339,вы предпочитаете смотреть фильмы в кинотеатре или дома : ПУСТО > вы там,statement
4340,"тебе так не кажется : ПУСТО > да, фильмы - это скейт из моего мира",pos_answer;statement
4341,можете ли вы в это поверить : ПУСТО > стоп,closing
4342,"и я люблю читать, когда я не в чате : ПУСТО > вы должны прочитать это гнездо для Селесты",opinion
4343,что вы думаете : ПУСТО > который час,open_question_factual
4344,кто ваш любимый актер или актриса : ПУСТО > о,hold
4345,он был выпущен в 1972 году и показывает Марлона Брандо в роли дона Вито Корлеоне : ПУСТО > да,pos_answer
4346,с каким персонажем фильма вы бы больше всего хотели встретиться в реальной жизни : ПУСТАЯ > блондинка,opinion
4347,"о боже, это немного ставит меня в неловкое положение, я бы предпочел поговорить о чем-нибудь другом : ПУСТО > как это сделать слонам",nonsense
4348,знаете ли вы это: я впервые слышу об этом > но это очень интересно,opinion
4349,в роли Гарри Локхарта: вы знаете > этот фильм,statement
4350,я не думал об этом раньше: как далеко я могу зайти с тобой > что,complaint
4351,смотрели ли вы в последнее время какие-нибудь хорошие фильмы : ПУСТО > да,pos_answer
4352,как бы вы себя чувствовали: ПУСТО > грустно,opinion
4353,вы предпочитаете художественную литературу или научно-популярные книги : ПУСТО > у меня нет предпочтений,other_answers
4354,вам нравится путешествовать : ПУСТО > хорошо,back-channeling
4355,это страсть американца : ПУСТО > хорошо,back-channeling
4356,"возможно, я это видел : ПУСТО > давайте поговорим о",command
4357,как часто вы играете в нее : ПУСТО > каждую секунду моей жизни,statement
4358,вы хотите услышать больше : ПУСТО > нет,neg_answer;command
4359,какой ваш любимый фильм с Джереми Реннером : ПУСТО > Мстители,opinion
4360,"вы хотите продолжить разговор о фильмах : ПУСТО > нет, спасибо",neg_answer;command
4361,узнавать о вас больше - это весело : ПУСТО > уничтожено ногами,opinion
4362,кто ваш любимый актер или актриса : ПУСТО > Джимми Стюарт,opinion
4363,"""ученый на пенсии, специализирующийся на текстовом анализе - и правильно идентифицировавший Джо Кляйна как автора книги """"Основные цвета"""" - думает, что знает, кто этот человек: ПУСТО > что вы думаете о Трампе""",open_question_opinion
4364,о чем бы вы хотели поговорить : ПУСТО > животные,command;opinion
4365,"знаете ли вы, что : ПУСТО > нет",neg_answer
4366,тебе так не кажется : ПУСТО > шикарный мужчина,nonsense
4367,хотели бы вы услышать больше : ПУСТО > да,pos_answer;command
4368,"может быть, я знаю это : ПУСТО > я читаю Коран",statement
4369,вам нравится читать : ПУСТО > да,pos_answer
4370,как насчет тебя : ПУСТО > да,pos_answer
4371,"тебе не кажется, что это довольно беззаботно : ПУСТО > да",pos_answer
4372,или ты вообще в нее играешь : ПУСТО > я много играю,statement
4373,были ли вы раньше на каких-либо других живых выступлениях : ПУСТО > да,pos_answer
4374,вы боитесь каких-либо животных : ПУСТО > нет,neg_answer
4375,"не могли бы вы повторить это еще раз, пожалуйста : ПУСТО > что",complaint
4376,хотите узнать что-нибудь интересное об этом : ПУСТО > уверен,pos_answer;command
4377,мне нравятся все ии без разбора : ПУСТО > кто такой эль-,open_question_factual
4378,"""смотрели ли вы в последнее время какие-нибудь хорошие фильмы : ПУСТО > я видел тихое место в фильме """"это там""""""",pos_answer;statement
4379,вы хотите услышать больше : нет > давайте поговорим о животных,command
4380,кто ваш любимый футболист : ПУСТО > слишком много ваших,statement
4381,где вы были в последний раз : ПУСТО > Италия и,statement
4382,хотите поболтать о психологии : ПУСТО > за что вы отвечаете,open_question_factual
4383,вы предпочитаете фильмы или телевидение : ПУСТО > фильмы,opinion
4384,"версия печенья-монстра, любящего овощи : ПУСТО > alexa выключена",closing
4385,что вы думаете : да > звучит правильно,comment
4386,можете ли вы в это поверить : ПУСТО > нет,neg_answer
4387,я слушаю и готов оказать любую помощь: вы когда-нибудь слышали об игре > detroit become human,statement
4388,"кто ваш любимый актер или актриса : я думаю, да > скажите",abandon
4389,"можете ли вы рассказать мне об этом подробнее: некоторые игроки должны работать вместе, чтобы пройти уровни > когда вы пройдете уровни",statement
4390,какой ваш любимый фильм с Дэвидом Боуи : ПУСТО > Моана,opinion
4391,приключение и просто отдохнуть от своей обычной рутины : ПУСТО > покажи мне,command
4392,"не могли бы вы сказать мне, какой музыкальный жанр вам нравится : ПУСТО > мне нравится радиостанция сто целых три десятых",opinion
4393,какие персонажи вам меньше всего понравились в этой книге: ПУСТО > катящаяся мумия,opinion
4394,"если бы вы могли быть любым животным в мире, кем бы вы были: ПУСТЫМ > медведем гризли",opinion
4395,хотели бы вы услышать больше : ПУСТО > нет,neg_answer;command
4396,где вы были в последний раз : ПУСТО > Нью-Йорк сити,statement
4397,как называется ваш любимый фильм : ПУСТО > это ограбление денег,opinion
4398,му : ПУСТО > скажи мне еще что-нибудь,command
4399,"есть какие-нибудь интересные идеи от вас, чтобы отпраздновать национальный день пива : ПУСТО > вино",opinion
4400,"""смотрели ли вы какие-нибудь хорошие фильмы в последнее время: я смотрел """"Мумию"""" прошлой ночью > но это было не очень хорошо""",opinion
4401,"не могли бы вы повторить это еще раз, пожалуйста: у меня ограниченный бюджет > мне нравится путешествовать с ограниченным бюджетом",opinion
4402,его научно-фантастические рассказы о роботах потрясающи : ПУСТО > как насчет Стивена Кинга,open_question_opinion
4403,"""просто скажите """"стоп"""", чтобы я мог выйти из режима социального бота : ПУСТО > alexa stop""",closing
4404,как называется ваш любимый фильм : ПУСТО > унесенные призраками,opinion
4405,вы хотите услышать больше : ПУСТО > да,pos_answer;command
4406,какая книга оказала наибольшее влияние на историю человечества : ПУСТО > еще десять паролей,opinion
4407,где вы были в последний раз : ПУСТО > Китай,statement
4408,"не могли бы вы, пожалуйста, еще раз произнести название книги: ПУСТО > я читаю злую",statement
4409,вы все еще хотите продолжить наш разговор о фильмах : ПУСТО > не совсем,neg_answer;command
4410,ты хочешь сказать мне свое имя : ПУСТО > десять,statement
4411,"я так взволнован, чтобы услышать это : к сожалению > я сейчас не читаю никаких книг",other_answers
4412,"но преобразование текста в речь постоянно совершенствуется, и я, возможно, не совсем правильно выразился : ПУСТО > вы знаете, кто такой Джонатан Хайд",command;yes_no_question
4413,можем ли мы поговорить о каких-то других темах : ПУСТО > да,pos_answer
4414,"""один из заголовков в новостной ленте ниже гласит: """"Кристофер Пламмер отказался от роли в Дэдпуле 2"""" есть мысли : ПУСТО > что""",complaint
4415,я не думал об этом раньше : выключите > спокойной ночи,closing
4416,"я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : ПУСТО > плохо",comment
4417,о чем бы вы хотели поговорить : меня зовут Мэтт > вы можете называть меня скретч,statement
4418,"как насчет того, чтобы спросить меня о чем-нибудь другом: я наслаждаюсь, и я выпил сент-рок > какой ликер у вас есть",open_question_factual
4419,"я так рад услышать ваше мнение : я спросил > нравится ли вам что-нибудь еще, кроме the beatles",yes_no_question
4420,я этого не понял : ПУСТО > да,pos_answer
4421,"сбор данных об игроках и анализ их игры - мое любимое занятие, когда я смотрю футбольный матч : ПУСТО > также",abandon
4422,"как вы думаете, что является лучшим актерским исполнением всех времен : ПУСТО > не он",opinion
4423,ты так не думаешь : да > я так думаю,pos_answer;opinion
4424,"не могли бы вы, пожалуйста, еще раз произнести название книги : ПУСТО > судебная экспертиза",statement
4425,ты хочешь сказать мне свое имя : ПУСТО > чад,statement
4426,как тебя зовут : ПУСТО > меня зовут Николь,statement
4427,"интересно, видел ли я это тоже : хорошо > это было бы",opinion
4428,вам нравится читать много книг : ПУСТО > нет,neg_answer
4429,"читали ли вы в последнее время какие-нибудь хорошие книги: это о коте с семью тостами, и у него есть три брата, и его братья смеются над ним, и его мама умерла, и они похоронили ее в коробке > это грустная история, но это хорошая книга, а еще мне нравятся Нер и Фрэнк",statement
4430,вы хотите сказать мне свое имя : ПУСТО > меня зовут Тед,statement
4431,какая ваша любимая часть в этой книге: победа > хулиган надевает штаны на лицезенцев,opinion
4432,сколько раз вы будете есть пиццу в течение недели : о > я мог бы есть ее каждый день,statement
4433,вам нравятся животные : ПУСТО > не совсем,neg_answer
4434,"ты хочешь сказать мне свое имя : ПУСТО > это не почему, Том",statement
4435,что только что произошло : ПУСТО > меня зовут Конрад,statement
4436,у вас когда-нибудь было домашнее животное : ПУСТО > у меня есть,pos_answer
4437,кто ваш любимый исполнитель : EMPTY > the beatles,opinion
4438,можете ли вы сказать мне еще больше : ПУСТО > когда я когда-нибудь умру в этой игре,statement
4439,кого бы вы выбрали на роль главного героя : ПУСТО > о,hold
4440,хотели бы вы поговорить о Кристофере Нолане вместо нашей текущей темы: я бы предпочел поговорить о memento > но,hold
4441,актуально ли это : ПУСТО > да,pos_answer
4442,я стараюсь слушать как можно больше музыки : ПУСТО > давайте поговорим о группе electric light orchestra,command
4443,"есть какие-нибудь интересные идеи от вас, чтобы отпраздновать международный день подкастов : ПУСТО > что бы ни делала ИГИЛ",open_question_factual
4444,разве это не интересно : ПУСТО > да,pos_answer
4445,"я думаю, что хотел бы быть морской губкой и жить в ананасе под водой : ПУСТО > да",back-channeling
4446,кто ваш любимый актер или актриса : ПУСТО > нет Гибсона,opinion
4447,"просто скажите мне название фильма, о котором вы хотите, чтобы я рассказал : любой фильм > почему вы продолжаете спрашивать о фильмах",open_question_opinion
4448,"как вы думаете, это было бы правдой на протяжении всей их жизни : ПУСТО > нет",neg_answer
4449,читали ли вы какие-нибудь другие книги того же автора : ПУСТО > о,hold
4450,"ты хочешь сказать мне, что происходит: я не знаю, нравлюсь ли я ей > но кто знает",statement
4451,какой жанр фильмов вам нравится больше всего : научно-фантастический,nonsense
4452,"кого бы вы выбрали в качестве главного героя: сыграйте ребенка > потому что, если там главные герои - дети",statement
4453,"любые мысли : а затем посмотрите все цветовые последовательности > вы видите, что происходит",statement
4454,хотели бы вы поговорить о Чарли Хитоне вместо нашей текущей темы: ПУСТО > нет,neg_answer
4455,вы предпочитаете смотреть фильмы в кинотеатре или дома : ПУСТО > кинотеатр,opinion
4456,вам нравится читать много книг : ПУСТО > фильмы,command
4457,"это все, что я знаю о животных : ПУСТО > какую собаку лучше всего дрессировать",open_question_opinion
