,speaker,text,code
163128,B,"Oh, uh-huh.",b
163129,A,"So, I just make clothes for my dolls.",sd
163130,B,"Oh, well.",b
163131,B,"Well, how did you get involved in that?",qw
163132,A,"Just, you know, just like sewing and stuff and decided to buy a pattern and try to make a doll.",sd
163133,B,"So you did buy a pattern, and then started from there.",bf
163134,A,"And they, they turned out really cute.",sd
163135,A,"Yeah,",aa
163136,A,you got to have a pattern for the body you know.,sv
163137,B,Uh-huh.,b
163138,B,Uh-huh.,b
163139,A,"And, uh,",%
163140,B,have you ever seen those bunnies that they dress?,qy
163141,A,Yes.,ny
163142,A,Yes.,ny
163143,B,"Yeah,",b
163144,B,"I, I did make some clothes for one of those dress one of those.",sd
163145,A,Aren't they cute?,qy
163146,B,"Yeah,",ny
163147,B,"I have quite a few of them actually in my house,",sd
163148,B,"I, and most of them I have bought, um, already clothed,",sd
163149,B,"but I did  I did make the dress on one,",sd
163150,A,Uh-huh.,b
163151,B,and I kind of made the pattern up.,sd
163152,B,"It's not, it's probably not the best",sd
163153,B,but,%
163154,A,"No,",ar
163155,A,"I, I bought a bunny pattern one time,",sd
163156,A,"but when I sewed it up, the face of it looked like a mouse.",sd
163157,B,"Oh, it did?",bh
163158,A,Uh-huh.,ny
163159,B,Oh.,bk
163160,A,"See, it was too pointed.",sd
163161,B,Oh.,bk
163162,A,"So I tore it back apart again,",sd
163163,A,and I haven't tried another one.,sd
163164,B,"You haven't sewn it back up, huh?",qy
163165,A,"No,",nn
163166,A,"but I bought a little lamb pattern and the material and everything to make it out of,",sd
163167,A,but I haven't made it yet.,sd
163168,B,Uh-huh.,b
163169,B,"Uh, do you do any kind of painting or anything?",qy
163170,A,"No,",nn
163171,A,"I don't paint, except I stenciled my wall.",sd
163172,B,Uh-huh.,b
163173,B,"Oh, uh-huh.",b
163174,B,"I I tried that,",sd
163175,B,"I did, I, I ended up just stenciling a, um, a blind, like a, just a roller shade.",sd
163176,A,Uh-huh.,b
163177,B,"But, I, I can, I had a hard time stenciling.",sd
163178,B,For some reason I just couldn't do it.,sd
163179,A,"Oh, really?",bh
163180,B,And people have told me it's very easy.,sd
163181,A,"Oh, yeah,",b
163182,A,"I, my neighbor did it first",sd
163183,A,and I seen her house,sd
163184,A,"and I saw how beautiful it looked,",sd
163185,A,"so then I decided well, I was going to do it,",sd
163186,A,"and  uh, it turned out really, really good.",sd
163187,B,Well.,b
163188,B,What design did you use?,qw
163189,A,"Uh, mostly flowers you know.",sd
163190,B,"Oh, uh-huh.",b
163191,B,"And, what room?",qw
163192,A,"I've done it in the all, uh, all my rooms.",sd
163193,B,Have you?,bh
163194,A,"I put it in the bedrooms and the bathroom,",sd
163195,A,"Where are you, Bob?",qw
163196,B,I am in Plano.,sd
163197,B,Where are you?,qw
163198,A,"Oh, okay.",bk
163199,A,I am in Waco.,sd
163200,B,Is that right?,bh
163201,A,Yeah.,ny
163202,B,"Oh, okay.",bk
163203,A,Right down the street.,sd
163204,A,"Oh, credit cards.",sd
163205,A,My favorite subject,sd
163206,B,You mean you use credit cards?,qy
163207,A,"Oh, do I.",na
163208,B,I bet you used them all up over Christmas.,qy^d
163209,A,"Yeah,",ny
163210,A,mostly over Christmas.,sd
163211,A,"Uh, I get in a rut with credit cards cause they get me kind of in a vicious cycle. Where you use them a lot one month and then you have to use whatever money you have to pay those off",sd
163212,B,And then your are in debt.,sv
163213,A,"and so then you have no money,",sv
163214,A,so you use a credit card.,sv
163215,B,I understand that.,ba
163216,A,Yeah.,b
163217,A,"Uh, I probably have one of every credit card there is.",sd
163218,A,Do you use them a lot?,qy
163219,B,"Well, uh, it kind of comes and goes, uh,",arp_nd
163220,B,"I use uh, Citibank, the, uh, Advantage one pretty much cause you get vantage points for every dollar you spend.",sd
163221,A,Uh-huh.,b
163222,B,"Once a year, I get a free airplane ride that way.",sd
163223,A,Oh.,bk
163224,B,"So, as long as you pay it off every month, it doesn't cost you anything.",sd
163225,A,Yeah.,b
163226,A,Yeah.,b
163227,A,"Well, that is a good idea.",ba
163228,A,Is that  that through a VISA?,qy
163229,B,"That is what I,",%
163230,B,Yeah.,ny
163231,A,Uh-huh.,b
163232,B,Yeah.,ny
163233,A,Huh.,b
163234,B,"But, uh, I got all sorts of credit cards for my business that I use",sd
163235,B,"but, uh, If I can get away with paying them off every month, it is alright.",sd
163236,A,Uh-huh.,b
163237,B,If I don't then it gets expensive,sd
163238,A,Yeah.,aa
163239,A,That is my problem.,sd
163240,A,I don't try and pay them off.,sd
163241,A,"I pay, like the minimum.",sd
163242,B,Well you shouldn't do that.,ad
163243,A,I know,aa
163244,A,"So I have got myself,",sd
163245,B,"You never, you never get out of the hole that way.",sv
163246,A,Exactly.,aa
163247,A,"I have got, that is why I have got myself with all this trouble now.",sd
163248,A,"But, I pay most of them on time and everything.",sd
163249,A,"It is just the,",%
163250,A,I always have them.,sd
163251,A,"So, it is kind of strange.",sd
163252,B,Kind of like the federal government right?,qy
163253,A,"Oh, yeah.",ny
163254,A,Exactly like the government,sd
163255,A,"In,  In debt.",sv
163256,B,Can't never get out of debt.,sv
163257,B,"And every time you try to get out of debt, the economy goes to pot because people are spending money, right.",qy
163258,A,Yeah.,ny
163259,A,Have they put the cap on the interest rates?,qy
163260,B,No.,nn
163261,A,I didn't know if they actually did that or not.,sd
163262,A,I know they were considering it.,sd
163263,B,Just the people who don't need credit get the four and a half percent.,sd
163264,B,"The rest of the, uh, and me, we have got to pay fourteen and eighteen percent.",sd
163265,A,Uh-huh.,b
163266,A,Yeah.,b
163267,A,"Funny how that works, isn't it",qy
163268,B,"The, thou who doesn't need credit, gets cheap credit.",sv
163269,A,"I would be interested to find out how many people, or how much, uh, people use credit this year. Say in nineteen ninety-two as opposed to nineteen ninety-one, even nineteen ninety.",sd
163270,A,"I think, I think it would be amazing how much, how many more people use it.",sv
163271,B,"Well, I think so",aa
163272,B,"because the,",%
163273,A,Because of the economy.,sv
163274,B,That's right.,aa
163275,A,Yeah.,b
163276,B,You have got to use everything you have got just to stay where you are at.,sv
163277,A,Exactly.,aa
163278,A,"I would be very, I would like to see some numbers on that.",sd
163279,A,I think that would be interesting.,sv
163280,B,"Do you, do you have any, uh, credit union where you work or anything like that?",qy
163281,A,"Yeah,",ny
163282,A,I have a credit union.,sd
163283,B,Do they have a Mastercard or VISA card?,qy
163284,A,"Yeah,",ny
163285,A,they do.,sd
163286,A,Uh-huh.,ny
163287,B,You have got that one.,qy^d
163288,A,"Yes,",ny
163289,A,I do,sd
163290,A,"Yes,",ny
163291,A,I do a matter of fact.,sd
163292,B,"Who, who do you work for?",qw
163293,A,"Uh, I work for Channel six.",sd
163294,B,Oh.,bk
163295,A,It's it's an N B C affiliate down here.,sd
163296,B,"I do a lot of work down in Waco,",sd
163297,B,"a lot of, I call on a lot of my business is down there.",sd
163298,A,Oh really.,b
163299,A,"Oh, okay.",b
163300,A,Where do you work?,qw
163301,A,"What is your,",qw
163302,B,I sell metal fabricating equipment and tooling.,sd
163303,A,"Oh, okay.",bk
163304,B,Tyme and Mercury and Tempco and all those people down there.,sd
163305,A,"Oh, okay",bk
163306,B,Uh Gene,%
163307,A,"So you probably work with, uh, uh,",qy^d
163308,A,what is the boy from here?,t1
163309,A,You ever work with Davis?,qy
163310,B,Davis Iron?,qy
163311,A,"Davis Iron Work,",na
163312,A,yeah.,ny
163313,B,"Yeah,",ny
163314,B,matter of fact I just saw them last week.,sd
163315,A,"Oh, okay.",bk
163316,A,"And, uh, what else.",^h
163317,B,"Are you in that part, are you in the south part of town now?",qy
163318,A,"Well, I live actually in Hewett.",arp_nd
163319,B,"Oh, yeah.",bk
163320,B,Okay.,bk
163321,A,"Yeah,",b
163322,A,right outside.,sd
163323,B,You know Do you know Parker Machine Tool down there.,qy
163324,A,"So, that is where Davis Iron Works is.",bf
163325,A,Uh.,^h
163326,B,"Bobby Parker and, uh,",qy^d
163327,A,I don't think I have seen that one.,ng
163328,A,"I am sure I pass by it or something,",sd
163329,A,but I am not sure.,h
163330,B,"There is a place in Hewett, called,",sd
163331,B,it is a new company called Prime Air.,sd
163332,B,That is in Hewett. Just around the corner from Davis Iron Works.,sd
163333,A,Huh. Prime Air.,b
163334,B,"They make, uh, humidifiers and uh, filters for air filtration stuff for hospitals, homes, something like that.",sd
163335,A,"Oh, okay.",b
163336,A,Okay.,b
163337,A,Have you ever been to Marlin?,qy
163338,B,"Uh, yeah.",ny
163339,A,I think it is Marlin or Mart.,sd
163340,A,"They have, uh, uh, a place, I guess that would be similar to Prime Air.",sd
163341,A,"It is called H G H or something like K G H or,",sd
163342,B,"Oh, really.",b
163343,B,Huh.,b
163344,A,I can't think of it.,sd
163345,A,I can't think of the name.,sd
163346,B,Huh.,b
163347,A,"But,",%
163348,B,I will have to stop in there.,sd
163349,B,"I went, I have gone through there, uh,",sd
163350,B,my oldest son goes to A and M.,sd
163351,A,Oh yeah.,b
163352,B,He is working on his Master's.,sd
163353,B,The Navy sent him there for his Master's. Mostly in engineering.,sd
163354,B,"So, once and a while we go up six there rather than take forty-five.",sd
163355,A,Yeah.,b
163356,B,That is about the last time I have been through Marlin and Mart,sd
163357,A,Uh-huh.,b
163358,A,"Oh, I don't like that drive.",sd
163359,A,I make that drive sometimes,sd
163360,A,we have stories out there,sd
163361,A,"but, uh,",%
163362,B,There is always a state trooper down there.,sv
163363,A,Huh.,b
163364,B,You have got to drive careful.,ad
163365,A,"Oh, really",b
163366,A,I know.,aa
163367,B,"Between Mart and Marlin, they will nail you if you go over sixty miles an hour.",sv
163368,A,"Oh, goodness.",ba
163369,A,"They, they are bad at Hewett too. On eighty-four.",sv
163370,B,Uh-huh.,b
163371,A,They are real bad.,sv
163372,A,That is where I got my last ticket.,sd
163373,A,"So, of course, I couldn't pay that on a credit card.",sd
163374,A,"Well, I was just wondering if you had had any experience with, um, the care of the elderly.",qy^d
163375,B,"Yes,",ny
163376,B,I have.,sd
163377,B,"In fact, uh, just a little over, just a little less than a year ago, uh, my mother went to be with the Lord,",sd
163378,B,"and we cared for her the last, oh, seventeen months of her life here in the, at home. Aside from, uh, having to, uh, take her to the hospital",sd
163379,A,Uh-huh.,b
163380,B,"and, uh, you know, those times, well, she was there in the, the regular hospital.",sd
163381,A,Right.,b
163382,B,"And then she was diagnosed having inoperable type of cancer,",sd
163383,B,"and so the doctor elected to have her, uh, finish out, uh, in the hospice program.",sd
163384,A,Uh-huh.,b
163385,B,"And, uh, I, as far as I'm concerned, that is far and above any nursing home, because, uh, she's around her own you know, the, the elderly parent in question is around their own family.",sd
163386,B,"The, uh, hospice program provides a hospital type bed. Well, it is a hospital bed, and all the oxygen, stuff and a, uh, and a visiting nurse at least every other day, et cetera, et cetera, et cetera.",sd
163387,A,"Well, that's nice.",ba
163388,B,"And it's all taken care of by, by, uh, Medicare, uh,",sd
163389,B,"and, uh, it, it's, it's really neat, uh.",ba
163390,B,"And I, you know, I wouldn't, I wouldn't banish, uh, my old loved one to a, to a warehouse.",sd
163391,A,No.,aa
163392,B,"And that's, that's what I basically, uh, view a nursing home as, a warehouse,",sv
163393,B,"so that's,",%
163394,A,It's really sad,sv
163395,B,Pardon me?,br
163396,A,It's really a sad situation.,sv
163397,B,Uh-huh.,aa
163398,A,"And, uh, I think a lot of people struggle with.",sv
163399,A,"I,  I guess the problem is that the spouse of whoever, you know, the parent is,  doesn't always want the in-law living in the house.",sv
163400,B,Oh .,b
163401,B,Uh-huh.,b
163402,A,Is that right?,qy
163403,B,Right.,na
163404,A,"Well, that's really sad.",ba
163405,B,"Yeah,",aa
163406,B,I know.,aa
163407,B,"But, uh, in this case, uh, spouse and I, uh, are, uh, we're, are, are, uh, united in this area because,  I guess her father, her grandfather and grandmother both lived with, uh, her parents, uh, their golden years too,",sd
163408,A,Uh-huh.,b
163409,B,"so this isn't like, uh, uh, just one, one, uh, instance.",sd
163410,A,Uh-huh.,b
163411,B,"In fact, uh, her, uh, uh, experiences were, were invaluable to me.",sd
163412,A,Uh-huh.,b
163413,B,"Uh, in fact, I don't know if I could have, uh, held up, uh, you know, without my wife, uh, helping in this,  this, in this case.",sd
163414,A,Right.,b
163415,A,Yes.,b
163416,A,"Well, I know when the, I remember being a child",sd
163417,A,"and my grandmother had had several strokes and things, and that we had, my parents tried to keep her in the house,",sd
163418,A,"and they did for a long time. I couldn't,  tell you how long, until she got, uh, where she had to have complete care,",sd
163419,B,Uh-huh.,b
163420,A,"and so ,  they couldn't, you know, keep her in the house anymore,",sd
163421,B,Uh-huh.,b
163422,A,and it was really hard on everyone.,sd
163423,A,"She had to have, you know, twenty-four hour a day care.",sd
163424,A,And I don't remember much about it except that there was a nursing home at that time just a block or two from our house.,sd
163425,B,Uh-huh.,b
163426,B,Uh-huh.,b
163427,A,"And that, um, they put her there,",sd
163428,A,and we all went just constantly until she died.,sd
163429,B,"Oh, okay.",b
163430,A,"But it was very hard on everyone to see, you know, grandmother be like that,",sd
163431,A,"and I don't know that, you know, I don't, being so young, I don't remember why. You know, what was, why she had to go there.",sd
163432,B,Uh-huh.,b
163433,B,"Well, maybe, well, as, as you say, the care of, of grandmother or was, was just such that such mom and dad couldn't handle it.",sd
163434,A,Uh-huh.,b
163435,A,"Well, I do remember that she was, you know, totally incapable of taking care of herself in any way.",sd
163436,B,"Oh, boy,",ba
163437,B,yeah.,%
163438,A,"And that that, they couldn't, they found that they could not you know, give her the hygienic care and everything that she needed.",sd
163439,B,Uh-huh.,b
163440,B,Uh-huh.,b
163441,B,"Well, then, then there's almost, then there's almost no, no, uh, uh, choice left to her then",sv
163442,A,"No,",aa
163443,A,"but like you say, there is a tendency for people to be abandoned, though, you know,  in the nursing home.",aa
163444,B,Uh-huh.,b
163445,A,"I do remember the other patients there, uh, being real excited when we came to see our own grandmother, because they got some interaction with someone.",sd
163446,B,Right.,aa
163447,B,"In fact, just, uh, just, uh, sit and chat with them for five minutes and, and be interested in what they have to say regardless of what it is.",sv
163448,A,Uh-huh.,b
163449,A,"Right,",aa
163450,A,right.,aa
163451,A,"And I guess that's hard on people to give, give up their lives.",sv
163452,A,If they're busy they don't you know.,sv
163453,B,Uh-huh,b
163454,A,"It's easy to abandon people, because we do have the nursing homes, I guess.",sv
163455,B,Right.,b
163456,A,If you can afford them.,sv
163457,A,"But, anyway. Well, I'm,  glad it worked out good for your family.",sd
163458,B,"And then, then,",%
163459,B,"Oh, yeah,",b
163460,B,"it did,",sd
163461,B,"and I was just I just praised the Lord that, that we were able to, uh, have, uh, uh,",sd
163462,A,I pushed it.,sd
163463,B,Okay.,b
163464,A,So what do you you in your lawn?,qo
163465,A,Do you do it yourself,qy
163466,A,or do you hire someone to do it?,qrr
163467,B,"Uh, no",nn
163468,B,"we've been doing it ourselves for most of the time, uh, find that it's really a little more economical,",sd
163469,B,"and we have, oh, I find that I have the time,",sd
163470,B,and I kind of enjoyed it over here in Texas.,sd
163471,B,"I used to live in Arizona,",sd
163472,B,"and it was very very frustrating, because I didn't have the watering system",sd
163473,B,"and it was, it was just too much work and not enough enjoyment.",sd
163474,A,Uh-huh.,b
163475,A,Uh-huh.,b
163476,B,"But over here we get enough water you know, naturally as well have the automatic sprinklers,",sd
163477,B,and so it's a lot more rewarding,sd
163478,A,"Yeah,",b
163479,A,right.,b
163480,A,"Uh-huh,",b
163481,A,uh-huh.,b
163482,B,so.,%
163483,A,"Well, we do our own out here, uh, you know, mow it ourselves and everything,",sd
163484,A,"but, uh, our water supply right now is bad.",sd
163485,A,We need rain badly,sd
163486,B,"Oh, that's right.",aa
163487,A,"Uh, we can water, here in Patterson, I can water on Tuesdays, Thursdays, Saturday and Sunday, four days a week.",sd
163488,B,Uh-huh.,b
163489,A,So.,%
163490,B,Is that enough during the hotter times of the year?,qy
163491,A,"It was this last summer,",arp_nd
163492,A,yeah.,%
163493,B,Uh-huh.,b
163494,A,"Uh, now if it, we don't get some rain, they might limit it to not even four times, you know",sd
163495,B,"Yeah,",b
163496,B,yeah.,b
163497,A,"but, uh, yeah,",b^m
163498,A,"we do our our, you know, mowing ourselves and everything,",sd
163499,A,and I do our planting of bulbs and things where I can have some spring flowers,sd
163500,B,Uh-huh.,b
163501,A,"and, uh,",%
163502,B,"Yeah,",b
163503,B,"I find that I've been doing a lot of perennial planting, which I never did before",sd
163504,A,Uh-huh.,b
163505,B,"and it's been real enjoyable, although I didn't do any this last fall, because our past winters have been so cold, um  they'd freeze down,",sd
163506,A,Uh-huh.,b
163507,B,"and by the time they, the flowers would come back to life it was supposedly the time to pull things out for the spring and summer planting",sd
163508,A,Oh.,b
163509,B,"So I was getting kind of disillusioned and tired and, and spending too much money on something that was kind of more of a problem than it was rewarding,",sd
163510,B,"so um, I'm going to try to wait now and just do the spring and summer type plantings and see how that, you know, feels.",sd
163511,A,"Uh-huh,",b
163512,A,uh-huh.,b
163513,A,Yeah.,b
163514,A,Yeah.,b
163515,A,We have quite a few roses.,sd
163516,A,"I just, uh, we, in fact we just pruned them way down,",sd
163517,A,"and I just had to replace one of them,",sd
163518,A,"so I just bought that yesterday,",sd
163519,A,and I'll probably go outside today and plant that.,sd
163520,B,Uh-huh.,b
163521,A,"But, um, I like to have the roses where I can have cut flowers all year long.",sd
163522,B,"Yeah,",b
163523,B,those are enjoyable.,sv
163524,A,"I even had, uh, roses on my table for Christmas dinner which was really pretty, you know",sd
163525,B,"Oh, did you?",bh
163526,B,Uh-huh,b
163527,A,"But, um, other than the roses I don't have too many flowers.",sd
163528,A,I plant gladiolas,sd
163529,B,"Um, those are nice.",sv
163530,A,"and those are always pretty,",sv
163531,A,"but they get so tall,",sv
163532,A,"and they, they bend over so fast you know.",sv
163533,B,Uh-huh.,b
163534,B,"Yeah,",aa
163535,B,yeah.,aa
163536,B,"I haven't done much in, in bulbs.",sd
163537,B,"In fact I received as a Christmas present a, a planter that had bulbs in it, that we were supposed to go ahead and water it any time and after it started to sprout put in a sunny window,",sd
163538,B,"and it it just grew like crazy,",sd
163539,A,Uh-huh.,b
163540,B,but I don't have any flowers on it.,sd
163541,B,"I don't know how long that takes, or if there's anything I need to do differently.",sd
163542,A,Um.,b
163543,B,It's just nice and green right now,sd
163544,A,"Uh-huh,",b
163545,A,"well, is it that, one of those Amaryllis?",qy
163546,B,"Uh, no",nn
163547,A,"No,",b^m
163548,A,huh.,b
163549,B,I'm thinking White Narcissus or something like a like a white paper flower or so.,sd
163550,A,"Oh, okay.",bk
163551,A,"Uh-huh,",b
163552,A,"uh-huh,",b
163553,A,uh-huh.,b
163554,B,"And, uh.",%
163555,A,Do you have a big yard?,qy
163556,B,"No,",nn
163557,B,"not really,",sd
163558,B,"and in Plano and most of the newer areas of Texas, uh, they have just the, the minimum square footage for lots, to where you get a little bit of a backyard,",sd
163559,B,"we have a pool in our backyard,",sd
163560,B,"and we did plan it to where we have some, some play yard left over,",sd
163561,A,Uh-huh.,b
163562,B,"but it's, it's, um, you know, very small.",sd
163563,A,Uh-huh.,b
163564,B,"But most of the houses here, if you have a pool, you don't have anything else in the backyard",sd
163565,A,"Yeah,",b
163566,A,"right,",b
163567,A,right.,b
163568,B,that's about the size of most of them.,sd
163569,A,"Uh-huh,",b
163570,A,uh-huh.,b
163571,B,"So, uh I guess we're kind of fortunate.",sv
163572,A,Um.,b
163573,B,"Everyone looks at that, with our at our yard with kind of sense of awe, like wow, you really got, you know, some grass back there.",sd
163574,A,"Uh-huh,",b
163575,A,"uh-huh,",b
163576,A,uh-huh.,b
163577,B,Well.,%
163578,A,"Well, that makes it nice.",sv
163579,B,Yeah.,b
163580,A,"Well, it's hot enough here in the summer time that we could have a pool,",sd
163581,A,"but we don't have one you know,",sd
163582,B,Uh-huh.,b
163583,A,but they are a lot of people that do have pools around here you know,sd
163584,B,Yeah.,b
163585,B,Yeah.,b
163586,A,"but we just, we just have dogs and, um, and grass you know, the cement work and a little play set we made for a garden.",sd
163587,B,Uh-huh.,b
163588,B,"Uh, yeah.",b
163589,B,Yeah.,b
163590,A,"So we do have a garden, you know.",sd
163591,A,"It's just a small one, you know,",sd
163592,A,"but we, had lots of tomatoes, and, uh, zucchini",sd
163593,B,Oh.,b
163594,A,it's amazing what you can get out of a little,%
163595,B,Uh-huh.,b
163596,A,"you know, it's probably about twenty by, I don't know, twenty by six, something like that,",sd
163597,A,"and it's amazing what you can, you know, how many plants you can plant in there",sd
163598,B,"Yeah,",b
163599,B,yeah.,b
163600,A,but it was nice.,sd
163601,A,Few cucumbers.,sd
163602,B,"That's one part of gardening I haven't tried yet,",sd
163603,B,"and I don't think this yard is a very,",sd
163604,A,"Uh-huh,",b
163605,A,uh-huh.,b
163606,A,Okay.,"fo_o_fw_""_by_bc"
163607,A,"Um, I guess if I had to rate it from one to ten, I guess, I would rate it a five in the aspect that I wouldn't want everybody to have guns",sd
163608,A,"and I think there should be limitations of, like semiautomatics.",sv
163609,A,"Uh, things like that should not be just given out to anybody.",sv
163610,A,"In fact, you know, I can't imagine anybody having a semiautomatic for what purpose.",sv
163611,A,"Uh, so I guess, you know, being that I come from a hunting family I'd rather have some restrictions put on weapons but yet allow hunting rifles, uh, things that people would use for sporting type of, uh, a, activity.",sv
163612,B,Uh-huh.,b
163613,A,Those would be fine,sv
163614,A,"but when you get into a, a lot of the more complex weapons, I would say yes",sd
163615,A,we need to put restrictions on them,sv
163616,B,"Uh, that's I probably would have to agree with you pretty much all the way I think.",aa
163617,A,Uh-huh.,b
163618,B,"Uh, I definitely think that there, some things shouldn't be limited like, like you said, rifles and uh, hunting rifles and possible handguns for people who use them to,",sv
163619,A,Uh-huh.,b
163620,A,"Exactly,",aa
163621,A,"for self-protection,",sv
163622,A,sure.,aa
163623,B,Right.,aa
163624,B,"And, but I think the, I think semiautomatic weapons, people say they use them because it, for sport.",sv
163625,B,"But I, I personally cannot see any use for them  other than, uh, for, for, like people who dislike have some sort of crazed you know, ambition to use, have high powered weapons or something.",sv
163626,A,I can't imagine that.,ba
163627,A,Yeah.,aa
163628,A,Uh-huh.,b
163629,A,"To do massive amounts of killing, uh,",sv
163630,B,Right.,aa
163631,B,"And  I mean, you can only, how much do you",%
163632,A,Yeah.,b
163633,A,"The only thing that I can see is the police having it in a case where somebody is, uh, uh, you know, going to kill a massive amount of people or, uh, somebody that's escaping, that's, uh, very dangerous",sv
163634,B,Uh-huh.,b
163635,A,"semiautomatic would allow more rounds to be put out to hopefully catch the person and, and, uh, get him down.",sv
163636,B,Right.,b
163637,A,"But, uh, you know, I, I think of my family.",sd
163638,A,"Uh, they're very much into sporting and, uh, you know, as far as hunting and also like, uh, clay pigeons things like that.",sd
163639,B,Right.,b
163640,B,Uh-huh.,b
163641,A,So they have may have some shotguns.,sd
163642,A,"They may have other type of, uh, hunting type things,",sd
163643,A,"but I figured if the, if the criminals had to take a hunting gun out to kill somebody, more than likely, somebody would see it, you know what I'm saying  versus a, you know, a small handgun, uh,  that can be, you know, put right in your coat pocket",sv
163644,B,"Right,",aa
163645,B,yeah.,aa
163646,B,"Yeah,",aa
163647,B,that's true.,aa
163648,A,"and nobody would see it,",sv
163649,A,"but yet, you can't stop people from having, you know, a handgun in their home.",sv
163650,B,Right.,b
163651,A,"Even if there are small children around, there's, you know, you can't say people with small children can't have guns",sv
163652,B,Uh-huh.,b
163653,A,"and people without small children that may have grandchildren, you know  still have these guns",sv
163654,B,Yeah.,b
163655,A,"but uh, I guess I, I was always taught, number one, a gun isn't a toy.",sd
163656,B,Right.,b
163657,B,Right.,b
163658,A,"Uh, you know, and I don't know if that makes a difference if the parent sets down to them and say this gun can kill you, you know  and don't ever play with it.",sd
163659,B,Uh-huh.,b
163660,B,Right.,b
163661,A,"Uh, so I don't know if that makes a difference or what",sd
163662,A,"but,",%
163663,B,"Well, I think uh, in that I think that cases like that it's definitely, um, I think if you're to say okay,",sv
163664,B,"we have to get rid of them all because you know, they can only, they only seem to do bad, it, it's, uh, it's saying we're",sv
163665,A,Uh-huh.,b
163666,A,The criminals would get them. I mean even if they had to go across border to get them.,sv
163667,B,"Right,",aa
163668,B,right.,aa
163669,B,"And people who, people who have them and are responsible with them are, are, are being punished",sv
163670,B,"and people who and they're saying that people you cannot take care of things yourself or like that you're not smart enough to teach your kids how to, how to, uh, .",sv
163671,A,Uh-huh.,b
163672,A,"How to use, you know, to make sure the guns are put up as something as  uh, not a toy.",^2
163673,B,Right.,b
163674,B,Right,b
163675,A,Yeah.,b
163676,A,Because we had guns all over our house when we were kids,sd
163677,B,Uh-huh.,b
163678,A,"and not that they were laying on the, uh, couch or anything like that",sd
163679,B,Right.,b
163680,A,"but, uh, I never had an interest in them, being in the fact that I knew that guns could kill",sd
163681,B,Uh-huh.,b
163682,A,and I had four brothers and never messed with any type of guns,sd
163683,B,Right.,b
163684,A,and so it was kind of the idea that we knew that a gun could kill and that a gun wasn't a toy,sd
163685,B,Right.,b
163686,A,"and, of course we were quite young",sd
163687,A,"and we went through, uh, the National Rifle, uh, Club",sd
163688,B,Uh-huh.,b
163689,A,"and so we were taught, you know, kind of at a, a good age, ten and eleven and twelve, to sit down with a kid and say okay,",sd
163690,A,"if you're going to learn how to shoot a gun, you're going to learn how to do it correctly",^q
163691,A,and you're going to learn how to have safeguards and and know how to protect yourself,^q
163692,B,Uh-huh.,b
163693,A,"but yet have this, training so that kids aren't you know,",sv
163694,A,they have to have a certain respect for it.,sv
163695,B,Right.,aa
163696,B,"Well I think, I mean we, I grew up in a family",sd
163697,B,"and, and my father had two guns",sd
163698,A,Uh-huh.,b
163699,B,because he used to hunt years ago,sd
163700,B,"but he stopped before, really before I was old enough to remember.",sd
163701,A,Sure.,b
163702,A,Uh-huh.,b
163703,B,"But, and I knew we had the guns in the house",sd
163704,B,"and, the time my father was keeping them just for protection at the time",sd
163705,A,"Sure,",b
163706,A,yeah.,b
163707,B,"but we, it was never, my brothers, sisters nor I never, I mean none of us ever thought well let's go look at the gun",sd
163708,B,or let's go get the gun,sd
163709,B,it was just something you knew was there,sd
163710,A,Yes.,b
163711,B,and it was your father's,sd
163712,B,"and you, that was not something you'd go and play, played with at all",sd
163713,A,Yeah.,b
163714,B,"and I think maybe, uh, and that's the type of, the thing that should be, you know, stressed.",sv
163715,A,"Yeah,",aa
163716,A,I think so,aa
163717,A,and I don't know if the kids nowadays are different than what,sd
163718,A,Okay,"fo_o_fw_""_by_bc"
163719,B,"So, do you have, do you have the long,",qy
163720,B,"I guess not, not if there's,",%
163721,B,"see I was raised in New York,",sd
163722,B,"but I guess up there you all don't have too long of a growing season, do you?",qy
163723,A,"Uh, well, we probably have about three months, approximately.",ng
163724,B,Do do you do your own gardening?,qy
163725,A,Uh-huh.,ny
163726,A,Uh-huh.,ny
163727,B,Do you.,b
163728,A,"We live on a,",sd
163729,A,"used to be a farm,",sd
163730,A,"but we don't farm much,",sd
163731,A,"we, uh, but we do have a garden.",sd
163732,B,"Huh. See I got mine in,",sd
163733,B,"well, let's see,",^h
163734,B,I put in pepper plants this weekend.,sd
163735,A,Oh.,b
163736,A,I wish I could be doing that,sd
163737,B,Yeah.,b
163738,B,I got all my little seedlings coming up in the kitchen,sd
163739,B,"and, I enjoy tinkering with it, you know,",sd
163740,A,Uh-huh.,b
163741,B,"it's pretty hot down here during the Summer,",sd
163742,B,"we hit, you know, a hundred, hundred and two sometimes,",sd
163743,A,Right.,b
163744,B,"but, you know, we don't do too much during the Summer, as far as tomatoes and stuff, like that.",sd
163745,A,"You almost have, to get started pretty early probably. I guess,",qy^d
163746,B,Yeah.,ny
163747,B,"I can, usually I can put in, oh probably mid-March, I can put anything in the ground, you know, beets, and onions, and stuff like that.",sd
163748,A,Uh-huh.,b
163749,A,Uh-huh.,b
163750,A,Uh-huh.,b
163751,B,"But then I have to wait for my,",sd
163752,B,tomatoes have to go in here in the next couple of weeks,sd
163753,A,Uh-huh.,b
