,text,label
1389,"Что за значок G слева от значка моего сигнала? & я нашел значок G прямо рядом с сигналом, который появляется каждый раз. Также почему, если я кому-то звоню, я не могу кому-то позвонить, это просто говорит, что сеть занята? это из-за значка G?",0
1390,"Куда вы отправляете электронное письмо, если хотите взять собаку на воспитание? & вокруг Турлока и Модесто",0
1391,"Стоит ли об этом спорить? & Ты бы разозлился, если бы твоя девушка курила травку и не сказала тебе, а потом ты играл в монополию, и твой друг проболтался об этом?",1
1392,"Незаконно ли устанавливать стенд для портретных фотографий в центре города? & Завтра я хочу поехать в центр Аннаполиса и установить стенд, где я буду фотографировать людей по доллару за снимок. Это незаконно, нужно ли мне какое-то разрешение?",0
1393,"Сколько времени требуется налоговой службе Либерти, чтобы произвести возврат средств? & Хорошо, я понимаю, что налоговая служба Либерти уже получила мою декларацию, и она обрабатывается!  Не мог бы кто-нибудь сказать мне, сколько времени им потребуется, чтобы вернуть мои деньги! Мне сказали на веб-сайте irs, что оно будет получено 30 января, то есть завтра, но я не уверен, поскольку irs уже выпустило его, знаю, что это зависит от налоговой службы, сколько времени пройдет до их выпуска! Также я подал на DD, но на сайте Republic bank написано, что мой чек находится в офисе налоговой службы Liberty, и я мог бы его забрать! Когда я подавал заявку, я попросил прямой депозит! Также дал им свою учетную запись bak и номер маршрута!",0
1394,"Какие пирожные получаются более жевательными? & Я видела рецепты брауни, в которых используется какао-порошок, и рецепты брауни, в которых используется растопленный шоколад.  Какая версия, как правило, получается более жевательной - или это не имеет к этому никакого отношения?  Есть ли у кого-нибудь проверенный рецепт брауни ""без орехов"", которым они могли бы поделиться со мной?  Я был бы признателен за любые предложения. ; ;Спасибо!",1
1395,"Почему у меня было так много перхоти? & Хорошо. Примерно я мою голову 3-5 раз в неделю. Очевидно, если вы моете его каждый вечер, у вас появляется сыпь. Я перепробовала все виды шампуней для мытья. Но когда я ложусь спать и просыпаюсь, это возвращается?? ; ; Объяснение? ; Мне 15.",0
1396,"Сын, над которым ""издеваются"". Что нам делать? Может ли кто-нибудь, кто разбирается в юриспруденции, помочь? & Меня зовут Люк Джонсон. Два моих старших мальчика подошли и сказали, что их брат с СДВГ подвергается ""издевательствам"" со стороны старшего ребенка. Его обзывают и все такое. Это не в школе. Это после школы в парке.  ; Их мама не живет с нами, но присутствует в нашей жизни.  ; Поскольку они ходят в частную школу, должны ли они сейчас какое-то время пожить с мамой, и я все еще беру их в школу или оставляю у себя дома? Что должны делать мы с мамой? Какие у нас есть варианты? Мы просто знаем, что это мальчик постарше, по крайней мере, 6-го класса, как мы предполагаем. Этого парня могут арестовать или как? Я сказал копам, и они разберутся с этим как можно скорее, как они говорят. ; ; Итак, в основном, что мы делаем? Мы думаем перевезти нашего сына из города А в город Б, пока все не уладится, но все равно ходить в ту же школу.  ; ;О, мы живем в Иллинойсе.",0
1397,каков текст песни команды штата Квинсленд о происхождении? &  ,0
1398,"У меня есть винтовка Ruger Blackhawk break barell, и я вставляю в ствол около 4 светодиодных гранул.? & Кто-нибудь знает, как достать гранулы из бочки.",0
1399,"Как бы вы процитировали это в формате MLA?!? & http://books.google.com/books?id=s1wEFK11c1AC&printsec=frontcover&dq=inauthor:%22Gary+Goldschneider%22&hl=en&ei=d5DoTJT6M8P-8AaDq7WqCQ&sa=X&oi=book_result&ct=result&resnum=2&ved=0CDkQ6AEwAQ#v=onepage&q&f=false ; ;idk, что делать даже на easybib.com",0
1400,"Как все прошло прошлой ночью? & За всех наших дружелюбных любителей пончиков и кофе-копов, присутствующих здесь... скольких людей тебе удалось запугать прошлой ночью? выписать достаточно билетов, чтобы получить такой большой бонус в этом году?",1
1401,"Мнения пресноводных о течении / скорости течения? & Я знаю, что ток очень важен для здоровья морского аквариума, но я не думаю, что я когда-либо сталкивался с какой-либо информацией, относящейся к току в пресноводном аквариуме. ; ; У меня есть 56-галлонная (24 ""x24""x18"") канистра Marineland c-360 для год или около того. До этого у меня был ""Магнум 350"". Вчера я добавил Magnum обратно в сочетании с C-360 для достижения суммарной скорости потока 700 миль в час. Всасывающий патрубок находится сзади справа от бака, а обратный - сзади справа, направленный к центру передней части, с двумя отдельными шлангами для каждого на разных уровнях. Нет, я понимаю, что этой фильтрации достаточно для резервуара объемом 200 галлонов. Magnum просто использует полирующий фильтр. ; ; Я наблюдал за рыбами, и они, кажется, действительно получают удовольствие, пытаясь плыть по прямой линии течения, как будто это матч чемпионата. У меня есть несколько стеклянных рыбок, и они удаляются примерно на 6 дюймов от течения и просто сидят неподвижно, а затем их относит назад на дюйм или около того. ; ; Я думаю, было бы больше течения... на этом уровне ... готовьте более здоровую рыбу, не являющуюся ""лежебокой"", сохраняя при этом более высокий уровень кислорода в аквариуме благодаря усиленной циркуляции по поверхности. Будет ли это более здоровой средой для рыб и растений. Это не раздувает растения как сумасшедшие, вы можете просто увидеть какое-то реалистичное движение, как вы ожидали бы в реальном водоеме. ; ; Я чувствую, что движение воды отражает очень медленно движущийся поток или, может быть, озеро, когда вода открыта и течет с довольно хорошей скоростью. ; ; В любом случае, у кого-нибудь есть какие-нибудь серьезные мысли и мнения о течении в пресноводном аквариуме?",1
1402,"30.56 Помощь по математике.  Борющийся. Спасибо? & Мне действительно нелегко справиться с этими проблемами. Любая помощь была бы замечательной! Большое спасибо. ; ;Рационализируйте знаменатель в каждом выражении. Предположим, что все переменные являются положительными вещественными числами.  ; ;1) -4 кв.м(16) / кв.м(м) ; ;2) кв.м(52/год)",0
1403,"Не слишком ли велики ступни Керри Вашингтон для ее обуви, разве она не должна носить обувь 8,5 и 9 размера? & На днях я заметил множество вопросов о размере обуви Керри, когда искал в Google ее имя для фильма.  Что ж, я должен был взглянуть и убедиться в этом сам.  Я был удивлен.  У Керри Вашингтон уродливо большие ноги, скорее всего, потому, что она носит слишком тесную обувь. ; ; Керри Вашингтон - симпатичная леди, хотя она сильно худеет и выглядит старше обычного.  Мой вопрос касается размера ее обуви, потому что она носит такие красивые туфли.  Ее ступни и пальцы ног всегда свисают над туфлями?  Ее ступни с косточками выглядят слишком широкими, как будто она силой втиснула их в туфли.   ; ;Почему бы ей не купить обувь большего размера.  Если она притворяется 7, а ее ступни свисают, ей следует надеть 8, 8,5 или 9. ; ; Мне обычно нравятся ступни поменьше у женщин, но просто даю совет Керри, которая хорошенькая во всех отношениях, кроме своих больших ступней . . . и ее нынешнего состояния анорексии, но это другой вопрос . . . ; ;Целостный обувщик",1
1404,"Вопрос о чехле для iPod Video? & У меня есть ipod video 60GB (5-го поколения), и я пытаюсь найти хороший чехол, потому что тот, который я купил раньше, действительно плохой и тесный, поэтому мне просто интересно, работают ли чехлы ipod classic с моим ipod video емкостью 60 ГБ? Спасибо!",0
1405,"как мне уберечь свой дом от сороконожек? & Я живу в квартире, которая находится в подвале; она частично находится под землей. Так что у меня были проблемы с домашними многоножками. Я все прочитал о том, как их убивать и предотвращать. Но они выпадают из вентилятора в моей ванной - мне на голову! Я также нахожу их в своей ванне и раковине в ванной, так что предполагаю, что они тоже попадают через слив. Как они попадают в вентилятор и канализацию и как мне это предотвратить?",0
1406,"предложения по названию для моих 2-х робо-хамми? & мне нужны имена, и быстро. любой из вас, кто сможет придумать имена для моих будущих роботов-хамми, получит 10 баллов, так что приступайте к делу. в зависимости от количества предложенных имен я могу задать этот вопрос несколько раз, сузив его :)",1
1407,"РЕБЯТА! Что это значит? & Мне 14 лет, я весю 110 фунтов, рост 5'6, я ношу размер 1, иногда 3s, а в рубашках ношу xs и s. ; И все же мой парень смеется надо мной, говоря, что я толстая! тогда я начинаю злиться / грустить, и тогда он говорит, что это шутка, или я просто пошутил! ; ;Он также называет меня уродливым sumtimes. предположим, просто шучу; у меня волосы среднего каштанового цвета, азиатского вида, карие глаза, кожа среднего тона ... я не могу описать, как я хорошо выгляжу, но у меня нет прыщей или кривых зубов ... и я пользуюсь косметикой. Что он говорит?",1
1408,беспроводной интернет cricket продолжает сообщать о сбое соединения? &  ,0
1409,"Почему чернокожие люди не улыбаются, когда их фотографируют?? & Я замечаю это: мы стояли в очереди, чтобы сфотографироваться на выпускной, и перед нами были 3 чернокожие пары. И фотограф попросил их улыбнуться, а они просто не улыбнулись, даже мрачно. Это почему?",1
1410,"может ли кто-нибудь, у кого рецепт на очки составляет -8,50, видеть при 3/60 без очков? &  ",0
1411,"С этой фотографии....? & кто наименее уродлив? будьте честны, даже если это грубо, лол, это просто для развлечения ; ;http://www.fre6.k12.wy.us/images/08-09/wrest/IMG_0114.JPG",1
1412,Когда будет записано главное событие wwe? &  ,0
1413,"Действительно ли Алекс Зейн настолько разбирается в c#nt? & Я смотрю на его маленькое личико, похожее на яичко, по телевизору и думаю, что ненавижу его больше, чем расизм. Это неправильно с моей стороны или он на самом деле большой c #nt?",1
1414,Брюки Forever21 подходят по размеру? &  ,1
1415,"музыкальное видео, в котором показаны только тексты песен????? не настоящее музыкальное видео? & мне было интересно, есть ли такая вещь ...... где это видео, которое вы можете скачать ... но все, что там показано, это текст, как там было сказано ... спасибо!!!",0
1416,Как вы редактируете или удаляете свои списки на facebook? &  ,0
1417,"Где я могу найти эпизоды Инуяши с субтитрами? & Я ищу эпизоды 30-40-х годов инуяши на английском языке. это может быть и на французском, так как мой друг смог бы перевести для меня. но, пожалуйста, не указывайте мне сайт, о котором я уже говорил. как на youtube. o и я пробовал video.google. они только дублированы. ;я пробовал isohunt fanpop crunchyroll, youtube, veoh metacafe и еще 50 лайков. пожалуйста, бесплатно и без скачивания.",0
1418,"Проблема с налогом с розничных продаж на онлайн-сайте и использованием налоговых ставок штата и города? & Я открываю свой собственный бренд одежды и продаю футболки через Paypal на своем веб-сайте. Я знаю, что должен платить налог своего штата (Арканзас), но также я вижу, что должен платить любой городской / окружной налог. Каковы мои наилучшие варианты сделать это через Paypal? В настоящее время я думаю, что мне придется прибегнуть к добавлению каждого почтового индекса с налоговой ставкой для этого города + налоги штата в поле Paypal, т.е. Арканзас (6,00%) + Литл-Рок 1,50% = 7,50% в поле. ; Но я знаю, что может быть некоторое совпадение, когда некоторые почтовые индексы находятся в двух городах, и я не хочу, чтобы меня ударили за какие-то незаконные налоговые действия. Случайное взимание более высокой налоговой ставки только потому, что они находятся в другом почтовом индексе, но все еще в том же городе, также похоже, что единственный способ сделать это вручную в Paypal, так что это означает около 400 записей.  ; ; Сталкивался ли кто-нибудь еще с этой проблемой двойного налогообложения штата и города на своем розничном веб-сайте, и если да, то как вы с этим справились?",0
1419,"Почему ответы Quora намного более содержательны, чем ответы Yahoo? &  ",1
1420,Какой самый лучший способ похудеть? &  ,1
1421,"Как называются похоронные слайд-шоу? & Мне нужно знать, как называются похоронные слайд-шоу.",0
1422,"Мужчины, почему вы дразнитесь и не сдаетесь? & Что ты думаешь о признаниях в влечении..... он дразнит меня, как сумасшедший....Я больше не могу сопротивляться ему, ах, могу я просто сказать ему, как сильно я его хочу... и во время моего признания просто наброситься на него? Джаджа....джк. но намерение есть! О, чуть не забыла, что мой поддразниватель - мой босс!",1
1423,"Нужна помощь с выбором цвета краски для моей гостиной; У меня есть диван королевского синего цвета? & У меня есть U-образный диван с подсоединенной к нему зоной отдыха. Мне нужна помощь в выборе цвета для покраски стен в моей гостиной. Кутюр королевского синего цвета с рисунком в золотой горошек и несколько бордовых точек. Пожалуйста, помогите мне! Я действительно не знаю, что было бы хорошо смотреться с этим диваном. Спасибо вам!! :] Также, если вы можете, пожалуйста, вставьте ссылку на веб-сайт, на котором вы нашли цвет, чтобы я мог получить хорошее представление о том, о чем вы говорите.",1
1424,"почему я не могу получить свою почту, пытаюсь уже 4 дня, она очень медленная, и у других, кого я знаю, такая же проблема? &  ",0
1425,"нравлюсь ли я ему в ответ? пожалуйста, помогите мне? & мне нравится этот мальчик из моего класса в моей школе, и мы общаемся на facebook, но он всегда стесняется меня в школе, но он разговаривает со всеми моими товарищами. всякий раз, когда он видит меня, он всегда смотрит на меня. когда мы вместе отправились на школьную экскурсию, один из моих приятелей сказал ему: ""Ты собираешься поздороваться с Мелл?"", а он просто улыбнулся и сказал ""привет"" мне, но ты его едва расслышал... он вроде как популярен, а я просто чудак, но я думаю, что может быть шанс что я ему нравлюсь в ответ? ...",1
1426,"Почему, испытывая горе, ты не можешь просто погрустить и выплеснуть его наружу, почему оно должно накатывать волнами? &  ",1
1427,"Говорящие на албанском... земер? & Есть девушка, которая часто переписывается с моим парнем, и он утверждает, что она его двоюродная сестра из-за границы. Я никогда не расспрашивал его, пока недавно ко мне не пришла кое-какая информация. Теперь я беспокоюсь. В текстах я видел ""te dua"", ""поцелуи"", ""<3"", а также ""me mungon shum"" и ""zemer"". Я достаточно знаю албанский, чтобы понять, что означают эти фразы. ""Земер"" поднимает передо мной красный флаг. Я знаю, что это значит, но я недостаточно хорошо знаю язык, чтобы понять все способы его использования. Уместно ли его использовать между двоюродными братьями мужского и женского пола или меня разыгрывают? Спасибо вам за любую помощь, которую вы можете предложить.",1
1428,"как я могу быть хорошим спринтером и бегуном на длинные дистанции одновременно? & должен ли я пробежаться трусцой в течение 20 минут, а затем спринтовать в течение 2 минут",0
1429,"Какова была роль Церкви и папства в раннем Средневековье? & о, и как это изменилось за эти годы?",0
1430,"Можно ли 14-летнему парню сделать отбеливающую инъекцию глутатиона? & Каковы хорошие и плохие последствия этого? Я знаю, что это делает тебя белее, и то, чего я хотел, и то, что это делает, избавляет тебя от прыщей / угревой сыпи?",0
1431,"Мне случайно прокололи ухо, и в открытом отверстии матки есть черный кусочек, что мне делать? &  ",0
1432,"Проблема с химией! помогите, пожалуйста!? & Соединение было разложено на 14,5 грамма углерода и 85,5 грамма хлора. В другом эксперименте его молярная масса была определена равной 166,0 г. Какова молекулярная формула этого соединения? ; ;Пожалуйста, покажите работу, оооочень большое спасибо!",0
1433,"чувствует ли гей себя женщиной, когда занимается сексом? &  ",1
1434,мне нужно имя для моего нового мерина...? &  ,1
1435,Гарри Кьюэлл или Тим Кэхилл? Кто лучше? & Посмотрите это видео!! ; ;http://www.youtube.com/watch?v=9Lyvy-gqpx0 ;http://www.youtube.com/watch?v=FIyHbuSrr2o,1
1436,"Моя девушка изменила мне, что мне делать? & Хорошо, я прохожу через процесс отвращения, предательства, унижения и гнева. На прошлой неделе я застал свою девушку в постели с парнем, которого я знаю довольно давно, мы друзья, ну, мы были. Все началось несколько месяцев назад, я видел, как они на вечеринках сближались, всегда болтали, но я всегда не придавал этому значения. Моя девушка очень застенчива, и ей трудно заводить друзей, поэтому я был взволнован тем фактом, что она, по крайней мере, привлекала к себе некоторое внимание. Я даже неоднократно говорил с этим парнем о своих чувствах к моей девушке, поскольку именно так поступают друзья. В любом случае, как я уже сказал, они довольно много болтали в своем уголке, и только спустя несколько вечеринок у меня появились подозрения. Дошло до того, что моя девушка охладела ко мне, теперь, честно говоря, я отличный парень и не сделал ничего плохого, чтобы причинить ей боль, я всегда был рядом, когда ей грустно, заставлял ее смеяться, занимался диким сексом, называйте как хотите, она всегда говорила мне, как сильно она любила меня и восхищалась мной как человеческое существо. Ей 18, а мне 23, жизнь не могла быть лучше. Для нее это было не так. В любом случае, после того, как я поймал их на месте преступления, я взбесился, не мог поверить, что это произошло, поскольку это кажется почти невозможным, это должен был быть кошмар, но, конечно, это была реальность, и это происходило со мной. Несколько дней спустя, все еще пребывая в оцепенении, на самом деле я все еще нахожусь в нем, она сказала, что ей жаль, но она не имела этого в виду, поскольку чувствовала, что я не уделяю ей того внимания, в котором она нуждалась! Я имею в виду, да ладно, я всегда был рядом с ней, ты так много можешь сделать для человека. Я так запуталась! Она встретила его однажды и осталась ночевать у него дома, сказав мне, что остановилась у друзей. Она дважды занималась с ним сексом, во второй раз, когда я зашел к ней домой!!!!!!! Она очень хрупкая девушка, и я, честно говоря, высокого мнения о ней. Она настоящая милашка, но она лгала и изменяла мне. Я так влюблен в нее, что это невероятно! В любом случае, возможно, я был дураком, я не знаю, но я взял ее обратно, поскольку она сказала, что это была большая ошибка. Но что меня действительно трогает, так это тот факт, что он сделал первый шаг, и он должен быть моим другом!!! Я так зол! В любом случае, день или два все было хорошо, но сегодня она сказала, что хочет дать себе время подумать, но вот другая часть. Честно говоря, я ей доверяю, когда она мне что-то рассказывает, она очень открыта и честна, НО ОНА ОБМАНУЛА! НО и я верю ей, когда она сказала, что не будет встречаться с другим парнем. Сейчас я сижу здесь перед компьютером и печатаю это сбитое с толку, она говорит, что любит меня, но не знает, хочет ли она быть со мной, но она боится потерять меня. Что происходит? Ну и что с того? что я должен делать? Я извиняюсь за часть, ну, наверное, за все это.... есть ли в этом смысл? Я искренне люблю ее всем своим сердцем, и я искренне верю, что она любит меня, но, очевидно, это не так, верно? должен ли я просто уйти? хм... в любом случае, спасибо всем, кто выслушивает мои проблемы, я уверен, что у вас есть свои собственные, с которыми нужно разбираться. Я просто в замешательстве и нуждаюсь в небольшом дружеском руководстве. Спасибо!",1
1437,"Как Я Могу найти Друга По Переписке В Армии? & Как вы находите друга по переписке, который служит в армии? Как часто вы можете ожидать ответов? Огромное спасибо!  ; Также, если кто-то здесь ищет друга по переписке, я готов к этому! Вы можете написать мне по электронной почте на kaitlynn_erin@hotmail.com",0
1438,"Какой тип пантенола лучше всего подходит? & Существует много различных видов Pantene Pro-V: ; ; Ледяной блеск; Гладкий ; Насыщенный и густой ; Естественное слияние ; Объем ; Обновление влаги; Клинический уход; Экстра прямые; Красивая длина ; Против завитков; ; Вот основные из них... ; Я знаю, что он покроет ваши волосы, но я использую осветляющее ополаскиватель раз в неделю, чтобы удалить нарост. И кстати, я в команде по плаванию, так что мне нужно что-то, чтобы сохранить мои волосы как можно более здоровыми!",1
1439,"Рубцовая ткань - пирсинг языка? & Я знаю, что это нормально - образовываться рубцовой ткани вокруг стержня вашего пирсинга, но у меня есть 2 вопроса по этому поводу. ; ;1. Как долго он будет там оставаться? ; ; 2. Есть ли какой-нибудь способ избавиться от него, если я просто оторву его, что произойдет?",0
1440,"Я болен из-за того, что так волнуюсь по этому поводу? & Мне 15, и я тоже хочу знать, нормально ли для меня приходить в восторг от этого?  Я думаю, что я нормальный, потому что горячая девушка в бикини на пляже возбуждает меня.  Этим утром пожарная машина подъехала к нашему двору, и маленькая девочка, живущая через дорогу, вышла на улицу в одной ночной рубашке. Ее отец отправил ее обратно в дом, чтобы она тоже надела халат.  Моя мама, я слышал, говорила, что это милая ночнушка-сорочка, которая не прикрывала ее трусы.  ;Восьмилетняя девочка меня тоже не привлекала или что-то в этом роде, но когда Клэр закапризничала , ее мать сказала ей , что она собирается ""вернуться к папе на колени для еще одной порки"" .  Я слышал, как она плакала раньше и как будто хлопала в ладоши в течение минуты или около того. итак, затем она получила порку.   ; Я возбудился, подумав о том, как выглядела Клэр, получившая порку в своей ночной рубашке.  Нормально ли, что я тоже так думаю?",1
1441,"я хочу поиграть в конституционную игру с Иисусом, какие семена мне нужны? & Луки 17-6",0
1442,"Как вы думаете, соответствуют ли пытки нашим христианским ценностям? & С рациональной точки зрения, я понимаю необходимость изолировать крайне жестоких людей от общества, но, полагаю, у меня возникнут проблемы, если их подвергнут пыткам.  Было доказано, что одиночное заключение может нанести непоправимый ущерб психике.  Кроме того, залив Гуантанамо звучит как хороший союзник 007, поскольку идет война, но еще раз, я подвергаю сомнению обоснованность обращения с этими людьми? ; ;Если нарушаются основные права самых малочисленных членов общества, наши права неизменно оказываются в опасности. ; ; Что ТЫ скажешь???",1
1443,"Не расистский вопрос, просто любопытно...? & Неужели больше афроамериканцев уделяют этим выборам больше внимания, чем прошлым выборам, только потому, что афроамериканец баллотируется в президенты?",1
1444,"цвета, которые изображают тему счастья и печали? & Я хочу покрасить свою комнату в уникальный и немного дикий цвет‰Ы.Бирюзово-желтый - сумма цветов, которые мне нравятся‰Ы Черный тоже потрясающий.. но, кажется, я не могу составить удачную комбинацию ни с одним из них‰Ы Я тоже не хочу красить свою комнату в тот же цвет‰ Я хочу этого таким образом , что когда мне грустно , и я вхожу в комнату , я чувствую себя там , где долгое время то же самое происходит , когда я счастлив , и это заставляет меня содрогнуться . up..in короткая тема , которая размышляет о счастливом и грустном, я совершенно сбит с толку.. и, возможно, большинство из вас тоже сбиты с толку.. но если вы если у вас нет предложений, пожалуйста, добавьте ‰Ы_.",1
1445,"как называется та песня с такими словами в ней? & Я буду кричать об этом с крыш! Я люблю это, я люблю это, я люблю, я люблю это.",0
1446,"Странный, но хороший сон? & Кроме того, если вам было интересно, как только я достаточно проснулся, чтобы позвонить своей девушке, я позвонил ей и рассказал о сне, и мы сразу же помирились.",1
1447,Каковы различные типы ангелов? & Как они называются?,0
1448,"Получил духовное восприятие ... Когда-то не было ни зависти, ни кражи чего-либо? & Может быть, просто слишком много тех, кто слишком эгоистичен и предпочел бы легкий путь, а не исправление совершенных ошибок...",1
1449,"Какой ошейник / шлейку вы используете для выгула своей собаки? & Я использую мягкий передний соединительный жгут Leader. Я использую, чтобы предотвратить вытягивание.  ; Итак, что же вы используете? И почему?",1
1450,"Что я делаю не так со своим бритьем? & Итак, мне 15 (через несколько недель мне исполнится 16), и я начал бриться около полутора лет назад. Дело в том, что мне приходится бриться всего раз в 4/5 дней. Я знаю, что большинство парней моего возраста уже бреются ежедневно. Я делаю что-нибудь не так? Должен ли я бриться ежедневно, даже если щетины нет? Я просто чувствую, что бреюсь намного меньше, чем большинство парней. Есть какие-нибудь советы о том, что мне следует делать? Буду ли я в конечном итоге бриться чаще? Во всяком случае, чтобы заставить меня чаще бриться, чтобы я не чувствовал себя таким непохожим. Спасибо, ребята.",0
1451,как структура фосфолипидов соотносится с их функцией в клеточной мембране? &  ,0
1452,Каков квадратный корень из 56? & выразить в простейшей радикальной форме,0
1453,"Гипотетическая ситуация - кого бы вы предпочли be....an инвалид с ампутированной конечностью или кто-то со сколиозом? & Это совершенно гипотетический вопрос. Я не хочу ранить ничьи чувства. Я просто хочу знать ваше честное мнение...Я был бы признателен, если бы вы ответили. Спасибо вам. ; ;Если бы вам пришлось стать инвалидом при этих родах..у вас нет выбора..кем бы вы предпочли быть - ;1) кем-то с ампутацией ниже колена ИЛИ ;2) кем-то со сколиозом ... очень плохая осанка тела, но ведущий ""нормальную"" жизнь ... ходьба, бег и т.д. ; ; Еще раз спасибо.",1
1454,Какое сочетание имен вы предпочитаете? & Эллиот Десмонд? ;или ; Эллиот Рэймонд?,1
1455,"Дешевый ноутбук, который будет играть в WoW? & Я покупаю новый ноутбук.  У меня ограниченный бюджет, и мне это нужно, чтобы хорошо играть в World of Warcraft.  Какой ноутбук вы бы порекомендовали?",0
1456,"не слишком ли дурацкий подарок для мужчины? & я подарила своему мужу кофейную кружку с фотографиями его детей (у него 2), его внука (у него 1) и его приемных детей (у меня 3) и его именем на ней. он работает за письменным столом и пьет кофе весь день, так что я подумала, что это будет идеальный подарок, плюс я не знаю, что еще ему подарить, но теперь я думаю, что это глупо и по-детски, как ты думаешь",1
