,en,ru
2572, , 
2573,A women rear ends a man then they fall in love. I think I lve heard it before but I don't remember where... Maybe 101 Dalmations?,"Женщины задевают мужчину сзади, а потом влюбляются. Мне кажется, я слышал это раньше, но не помню где... Может быть, 101 далмация?"
2574,he being inspired by footballer. ;he is inspired by footballer.,он вдохновлен футболистом. ; он вдохновлен футболистом.
2575,i got my last ultrasound when i was 15 weeks i am now 16 weeks. But they said the baby is 4 oz big and on everything that i have read its double the size of normal or close to double the size. Could they be wrong about which week im on or what?,"последнее УЗИ я делала, когда мне было 15 недель, сейчас мне 16 недель. Но они сказали, что ребенок весит 4 унции, и, судя по всему, что я читала, он в два раза больше обычного или почти в два раза больше. Могут ли они ошибаться насчет того, на какой неделе я работаю или что?"
2576,I want to be an interior designer I love designing. It's my passion. I know it's terrible and vain but money is really important to me. I grew up in a poor family and I really want to feel secure for myself. Having our house up for foreclosure one day and the next we were fine was really hard growing up. There was no security no time to take in a deep breath and be comfortable. I don't want that for my kids someday.  ; ;Thank you I really appreciate the help.,"Я хочу быть дизайнером интерьера, я люблю проектировать. Это моя страсть. Я знаю, это ужасно и тщетно, но деньги действительно важны для меня. Я вырос в бедной семье и действительно хочу чувствовать себя в безопасности. Когда однажды наш дом был выставлен на продажу, а на следующий день у нас все было в порядке, было действительно тяжело расти. Не было никакой безопасности, не было времени сделать глубокий вдох и почувствовать себя комфортно. Я не хочу, чтобы когда-нибудь это случилось с моими детьми.  ; ;Спасибо, я действительно ценю вашу помощь."
2577,jerk? idiot? poor guy? loser? cursed man? any other?,придурок? идиот? бедный парень? неудачник? проклятый человек? какой-нибудь другой?
2578,I'm a little confused on this.,Я немного в замешательстве по этому поводу.
2579,anyone that has travelled to crete with falcon will know thanks,"любой, кто путешествовал на Крит с falcon, поймет, спасибо"
2580,I want to order from this site but the prices are so incredibly cheap that I'm worried that it might be a scam.  For those of you that have shopped here can you tell me how your experience was?,"Я хочу сделать заказ с этого сайта, но цены настолько невероятно дешевы, что я беспокоюсь, что это может быть мошенничеством.  Для тех из вас, кто делал покупки здесь, не могли бы вы рассказать мне, каким был ваш опыт?"
2581,Lets say someone post an article in the newspaper detailing how I got arrested is there anything I can do to stop them its being posted in the school newspaper since it was on school property. By the way I didn't get arrested I'm a good kid :) just a question,"Допустим, кто-то опубликовал в газете статью с подробным описанием того, как меня арестовали, могу ли я что-нибудь сделать, чтобы помешать им опубликовать ее в школьной газете, поскольку она находилась на территории школы. Кстати, меня не арестовали, я хороший парень :) просто вопрос"
2582,I'm highly in doubt that it can but there's no harm in asking to be sure. See I got my Blaziken in a trade and it has the little smily thing. Meaning it HAD Poke`Rus at some point. But not anymore. Regardless I keep it in my team at all times to see if it will spread the coveted virus. No luck so far. (Although he's not been battling if that's a factor. Just in my team) So can he still spread the virus even though he healed from it already?,"Я сильно сомневаюсь, что это возможно, но нет ничего плохого в том, чтобы спросить наверняка. Видишь ли, я приобрел свой Блейзикен в обмен, и в нем есть маленькая хитрая штучка. Это означает, что в какой-то момент у него БЫЛ Poke'Rus. Но больше нет. Несмотря на это, я постоянно держу его в своей команде, чтобы посмотреть, не распространит ли он желанный вирус. Пока безуспешно. (Хотя он не боролся, если это имеет значение. Только в моей команде) Так может ли он все еще распространять вирус, даже если он уже исцелился от него?"
2583,I am trying to lose my love handles and belly fat FAST. Workouts no matter the difficulty would be great. Even certain foods to eat stuff like that. Anything would be appreciated!!!,"Я пытаюсь быстро избавиться от своих любовных ручек и жира на животе. Тренировки, независимо от сложности, были бы великолепны. Даже определенные продукты, чтобы есть подобные вещи. Все, что угодно, было бы оценено по достоинству!!!"
2584,I know the car is old but where can I get a key fob for it? To lock and unlock the doors? Thanks,"Я знаю, что машина старая, но где я могу достать брелок для ключей от нее? Чтобы запирать и отпирать двери? Спасибо"
2585,"How would you react if your parents sent you to pray away the gay!!! (Pshh) i(running away is not an option) I would go laugh at everyone for their ""god"" and do the opposite of what everyone asked if they said gay sex is wrong! I would ruffee a counselor and go to town... Jk I wouldn't be depressed though because I know I'm fine the way I am and don't need anyone's approval. What about yall?","Как бы вы отреагировали, если бы ваши родители послали вас молиться за геев?!!! (Тссс) я (убегать - это не вариант) Я бы пошел посмеяться над всеми за их ""бога"" и сделал бы противоположное тому, о чем все просили, если бы они сказали, что однополый секс - это неправильно! Я бы разозлил консультанта и поехал в город... ДК: Я бы не впадал в депрессию, потому что я знаю, что мне хорошо такой, какая я есть, и я не нуждаюсь ни в чьем одобрении. А как насчет вас всех?"
2586,My ex husband keeps calling and texting me and basically just won't let me move on with my life.  So I want to change my number will they let me do this?  I have heard that they may ask for a police reference number to show you have reported the nuisance calls etc?  This is not a road I want to go down.  Only change my number!  Thanks,"Мой бывший муж продолжает звонить и писать мне эсэмэски и, по сути, просто не позволяет мне жить дальше.  Итак, я хочу сменить свой номер, позволят ли мне это сделать?  Я слышал, что они могут запросить справочный номер полиции, чтобы показать, что вы сообщали о неприятных звонках и т.д.?  Это не та дорога, по которой я хочу идти.  Только смени мой номер!  Спасибо"
2587,Backround info :  ; ;before pregnancy i have not even been 100 pounds in my life. I NEVER gain weight for the past 5 years i can tell you i have wavered between 95-97 pounds. I have a very fast metabolism. Before pregnancy my stomach had literally my guess 5% fat. If any. If I were to measure my waist i am sure it would be in the high 20 mark. I am 4'11 six months pregnant and only 98 pounds. I am concerned that I may be too small to carry him all the way until december. Has any one heard of this?,"Справочная информация : ; ;до беременности я в своей жизни не набирала даже 100 фунтов. Я НИКОГДА не набирал вес за последние 5 лет, и могу вам сказать, что колебался между 95-97 фунтами. У меня очень быстрый метаболизм. До беременности в моем животе, по моим прикидкам, было буквально 5% жира. Если какой. Если бы я измерила свою талию, я уверена, что она была бы на высокой отметке 20. Мой рост 4 футов 11 дюймов, я на шестом месяце беременности и весю всего 98 фунтов. Я обеспокоен тем, что, возможно, я слишком мал, чтобы нести его всю дорогу до декабря. Кто-нибудь слышал об этом?"
2588,Good opportunity for job in Airlines field.market offers,Хорошая возможность для работы в сфере авиалиний. Рыночные предложения
2589,I naturally have light brown hair so that's the color of my eye brows but I color my hair a ark reddish brown color. I look like Taylor Swift a little besides the hair. I have legit the exact same eyes as her and I look a little like her but I have thinner lips. How can I do my make up so it looks like hers but isn't too dressy for school? Thanks!,"У меня от природы светло-каштановые волосы, так что это цвет моих бровей, но я крашу свои волосы в более насыщенный красновато-каштановый цвет. Я немного похожа на Тейлор Свифт, если не считать волос. У меня действительно точно такие же глаза, как у нее, и я немного похожа на нее, но у меня губы тоньше. Как я могу сделать свой макияж так, чтобы он был похож на ее, но не был слишком нарядным для школы? Спасибо!"
2590,Ok so I got this girl's # from my friend because I had to ask her a homework question. ( I really did but I also do sorta like this girl).  So i asked her the ?. Problem is she never responded but my phone never said the message was delivered... Now I know that because I have verizon that if I send a text to someone who has AT&T it will not say it's delivered even If it is. Now the question is do I assume she has AT&T and just didn't respond or for some reason she never got the message (this has happened to me several times where I send a message and they just never receive it but recieve ones I send later it's sorta like it was just lost In space).,"Итак, я получил # этой девушки от своего друга, потому что мне нужно было задать ей вопрос о домашнем задании. (Я действительно любил, но мне также вроде как нравится эта девушка).  Поэтому я спросил ее о?. Проблема в том, что она так и не ответила, но мой телефон так и не сообщил, что сообщение было доставлено... Теперь я знаю, что, поскольку у меня есть verizon, если я отправлю текст кому-то, у кого есть AT & T, он не скажет, что оно доставлено, даже если это так. Теперь вопрос в том, предполагаю ли я, что у нее есть AT & T, и она просто не ответила, или по какой-то причине она так и не получила сообщение (это случалось со мной несколько раз, когда я отправлял сообщение, и они просто никогда его не получали, но получали те, которые я отправлял позже, как будто это было просто потеряно в пространство)."
2591,Who I hired to help me around the house such as mowing the lawn replacing shingles painting ect. ; ;He works for exceptional pay $45/hr. ; ;Do you think this is in bad taste?,"Которого я нанял помогать мне по дому, например, подстригать газон, заменять черепицу, красить и т.д. ; ; Он работает за исключительную плату 45 долларов в час. ; ; Вы думаете, это дурной тон?"
2592,I will be in London at the end of September. Where can I buy Regalice sugarpaste in LOndon?,Я буду в Лондоне в конце сентября. Где я могу купить сахарную пасту Regalice в Лондоне?
2593,They're both listed as 'Probable' for Week 2 and have about the same projections. Let me know what you think!,"Они оба указаны как ""Вероятные"" на вторую неделю и имеют примерно одинаковые прогнозы. Дай мне знать, что ты думаешь!"
2594,On a forced choice test I'd have to go with pro life women.  Pro-life women are by far the prettier and sexier ‰ЫТ they radiate life force unlike the dull dreary and banal choicers.  Michael Coren said it best after he was invited by a student group at Queen's University in Kingston Ont. to speak on the issue of abortion: ; ;‰ЫПWhat was most apparent...was the contrast between the pro-life and the pro-abortion students. The former were attractive bright-eyed compassionate. The latter dull angry so lacking in humanity and it has to be said intelligence....At the end of the lecture two young women came to speak to me. They were not rude but one of them a plain and plump girl seemed so unhappy and so intent on not smiling. It was as if she thought that a smug contempt for all disagreement was somehow sophisticated or mature. I pitied her.‰Ыќ ; ;http://www.winnipegsun.com/comment/columnists/michael_coren/2010/02/04/12742056-qmi.html,"На тесте с принудительным выбором мне пришлось бы пойти с женщинами из pro life.  Женщины, выступающие за жизнь, безусловно, красивее и сексуальнее ‰ЫТ они излучают жизненную силу в отличие от унылых и банальных избранниц.  Майкл Корен лучше всего выразил это после того, как группа студентов Королевского университета в Кингстоне, Онтарио, пригласила его выступить по проблеме абортов: ; ;‰ЫП Что было наиболее очевидным...был контраст между студентами, выступающими за жизнь, и студентами, выступающими за аборты. Первые были привлекательными, с ясными глазами, полными сострадания. Последние тупые злые им так не хватает человечности и это надо сказать intelligence....At в конце лекции две молодые женщины подошли поговорить со мной. Они не были грубыми, но одна из них, некрасивая и пухленькая девушка, казалась такой несчастной и так старалась не улыбаться. Как будто она считала, что самодовольное презрение ко всем разногласиям было каким-то утонченным или зрелым. Я жалел ее.‰Ыќ ; ;http://www.winnipegsun.com/comment/columnists/michael_coren/2010/02/04/12742056-qmi.html"
2595,hi i vi-jay mehta i like traveling for world new place and peaple for frandship,"привет, я ви-Джей Мехта, мне нравится путешествовать в поисках нового места в мире и заглядывать во францию"
2596,My first real serious relationship didn't end well(Parents forced the breakup not because of me but because they think he has OCD). My ex boyfriend borrowed a ring that is sentimental to me (my mom gave it to me for graduating middle school lol) years ago to get my ring size. He will always love me and I will always love him but we both know things will never really be the same kind of love that is was.  ; ;Off and on we have talked. Recently he told me that he missed me. I didn't know how to respond because I've been dating someone else for a year. We didn't talk for about a year and all of a sudden he approached me at my locker a week or so ago. He informed me he found my ring but didn't bring it for me. ; ;The next day I reminded him to bring my ring and he never brought it for me.  ; ;Did he really find it? Did he just want an excuse to talk to me after all this time? Why can't he just bring my ring? Is he holding it for memory of me? Does he want it so that I keep asking for it? I am so confused and I really want the ring but I still really want to be his friend and he never stays in touch with me. I miss him. What can I do. Is it wrong that I think about him this much and I am still in love with my current boyfriend. I don't want to have a serious relationship with my ex because I think it's wrong. What if we were meant to be? I still have feelings for him...please help.,"Мои первые по-настоящему серьезные отношения закончились плохо (родители вынудили меня расстаться не из-за меня, а потому, что они думают, что у него ОКР). Мой бывший парень одолжил кольцо, которое вызывает у меня сентиментальность (моя мама подарила его мне на окончание средней школы, лол) много лет назад, чтобы узнать мой размер кольца. Он всегда будет любить меня, и я всегда буду любить его, но мы оба знаем, что на самом деле никогда не будет той любви, которая была.  ; ;Время от времени мы разговаривали. Недавно он сказал мне, что скучал по мне. Я не знала, как реагировать, потому что уже год встречаюсь с кем-то другим. Мы не разговаривали около года, и вдруг он подошел ко мне у моего шкафчика неделю или около того назад. Он сообщил мне, что нашел мое кольцо, но не принес его мне. ; ;На следующий день я напомнила ему принести мое кольцо, но он так и не принес его мне.  ; ;Он действительно нашел это? Неужели ему просто нужен был предлог, чтобы поговорить со мной после стольких лет? Почему он просто не может принести мое кольцо? Он держит это на память обо мне? Хочет ли он этого настолько, что я продолжаю просить об этом? Я так растеряна, и я действительно хочу кольцо, но я все еще действительно хочу быть его другом, а он никогда не поддерживает со мной связь. Я скучаю по нему. Что я могу сделать. Разве это неправильно, что я так много думаю о нем, и я все еще люблю своего нынешнего парня? Я не хочу иметь серьезных отношений со своим бывшим, потому что считаю это неправильным. Что, если нам суждено было быть вместе? У меня все еще есть чувства к нему... пожалуйста, помогите."
2597,I've already looked up the solution for this but no one has got the same answer that my textbook has. ;It is supposed to be 23 816.  ; ;Please help!,"Я уже искал решение для этого, но ни у кого нет такого же ответа, как в моем учебнике. ;Предполагается, что это 23 816. ; ;Пожалуйста, помогите!"
2598, , 
2599,Hi everyone i have had depression for 6 years now severly. So bad that i feel awfully terrible like sometimes taking my own life! Anyhow i heard about excersize and how it can increase serotonin in the brain and release endorphans to give that happy feeling. Well i have been training hard for 7 months now going to the gym 5 days a week (2 hours a day) and have been pretty much been training my guts out and no matter how much i train i havent gotten any seroton or mental benefits of any kind!! This is frustrating the shit out of me because my body isnt doing what its biologically supposed to do the fact is if you exercise you're supposed to gain serotonin (thats a fact!!) and i havent gained anything whatso ever infact i feel exactley the same as 7 months ago! Does anyone here know why all this training may not be helping me in gaining serotonin? And can anyone here give me some advice on how i could get serotonin!,"Привет всем, я страдаю тяжелой депрессией уже 6 лет. Так плохо, что мне иногда ужасно хочется покончить с собой! Как бы то ни было, я слышал об упражнениях и о том, как они могут повышать уровень серотонина в мозге и высвобождать эндорфаны, вызывая ощущение счастья. Что ж, вот уже 7 месяцев я усердно тренируюсь, хожу в спортзал 5 дней в неделю (по 2 часа в день) и в значительной степени тренируюсь изо всех сил, и независимо от того, сколько я тренируюсь, я не получаю никакого серотонина или психической пользы любого рода!! Это расстраивает меня до чертиков, потому что мое тело не делает того, что ему положено делать биологически. Факт в том, что если вы тренируетесь, вы должны получать серотонин (это факт!!) и я ничего не приобрел, так что, на самом деле, я чувствую себя точно так же, как и 7 месяцев назад! Кто-нибудь здесь знает, почему все эти тренировки, возможно, не помогают мне получать серотонин? И может ли кто-нибудь здесь дать мне несколько советов о том, как я мог бы получить серотонин!"
2600,It feels like there's some kind of lump inside the throat blocking it. It does not hinder swallowing too much but sometimes breathing is a little difficult. The doctor assures me that it's nothing more than a minor infection and i've been treating it with warm water mixed with salt. But it has persisted for almost a month now and im concerned that it might be something more serious hopefully nothing as serious as throat cancer. Any comments??,"Такое ощущение, что в горле застрял какой-то комок, блокирующий его. Это не слишком затрудняет глотание, но иногда дыхание немного затруднено. Врач уверяет меня, что это не более чем незначительная инфекция, и я лечу ее теплой водой, смешанной с солью. Но это продолжается уже почти месяц, и я обеспокоен тем, что это может быть что-то более серьезное, надеюсь, не такое серьезное, как рак горла. Есть какие-нибудь комментарии??"
2601,im 16 and i was raped 12 days ago. the next day my vagina was swollen and very sore. my butthole was really sore too. i took 2 Plan B pills the morning after. the next few days i was bleeding when i wiped but not period blood. it was like blood from a cut. i also had headaches couldnt sleep felt constipated and had cramps. my pee was almost orange for several days but i always drink like 5 glasses of water a day. i then started my period 6 days after that night which was 10 days before i was suppose to start. during my period there was a lot of dark clotted stuff. i dont know if he was wearing a condom i was extremely drunk and dont remember the night at all. i am now off of my period which lasted 5 days and now there's lighter brown  stuff coming out when i pee. i dont really know if it's coming from my vagina or pee hole. this has been the past 2 days. this could all be from the Plan B pills i heard they're bad for your body and have a lot of side effects but im not sure if this is normal or not. any info would be appreciated,"мне 16, и меня изнасиловали 12 дней назад. на следующий день мое влагалище распухло и очень болело. моя задница тоже очень болела. на следующее утро я приняла 2 таблетки плана Б. следующие несколько дней у меня шла кровь, когда я вытирала, но не менструальная кровь. это было похоже на кровь из пореза. у меня также были головные боли, я не мог спать, чувствовал запор и судороги. моя моча была почти оранжевой в течение нескольких дней, но я всегда выпиваю около 5 стаканов воды в день. затем у меня начались месячные через 6 дней после той ночи, что было за 10 дней до того, как я должна была начаться. во время моих месячных было много темной свернувшейся жидкости. я не знаю, был ли на нем презерватив, я была очень пьяна и вообще не помню ту ночь. сейчас у меня закончились месячные, которые длились 5 дней, и теперь, когда я мочусь, выделяется светло-коричневая жидкость. я действительно не знаю, исходит ли это из моего влагалища или из писающей дырочки. это было последние 2 дня. все это может быть из-за таблеток плана Б, я слышал, что они вредны для вашего организма и имеют много побочных эффектов, но я не уверен, нормально это или нет. любая информация была бы признательна"
2602,Because I have heard yes and no so I want to get some more opinions.Thanks!!,"Потому что я слышал ""да"" и ""нет"", поэтому я хочу получить еще несколько мнений.Спасибо!!"
2603, , 
2604,i know da kurlzz deuce danny J3T jdog funnyman charlie scene buiscutz i want to know their BIRTH names  ;thanks!!,я знаю da kurlzz deuce danny J3T jdog funnyman charlie scene buiscutz я хочу знать их имена при РОЖДЕНИИ; спасибо!!
2605,Ok im about 16 and a half now and my penis is about 4.7 inches erect. It hasn't grown really in years. Im too nervous to even talk to girls because of it and im getting very worried. Can a doctor determine if its done growing or something? And if i hit 21 or so and still nothing is there anything to enhance it? I know im only 16 but im going to be a adult in 2 years and I want to have a sex life and it will be very difficult with my size. I dont feel like searching for a girl who will love me for who I am right off the bat I want to gain experience and no girl will want to be with me. Im not even concerned with the way I look I wear good clothes and look pretty decent but I come up ''short'' to satisfy a girl...,"Ладно, сейчас мне около 16 с половиной, и мой пенис в эрегированном состоянии примерно на 4,7 дюйма. По-настоящему она не росла уже много лет. Я слишком нервничаю, чтобы даже разговаривать с девушками из-за этого, и я начинаю очень волноваться. Может ли врач определить, закончился ли его рост или что-то в этом роде? И если мне исполнится 21 или около того, а по-прежнему ничего нет, есть ли что-нибудь, чтобы улучшить это? Я знаю, что мне всего 16, но через 2 года я стану взрослой, и я хочу вести сексуальную жизнь, а это будет очень сложно с моим размером. Мне не хочется искать девушку, которая полюбит меня таким, какой я есть, сразу, я хочу набраться опыта, и ни одна девушка не захочет быть со мной. Меня даже не волнует, как я выгляжу, я ношу хорошую одежду и выгляжу довольно прилично, но я подхожу ""коротышке"", чтобы удовлетворить девушку..."
2606, , 
2607,I've read the answers to other people asking this and everyone seems to be saying to have your sims hang out near the grave in the middle of the night. I have been doing this for about five nights and the ghost never appears.,"Я читал ответы других людей, задававших этот вопрос, и, похоже, все говорят, чтобы ваши симы тусовались возле могилы посреди ночи. Я занимаюсь этим около пяти ночей, а призрак так и не появляется."
2608,I asked him to hang and he said yes. but he would not give me a time or day this is the part of the convo....  ;me: we should hang or something :)  ;him yea should ay  ;me: i think so ;him: haha what did you have in mind ;me: umm just hang or watch movies or whatever ;him yea ok cool ;me: ohk.. so when? ;him: not to sure actually hmm..  ;me: well that's helful  ;him: i know right haha ;me: ok we will soon i guess ;him: yup cool. ;its like by the end he changed his mind. i see him out on the weekend and he gave me a hug  and i seen him looking a bit. but if i guy likes you he would try dance with you and kiss you yea? and also he would talk to me first right? even tho he always replys to me... what should i do....,"Я попросил его повеситься, и он сказал ""да"". но он не назвал мне время или день, это часть совещания.... ; я: мы должны повеситься или что-то в этом роде :) ; он: да, должен ; я: я так думаю; он: хаха, что ты имел в виду ; я: умм, просто повесься или посмотри фильмы или что-то еще; он: да, ок, круто; я: охк.. так когда? ; он: на самом деле не уверен, хм.. ; я: ну, это здорово; он: я точно знаю, ха-ха ; я: хорошо, мы скоро будем, я думаю ; он: да, круто. ; похоже, к концу он передумал. я видела его на выходных, и он обнял меня, и я заметила, что он немного расстроен. но если ты понравишься моему парню, он попробует потанцевать с тобой и поцеловать тебя, да? и еще он бы сначала поговорил со мной, верно? даже несмотря на то, что он всегда отвечает мне... что мне следует делать...."
2609,I am so tired of waking up so damn early. I cannot fall asleep before 12 or 1 AM and I have to be awake at 6 many days of the week. I am so sick and tired of this. Why doesn't our culture sleep? Why must we sacrifice something our bodies need? How does anyone fall asleep so early to make up for it?,"Я так устал просыпаться так чертовски рано. Я не могу заснуть раньше 12 или 1 часа ночи, и мне приходится бодрствовать в 6 много дней в неделю. Я так устала от этого. Почему наша культура не спит? Почему мы должны жертвовать чем-то, в чем нуждается наше тело? Как кому-то удается засыпать так рано, чтобы наверстать упущенное?"
2610,/calculate and output half of my savings ;public class Savings ;{ ;,/рассчитайте и выведите половину моих сбережений ;сбережения общественного класса ;{ ;
2611,I was hoping to see this guy I like at this venue the other day that's really far from where we live. I don't know y but I just was anticipating it I didnt even know he was going. & I saw him there  the place Is huge & from where I was sitting I could see him perfectly also the place has different halls & we were @ one at the same time.  Like u always hope u run into someone u like but that day felt diff ; ;What do u think?,"Я надеялся увидеть этого парня, который мне нравится, на днях в этом заведении, которое действительно далеко от того места, где мы живем. Я не знаю, но я просто ожидала этого, я даже не знала, что он собирается.  И я увидел его там, место огромное, и с того места, где я сидел, я мог прекрасно его видеть, также в заведении разные залы, и мы были @ one в одно и то же время.  Как будто ты всегда надеешься встретить кого-то, кто тебе понравится, но в тот день все было по-другому ; ; Что ты думаешь?"
2612,I misplaced my 1099 c form can I still file my taxes without the exact figure?,"Я потерял свою форму 1099 c, могу ли я по-прежнему подавать свои налоги без точной цифры?"
2613, , 
2614,BQ Big L Or Common? ;BQ Common Or Biggie ;BQ Makaveli Passed Mr Woodcock Dilla?,BQ Большой L или обычный? ; BQ Обычный или Важный ; BQ Макавели прошел мистера Вудкока Диллу?
2615,I asked this question earlier but I think the title of the question on that last 1 was too big but anyway i'll ask again: ; ; ;OK this person on YouTube has been harassing me because I was ignoring him because he called me his friend (I never really liked him because all he did was complain to other people about his life) so he started to give me PMs full of hate and abuse and things got worse that I blocked him but he can still talk about me behind my back or talk to me on someone else's channel and i'm really getting tired of his immaturity that I reported him but he never got suspended or anything so I reported him again but he still didn't get suspended or anything i've maybe reported him like 5 times and he's still on YouTube i'm seriously getting sick of this brat and I just want off YouTube for good.,"Я задавал этот вопрос ранее, но я думаю, что название вопроса на последнем 1 было слишком большим, но в любом случае я спрошу снова : ; ; ; ХОРОШО, этот человек на YouTube преследовал меня, потому что я игнорировал его, потому что он назвал меня своим другом (он мне никогда по-настоящему не нравился, потому что все, что он делал был жаловаться другим людям на свою жизнь) так что он начал вызывать у меня ПМС, полный ненависти и оскорблений, и все стало еще хуже, что я заблокировала его, но он все еще может говорить обо мне за моей спиной или говорить со мной на чьем-то другом канале, и я действительно устала от его незрелости, о которой я сообщила его, но он никогда не был отстранен или что-то в этом роде, так что я снова сообщил о нем, но он все еще не был отстранен или что-то в этом роде, я, возможно, сообщал о нем раз 5, и он все еще на YouTube, меня серьезно тошнит от этого сопляка, и я просто хочу уйти с YouTube навсегда."
2616, , 
2617,i have an IPone 4 but i dont use it as a phonme only an ipod. i do not have a sim card to put in. i plugged it into my computer today and put ios 5 on it. when it was all done it says on the screen to put in an active sim card to activate iphone. i do not have a sim card. how to i get out of this it makes me put in language country etc then askes for sim card and there is no way to get out of it. please help!!!!,"у меня есть iPone 4, но я не использую его в качестве телефона, только ipod. у меня нет sim-карты, которую можно вставить. сегодня я подключил его к своему компьютеру и установил на него ios 5. когда все это было сделано, на экране появилось сообщение вставить активную sim-карту для активации iphone. у меня нет sim-карты. как мне выйти из этого, это заставляет меня вводить язык, страну и т.д., Затем запрашивает sim-карту, и нет никакого способа выйти из этого. пожалуйста, помогите!!!!"
2618, , 
2619,Any suggestions? I am using Windows 7 64bit,Есть какие-нибудь предложения? Я использую 64-разрядную версию Windows 7
2620,WHAT DOES HERPES MEAN  HOW DO U GET IT ?HOW TO TREAT IT????  WHAT IS IT IS IT NORMAL TO GET,"ЧТО ОЗНАЧАЕТ ГЕРПЕС, КАК вы ИМ ЗАРАЗИЛИСЬ?КАК ЭТО ЛЕЧИТЬ????  ЧТО ЭТО ТАКОЕ, НОРМАЛЬНО ЛИ ПОЛУЧАТЬ"
2621, , 
2622,2C(s) + 2H2(g) -> C2H4(g)      dH= 52.3kJ ; ;H2(g) + Cl2(g) -> 2HCl(g)    dH= -184.6kJ ; ;C(s) +0.5H2(g) + 3/2 Cl2(g) -> CHCl3(g)    dH= -103.1 kJ ; ; ; ;HELP THANKS,"2C(s) + 2H2(g) -> C2H4(g) dH= 52,3кДж ; ;H2(g) + Cl2(g) -> 2HCl(g) dH= -184,6кДж ; ;C(s) +0,5 H2(g) + 3/2 Cl2(g) -> CHCl3(g) dH= -103,1 кДж ; ; ; ;СПАСИБО ЗА ПОМОЩЬ"
2623,She talks to me a lot (only in person we don't have each others numbers) and i help her with her homework a lot.  I am planning on asking her on a date but I can't tell if she likes me or if she just thinks of me as a friend.  I've only known her for about 3 months.  Should I go for it?,"Она много разговаривает со мной (только лично, у нас нет номеров друг друга), и я много помогаю ей с домашним заданием.  Я планирую пригласить ее на свидание, но я не могу сказать, нравлюсь ли я ей или она просто думает обо мне как о друге.  Я знаю ее всего около 3 месяцев.  Должен ли я пойти на это?"
2624,I want to know how you feel about a guy going as a ladybug for halloween. Also how would should by my costume at the store? and last make and hair help i have long hair. thank you.,"Я хочу знать, как ты относишься к парню, который переоденется божьей коровкой на Хэллоуин. Также, как бы отнеслись к моему костюму в магазине? и последнее средство для макияжа и прически: у меня длинные волосы. благодарю вас."
2625, , 
2626,I need lots of them and we like them to be homemade and not sewing but crafts 12-17 yrs old type crafts.,"Мне нужно их много, и мы хотели бы, чтобы они были самодельными и не для шитья, а для поделок 12-17-летней давности."
2627,I am coding a website for school and when I publish it any browser seems to not be able to view the style.css code. When I open the project locally (unpublished) the browser can see the whole site fine but when I publish it it looks unfinished. ; ;This is the site.  ; ;http://astro.temple.edu/~tuc45268/ ; ; ;This is the code: ; ; ;html body { ;text-align: center; ;} ;p {text-align: left;} ; ;body { ;,"Я создаю веб-сайт для школы, и когда я публикую его, кажется, что ни один браузер не может просмотреть код style.css. Когда я открываю проект локально (неопубликованный), браузер может нормально видеть весь сайт, но когда я его публикую, он выглядит незаконченным. ; ; Это сайт.  ; ;http://astro.temple.edu /~tuc45268/ ; ; ;Это код: ; ; ;html body { ;выравнивание текста по центру; ;} ;p {выравнивание текста по левому краю;} ; ;body { ;"
