Title,Description,Category,Top,URL,Label
me and my girl need a song can someone help me?, ,Other - Music,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090419014051AAC8V3x,0
What makes a girl mind- blowingly great in bed? And what makes a girl really crap in bed?,Just curious on your thoughts and opinions; guys answer please! [Well i guess women COULD answer if they think they know but mainly guys!] Thanx! =],Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090419140324AAkP34g,1
Chemistry help please?,What would be the products for the reaction ;Mg + H2O(g)  ; ;and ; ;Ba(s) + H2,Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20090419152921AAKmiP7,0
if semen falls on the underwear and i wipe it out..is the sperm is capable to swim to the vagina?,the semen falls at the waist..is it possible?the girl then change her underwear with new underwear,Women's Health,Health,https://answers.yahoo.com/question/index?qid=20090420074008AAJIzta,0
where can i find one peice pin up girl bathing suites?,Like the ones from the 50's. There so cute but i cant find them anywhere other then pinupgirlclothing.com ; ;if you know any different ones please tell me.,Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090420112102AAmiQf0,0
Do you like the name Myla?,Pronounced how it looks: (My-Luh)  ; ;I came across it in another question. What is a good nickname for it?,Baby Names,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20090420183319AAyurUG,1
Does anyone know what the meaning of life is?,i want to know,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20090421132922AA5hpaj,1
What do you think of good charlotte ft the game. fight song?,oh and whats it suppose to be about? lol,Other - Music,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090421194909AARuHnj,1
How have cultures worldwide increased the motive for adoption?,Like this one: http://farm3.static.flickr.com/2255/1659294803_855a8e95ae.jpg?v=0  ;FF7 Advent Children,Other - Cultures & Groups,Society & Culture,https://answers.yahoo.com/question/index?qid=20090421200149AAT7QEi,1
Girls do you like getting hit on at the beach?,It's almost summer I gotta get some opinions...I would think that girls should expect to get hit on but maybe I'm wrong,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090422001101AAaIBhL,1
I need help with my computer! Professionals please!?,Okay so im going to go fix something with my computer. But I was wondering if they could also access the sec rat file you have that stores ALL/ EVERYTHING you've done on the internet? So can they?,Software,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090422145847AACMnlf,0
I need some questions that are fun and silly to ask this guy im getting to know?,I am getting to know this guy and we like to ask each other questions about each other.  We've been asking questions for the past 5 days and and i am running out of things to say.  so i need some crazy fun silly questions to talk about. (and alot of them!!),Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090422191939AAyL5kT,1
Do you think long layered red hair would be really pretty?,I have naturally red hair I'm growing it out and i'm eventually going to get layers do you think that would be pretty?  ; ;TIA :),Other - Beauty & Style,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090423153730AAaRScJ,1
Common Denominator Help?,"DONT MIND THE NUMEROUS PUNCUATION THAT I USED TO SEPERATE THE EQUATIONS. YAHOO ANSWERS WAS BEING STUPID. ; ;First of all I am not talking about the ""simple"" ones. These are much more advanced --- but I need help finding these.  ; ;I don't just need the common denominators I need you to solve the whole question but include how you figured out the common denominator.  ; ;Ok how would I SOLVE and FIGURE OUT THE CD of this... ; ;7 ...9 ;--- +--- ;ab b ; ;DONT MIND THE PUNCTUATION BETWEEN THE ""7"" AND ""9"" ; ;7 over ab PLUS 9 over b.  ; ;That one was an easy one I just made up to help me learn how to figure out the common denominator. Explain how you solved that one shown ABOVE.  ; ;Now for something a little more complex... ; ;2........................5 ;__________ + _____________ ; ;x^2 - 3x - 28 ...... y^2 - 2y - 15 ; ;DONT MIND THE PUNCTUATION IN THE MIDDLE! ; ;I know I have to factor the denominators first. Then what do I do? Use kid words when explaining. I don't like deciphering numerous things. ; ;Thank you.",Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20090423165958AAO4jdK,0
who said this quote if you stand for nothing you will fall for anything?,If you stand for nothing you will fall for anything,Quotations,Education & Reference,https://answers.yahoo.com/question/index?qid=20090425083604AAO6jFM,0
Do weed give the same effect as alcohol but without the hangover?, ,Alternative Medicine,Health,https://answers.yahoo.com/question/index?qid=20090427071922AA3hT9j,0
Anti-Anxiety Medications that are low dose and won't make me drowsy or become dependent on the drug?,I am a mother and I have known for awhile that my Anxiety has been getting worse but in the past when I have taken antidepressants or anti-anxiety med's I have become dependent and or addicted to them. I need an Anti-Anxiety medication that is low dose wont make me drowsy and wont make me dependent on it!,Mental Health,Health,https://answers.yahoo.com/question/index?qid=20090427084421AA2xQ9q,0
What would you do...?,...if you woke up one morning and finds out that you're the only human being left living on Earth? In other words everyone else is gone and you're the only one left. If this happens what would you do?,Other - Cultures & Groups,Society & Culture,https://answers.yahoo.com/question/index?qid=20090427174732AAstF19,1
Can anyone help how to build family tree project?,family tree like geni.com i want to know how can i achieve in php how i design database please help as soon as posible,Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090428003033AA6HyAo,0
How do they determine if it's a girl or a boy in the sonogram?,"Ok so the tech said she THINKS it's a girl the babies legs were closed (of course) but she pointed out three little lines near the pelvis area that said this is what she looks for for a girl. So are these lines like the ovaries or something? We had a clear view of the butt and there were nothing ""hanging around"" like with my son...",Pregnancy,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20090429122600AAn3g7d,0
Is white or light still the standard of beauty?,"Intelligent responses and discourse from people of all ethnicities please! Traveling and living in an area of many ethnic groups- norther california bay area I've learned that ""whiteness or being very light-skinned"" appears to be an important status or symbol of attainment by asians latins italians east indians blacks etc. ; ;What are other views and experiences? ; ;Peace.",Other - Beauty & Style,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090505143502AAVhe6j,1
Hello would you mind telling me the meaning of the word whelp?,Also can you give me a couple of sentences please?,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20090506035005AAQQ3zT,0
what do you call a french kiss in france?, ,Other - France,Travel,https://answers.yahoo.com/question/index?qid=20090507083700AAj95qy,0
Is there an archive program that will auto resume?,I have 40 gig worth of files to compress. When opening in Winrar and telling it to compress it says it's going to take 60 something days! I was wondering if there was a program that'll pause on shutdown and resume on startup so that I can just run it when my computers on. (Also if it'll do it any faster that'd be nice too!) Thanks,Software,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090507145929AAGH3Oq,0
Is anyone else tired of this?,"Is anyone else fed up with hearing about that model who's a speaking on behalf of that conservative marriage organization. Nothing can stop our equality and I honestly am not up in arms nor do I feel threatened by a beauty pageant nominee turned ""good old christian girl"". ; ;I honestly don't care about the homophobic marriage organizations and politicians who support them. They are a relic of the past and their ignorant and discriminatory policies no longer hold water with a majority of Americans.  ; ;And yesI will call them homophobes(not because It's a convenient labelbut because there's no Other explanation for blind hatred of gay people or even seeing them as Americans with Rights) ; ;They're losing the battle you can tell by their propaganda "" doctorsteachers and families will have to sacrifice their beliefs just because the gay agenda"" ; ;Or ;""I'm a minister and I might have to cater to gays in my church because  of the government's forceful policies"" ; ;You get the picture ""Hmm...since yelling out homophobic slander and using the bible card hasn't worked for us....we'll use the -WAAHH!! I'm a victim- card"" ; ;what are your thoughts?",Lesbian Gay Bisexual and Transgendered,Society & Culture,https://answers.yahoo.com/question/index?qid=20090508101921AAE7pVD,1
i feel guilty because i miss him :(?,ahh god i never lived such thing with any guy we started going out on 16/10/2008 and broke up on 06/02/2009. We was such a great couple but then we just broke apart and stop spending time with eachother i broke up from him because i thought he wasn't happy with me and since that day i can't forget him. Sometimes i think i sort of forget him next thing is before i know it his back on my mind. I've tried going out with someone else after him but it didn't help take him off my mind. ; ;Now his with another girl and I'm with another guy but i still can't forget him. He's asking me to go on a 4 day holiday just me and him and I don't want to coz i feel so guilty of doing this and i know if I go I'll get used to him again. ; ;This is really upsetting me  ;do i still love him? ;what does he feel for me? ;why is he asking me to dothings with him? ;does he miss me the way i do? ;:( what should i do? ;even if i still love him something inside me says to never go back out with him and i don't want to but why why am i still missing him?,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090509065834AAlfBrZ,1
What color flower should I get my prom date who is wearing a silver dress?, ,Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090509094053AA4XCtq,0
Why can't i play cod 4 online for PS3?,whenever i click to choose what game mode i want to play like teamdeath match or search and destroy it says downloading game settings and it does that for about 45 minutes. How can i fix that so i can play again?,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20090509110547AAZYkQ6,0
I can't figure out what this song is :o?,"All I can remember is that there's like a robotic voice and it says something to the effect of ""We are the future we are right now"" in the lyrics...anybody able to help from just that?",Lyrics,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090509145352AAd1hye,0
If you could meet Holy God in person what do you want to ask him at first ?,I wonder how can I meet him in person.,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20090509192918AA08bVD,1
What women mostly like in Men?,What a girl likes in a boy so that she accepts him to be her BF??,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090510103425AAxCanW,1
Can LCD Monitors give you cancer?,This is my monitor ; ;http://ecx.images-amazon.com/images/I/41vhAbAifwL._SL500_AA280_.jpg ; ;I use it about 6-8 hours each day,Cancer,Health,https://answers.yahoo.com/question/index?qid=20090510123017AA4BwMp,0
what race is legitimately superior?,Caucasoid Negro!d Capoid Mongoloid Australoid ; ;from what i've read everyone can be categorized under one of these 5 main-races .. all other races are a combination of two or more of these. ; ;what i want to know is scientifically.. which race is biologically superior? or in other words which one has the evolutionary upper hand?,Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20090510172857AANVWz7,0
When is the new SideKick coming out?, ,Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20090510180302AA2XycZ,0
How do I say this in spanish?,Jalen you are one of the only people who really gets me. I love when you make me laugh even more that you never made me cry. It seems that my heart beats faster when I get next to you. People may think you just want sex but all you want me to do is be faithful. And that I am! I just wanted you to know that I love you no matter what. To more accurate I love you as a boyfriend and bestfriend! ;Kisses baby...,Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20090511182444AAKnlEb,0
Do you think he ever loved me?,i was seeing somebody on and off for over 3 years he told me he loved me and that he thought a lot of mei knew him better than anybody we got on really well. ;I was deeply in love with him then i found he add a myspace with pics of him and hes girlfriend of a year.So he got with her while he was still seeing me.If i hadnt found out he would of still been playing me ;He hated the thought of me with any menor men looking at mebut all the time had a girlfriend where he lived ;Did he ever love or care for mesurely if he didnt he would of got rid of me when he met the other girl?opinions?its been 3 weeks since i told him where to go but i miss himand want him still.,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090512122009AAPqRxr,1
girls 18 to 22.please give me your advice.?,im 20almost 21..until recentlyi probably wasnt what most girls were looking for.i was overweightunemployedkept to myself..now ive lost alot of weightand im looking alot better.im still afraid my size turns girls offcause im still a big guybut im not fati notice alot of girls seem to like the guys that are smaller then themanyhowi got a jobso my confidence is getting stronger..im noticing girls looking at me moresmilingmaking eye contact..does that mean its on me nowto make the move..am i the only one holding myself back..thanks so much,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090513091431AA51yqb,1
http://www.youtube.com/watch?v=LEbb0cH3_HI?,"whats the song? the ""500 miles behind me"" one. ;if it won't let you click the links :  http://www.youtube.com/watch?v=LEbb0cH3_HI",YouTube,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090513163006AAFhinH,0
16 year old son possibly having sex with his 30 year old cousin who is an actress?,"My son who just turned 16 last month is going to be staying with his cousin for the next 7 days. They are not blood cousins she is my foster brother's ex wife's daughter. She's known him since birth. ; ;They haven't seen each other for 2 and a half years before that they have been fairly close with each other. In the past I've talked to her often as well but as time went by there was not as much contact. She phoned me last week and we talked shortly and said she really wants to see John again and that its been too (my son) and told me to keep it a surprise for him until the day before he leaves. ; ;Over the last 2 years John has changed so much he's completely independent and pays for all his own food and everything but we don't communicate as well. He was a small boy before and now he's already completely developed like a full grown adult. I told her to phone me as soon as he arrived as she did. Then she said she couldn't believe how much he's changed and how ""good looking"" he is;Which sort of threw me off balance in a way. ; ;2 days ago I got a phone call from one of John's best friend Brandon's mother(who I am close friends with)and told me that she overheard something about John telling Brandon how its going at his cousinsand bragging and saying he was cuddling with her while watching a movie at night and also that she was ""massaging his hips""and has been allowing him to sleep in her bed with her since the first day. She also found traces of unclosed MSN convos on the computer. ; ;I was SHOCKED to hear every word of it and I was so much in disbelief that I haven't even bothered to call yet to ask as I am almost speechless. She was then telling me brandon said they were just ""playing innocent and joking around"" which I don't really know what to believe. I am especially worried as they are not ""BLOOD"" related. His cousin is almost 16 years old than he is I do know her quite well but its been a long time; She was successful in becoming an actress playing in smaller independent films and actually a couple big ones that have been in the theaters(hostel 2)- Lauren German. I've realized that she is a very attractive young woman a teen my sons' age would be extremely vulnerable. My son is not the type to over exaggerate things so I do believe what I've heard. ; ;I don't know for sure if they have had SEX; I'm not even sure what I should ask or say on the phone as I haven't even phoned since I heard from brandon's mom. I need some solid advice please!! Thank you!",Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090514035431AAwpIEt,1
poem. what do u think!??!?!?,Blink Of An Eye ; ;I'm going down a lonely road ;I travel light no heavy load ;I climb hills of snow and ice ;But where I go I need not think twice ; ;I made a stop on my way down ;I lost myself but then I found ;I found a friend who helped me see ;That I'm my own worst enemy ; ;It's so much harder then I thought ;Life is asking for what I don't got ;It needs all the things I can't give ;Without a purpose how can I live? ; ;Bullets pierce my longing heart ;I'm wishing for a brand new start ;I thought I had lots to provide ;But the world just laughed as I cried ; ;I would give away all I've shown ;My very self and all I own ;But is it words or is it fact ;When I lose myself I can't go back ; ;I swear to you that it's no lie ;I lost myself in the blink of an eye...,Poetry,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20090514153503AAxKnkO,1
Who do you turn to for solace?,Please explain why. ; ;What would you do if this person weren't around?  ; ;Have you thought about who this person turns to? If they have someone? ; ;Are you the one who people go to? Do you find it to be a burden or a blessing? ; ;Thanks.,Family,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090516090226AAEigcm,1
what is the marjority of jobs in america? car tobaco micdonalds can i have a list?, ,Corporations,Business & Finance,https://answers.yahoo.com/question/index?qid=20090517193419AADVs6m,0
What is the song played on the preview for CSI Miami....The Season Finale?,it was some rock song.,Drama,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090518190334AAu6YEu,0
asus eee pc 900 help?,if i get an asus eee pc 900 will i be able to put xp on it and it still run smoothly please?,Laptops & Notebooks,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090519090706AA1GuLm,0
how do i earn enough money to pay for instruments?,i need 1 guitar 1 bass and 4 mics. all electric,Investing,Business & Finance,https://answers.yahoo.com/question/index?qid=20090519164936AANrXR8,1
How can I be sure to SLIM the thighs not pack on too much more muscle if it can be helped?,I already have pretty muscular thighs. I'd just like to know how to tone them down almost right to the muscle without gaining any more.,Diet & Fitness,Health,https://answers.yahoo.com/question/index?qid=20090520161513AAWu7Xm,0
What type lip piercing that they have?,i don't know what piercing to get this is my pic http://viewmorepics.myspace.com/index.cfm?fuseaction=viewImage&friendID=471045758&albumID=0&imageID=2952160,Other - Skin & Body,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090522202116AAoYQSp,0
What is the least-healthy recipe you've ever tried?,This one takes the cake for me: http://www.foodnetwork.com/recipes/paulas-home-cooking/the-ladys-brunch-burger-recipe/index.html,Cooking & Recipes,Food & Drink,https://answers.yahoo.com/question/index?qid=20090524111042AA4jSZL,1
what are your favorite board games?,I need to make a board game but i don't know how it should be set up! could you give me ideas about your favorite board game!! Please and thank you!,Board Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20090524202941AAbaXBe,1
Display the Last Name of All Employees who have Both an x and b in their First Name - Simple SQL Query?,How can i write it?... ; ;Its a very novice training no functions used.,Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090526024308AAQeIkN,0
can budgies eat tea tree?, ,Birds,Pets,https://answers.yahoo.com/question/index?qid=20090526171225AABqEvw,0
Alright I need some help?,"Okay so for the 8th grade lip syncs my friends and I are doing ""Milk and Cereal"". I need some ideas for this such as what to wear dance movements props ectect.  ; ;Thank you! ; ;(I didn't know what section to put this in.)",Other - Beauty & Style,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090526182654AAaGzQR,1
Does porn and reality tv shows degrade women OR do women degrade themselves?,Some clips ; ;http://www.youtube.com/watch?v=wJFy6pmcr5U&feature=related ; ;http://www.youtube.com/watch?v=-X4_GwpbUYY ; ;After all women consent to participate in these entertainment tv shows and let out there insecurities for the world to see. ;So are they degrading themselves and should women stop blaming men for objectifying them?,Gender & Women's Studies,Social Science,https://answers.yahoo.com/question/index?qid=20090528090130AA19fM1,1
what do you think of this situation?,if you go to take an aptitude test and the test administrator says you will not be penalized for guessing what would you say that means,Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20090528223727AAO8V1C,1
"Read  ""Why don't you write me a Poem?""?",You‰ЫЄre reading that poem again ;The one that has made me laugh so many times ;But you read it in a voice so dark ;So sinister ;That I begin to believe that the words have changed ;Shaping a grim reality on paper ;But they haven‰ЫЄt ; ;I‰ЫЄm tired of you making up tragedy ;Tired of you writing about pain ;When the only thing you have experienced is heartbreak ;The most pathetic of all pains ; ;So why don‰ЫЄt you put down that tree carcass  ;And write a poem with true meaning ;Write me one that‰ЫЄll make me cry ;That‰ЫЄll make me respect you as a poet for once ;But you‰ЫЄll never be capable of that ; ;So there you are still ;Reading the poem that has made me laugh so many times ;In a voice of a ‰ЫПtroubled‰Ыќ teen ;Just living out a stereotype,Poetry,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20090529080602AA4myQq,1
My Girlfriend cheated on me what should I do?,Ok I'm going through a process of disgust betrayal humiliation and anger. Last week a found my girlfriend in bed with a guy I've known for quite some time we are friends well we were. It all started a few months ago I would see them at parties get close by always chatting but I always thought nothing of it. My Girlfriend is very shy and finds it hard to make friends so I was excited at the fact she was at leased getting some attention. I've even spoke to this guy on numerous occasions regarding my feelings towards my girlfriend as that's what friends do. Anyway like I said they would chat quite a lot in their own corner it wasn't until a few parties later where I started getting suspicious. It got to the point where my girlfriend was getting cold with me now in all honesty I'm a great guy and aint done nothing wrong to hurt her I've always been there when she is sad made her laugh had wild sex you name it she always told me how much she loved and admired me as a human being. She is 18 and I'm 23 life couldn't have been better. That wasn't the case for her. Anyway after I caught them in the act I flipped out could not believe this happened as it almost seems impossible this had to be a nightmare but of course it was reality and it was happening to me. A few days later still in a daze actually I still am she said she was sorry and did not mean it as she felt I was not giving her the attention she needed! I mean come on I was always there for her there's only so much you can do for a person. I'm so confused! She met him once and stayed over at his house her telling me she was staying at a friends. She had sex twice with him second time me walking in to her house!!!!!!! She is a very fragile girl and i honestly think the world of her. She is a total sweetheart but she lied and cheated to me. I'm so in love with her it's unbelievable! Anyway possibly being the fool I don't know but I took her back as she said it was a major mistake. What really get's to me though is the fact that he made the first move and he's supposed to be my friend!!! I'm so pissed! Anyways things were ok for a day or two but today she said she want's time to herself to think but here's the other part. I honestly do have trust in her when she tells me things she is very open and honest BUT SHE CHEATED! BUT and I believe her when she said she would not get with the other guy. I'm now here in front of a computer typing this confused she says she loves me but doesn't know if she want's to be with me but she is scared to lose me. What's going on? I'm so what? what should I do? I'm sorry at part's well probably all of it.... is this making sense? I honestly love her with all my heart and I truly believe she loves me but she obviously doesn't right? should I just walk away? hmm... anyway thank's to anyone that has to listen to my problems I'm sure you have your own to deal with. I'm just confused and need a bit of friendly guidance. Thank You!,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090529130447AA1ifM1,1
Free online textbooks?,Where can you find free online textbooks? I need ; ;Introduction to psychology 8th edition by James W. Kalat ;Death society and the human experience 9th edition by robert j. kastenbaum,Other - Education,Education & Reference,https://answers.yahoo.com/question/index?qid=20090530104925AAWEg64,0
Supermarket workers in Greece?,How much do they earn every month? ; ;What is also the limit for poorness in reality? ;For example How much do I need to pay for a cup of coffee?,Greece,Travel,https://answers.yahoo.com/question/index?qid=20090530120135AAf82WP,0
Tattoo laws in Pennsylvania?,Just wondering if the laws are that if you're under 18 you can get a tattoo with a parental signature?,Tattoos,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090531193716AAl9rXF,0
I am kabir from Mhow. My doubt is related to AURA treatment.?,Hello Expert ; ;I am kabir from Mhow. My doubt is related to AURA treatment. Well got break-up with my girlfriend two months ago. I met a AURA reader who suggest me to chant some mantras I did it for 21 days. I think that helped me to know what the reason for this break up. Now the same AURA reader told me to take a AURA treatment. He is a very nice person he doesn't charge from students. I enquire about him he is a very genuine person. I want to know that is it possible through AURA to get your girlfriend back in your life if you know the reason behind the break-up. Please also tell me a bit how AURA treatment works and how much time will it take to be successful.   ; ;Regards & thanks in advance  ;Kabir,Other - Society & Culture,Society & Culture,https://answers.yahoo.com/question/index?qid=20090531230558AAwRwpF,0
Judeging on this video of me singing what disney should i sing? BONUS STARS?,http://www.youtube.com/watch?v=GtOxm8cxkTo&feature=channel_page this is one of the vids of me singing!! if u want to see more check out my channel! i need to audtion for this musical and i need to pick a broadway song or disney song what do u think i should sing??,Singing,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090601125613AAVvblW,1
HOw much does this stock borker make a year?,my dad is the vice president of his stock brroking firm at Morgan Stanley. does anyone know how much he makes a year. i dont want to ask him but its a class project.,Investing,Business & Finance,https://answers.yahoo.com/question/index?qid=20090602080209AAghaHy,0
Myspace: how do I chose to not show...?,How do I disable the notification to my friends when I add someone when I add a band ect?,MySpace,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090602100725AAd5DhO,0
Naruhina voting/poll!?,ok this is like a poll............who loves naruhina?????,Comics & Animation,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090602162228AAyLnDu,1
what's your favorite sponsor past or present?,past: Tide KFC Domino's Skoal 76.,NASCAR,Sports,https://answers.yahoo.com/question/index?qid=20090604105414AAJlFc5,1
How do you edit or delete your lists on facebook?, ,Facebook,Computers & Internet,https://answers.yahoo.com/question/index?qid=20090605190053AApjton,0
when is demi lovato's birthday?, ,Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20090606143506AAZPQ0V,0
How to convince parents to let you go to Movie Marathon? 10 points!!?,I got invited to a movie marathon with these 2 girls i know. Now heres the bad part ;) it runs from 11pm-5am LOL so how do i convince my mum to let me go? ;HELP!! thanks!! hehe.... im 14 btw,Parenting,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20090606181433AAozTqr,1
Help (please?) I need advice 10 points for best answer :)?,Alright well I'm going to try and make this short and sweet.  ;I went out with my best friend for a month and then I broke up with him because well..I love him in a completely platonic way and he deserves to get to know himself more without associating my identity to himself...Anywho..I started talking to this guy at my school who got out of a long relationship about 6 months ago. I have a little crush on him and apparently he did too before he found out I did. Now the timing is horrible but we're just talking and so far so good.. but I feel the pressure because he's rebounded with a couple of girls ( they only talked nothing physical I know this for a fact.) but he says he's over it and that he knew when he was rebounding. He enjoys speaking to me because we share common interests on a beliefs and morality level. We haven't hugged or anything but we've been spending alot of time just talking. Everyone says we're rebounding and that we're both players...We've made it clear to each other to have no expectations but I think it would be nice if we got to know each other a bit better I guess maybe go on a date soon...but my best friend is already crushed and won't believe anything I say...should I just give things time with everything or... what are your suggestions?,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090607160613AAUOG1Q,1
Fantasy Baseball Help?,PLease rate my team 1-10 and tell me what i should do to make my team better...its a head to head league with 12 teams ; ;C-Joe Mauer ;1B-Miguel Cabrera ;2B-Dan Uggla ;3B-Jorge Cantu ;SS-Johnny Peralta ;OF-Jermaine Dye ;OF-Jay Bruce ;OF-Felipe Lopez ;Util-Jorge Posada ;BN-Mike Aviles DL ;BN-Jim Thome ;BN-Willy Taveras ; ;SP-Johan Santana ;SP-Roy Halladay ;RP-Bobby Jenks ;RP-Randy Wells ;P-Clayton Cershaw ;P-Kevin Slowey ;P-Jerad Weaver ;BN-Fransisco Liriano ;BN-Gil Meche ; ; ;PLease Rate 1-10 and tell me what i should do ;I didnt realize i had a team until just 2day cause i made it but never checked it im in 9th place with a 32-39-9 record,Fantasy Sports,Sports,https://answers.yahoo.com/question/index?qid=20090607173153AAANxhN,1
What would you do if your Wife used to be a Prostitute?,After 12 years of marriage she confessed that from age 16 to 21 she used to be a prostitute and had her sugar daddy pay for her college and rent and other stuff I thought I knew everything about her now I don't know what to do I feel betrayed she lied to me all these years and I knew something was suspicious....she was too good in bed should I ask for a divorce? (we have 3 kids),Marriage & Divorce,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090607185641AAmiN7k,1
my back is killing me... any suggestions?,for the past 4 days i have had this ache that just doesnt go away in  my lower back... it kinda makes my legs have sharp pains every now and then... my teeth are hurting too like crazy... i have no clue what could be wrong...  ; ;im 19,Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20090608032517AA5tnTk,0
Where is this Building?,http://www.cheap-car-insurance.biz/pictures/PictureData.aspx?ID=1,Geography,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20090608164010AAOg34x,0
Fallout 3 question About Jonass your dads assistant?,Was anyone else angry that Jonas the Black dude that was friends with your dad gets killed. ; ; He was by far the coolest character and he just gets killed AHHH ;State your opinion an get best answer possibly,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20090610012339AAhtYyj,1
5/8x + 1/16x + 9/16 + y?, ,Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20090611085948AA7GieJ,0
Just curious! Why is it when you do no.2 you always want to do no.1?, ,Other - Health,Health,https://answers.yahoo.com/question/index?qid=20090611105108AAdFGbL,1
American Civil War?????,http://www.idiotica.com/cranium/encyclopedia/content/civilwar.htm ; ;i thought the civil war actually started in 1861???? ;duz anyone have good facts about it?,History,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20090611113421AAua2AB,0
Caught for shoplifting?,I was caught for shoplifting at a major retail store. The item was $12 yes I know really stupid. I was brought into jail and stayed there for almost 6 hours. I was given a citation and told to appear in court which is next week. Can someone tell me what to expect? I can't afford a lawyer. I'm twenty two years old and live in CA. Someone please help!!,Law Enforcement & Police,Politics & Government,https://answers.yahoo.com/question/index?qid=20090611143045AAScNYh,0
How could you make lots of money from breeding dogs?,Im thinking about buying two realy expensive dogs having them mate and then selling the litter of pups in order to make money then after a few litters stopping and just keeping the original two as pets. Im just wondering what would be the best dog to do this with one thats both pretty expensive but also gives birth to lots of pups. Any advice on choice of dog and the whole process of breeding and selling them?,Dogs,Pets,https://answers.yahoo.com/question/index?qid=20090611174605AA6M01s,0
What does it mean to have chops?,"I here people say this alot ; ;""She has chops"" ; ;What does ""chops"" mean??",Words & Wordplay,Education & Reference,https://answers.yahoo.com/question/index?qid=20090611190917AAr1Df6,0
does girls have same feelings as boys do in the matter of sex?,boys and girls of age group of 15 to 20 ; ;who have more sexual interest,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20090612102911AAUi8ZI,1
Prius or beetle question?,I know... What a difference but I want your opinion(Serious... not rude saying they both suck and are stupid cars... tell me why if so) ; ;I understand fuel economy is quite different but other than that what's good and bad with them... and i want your overall verdict. thanks in advance,Buying & Selling,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20090613094501AAoIxrb,1
Best drugstore Mineral powder foundation?,What do you think is the best drugstore mineral powder foundation and why?,Makeup,Beauty & Style,https://answers.yahoo.com/question/index?qid=20090616110058AAX0fpo,1
can a jaundice convert into hepatitis later on? or there is any relation between jaundice and hepatitis?, ,Infectious Diseases,Health,https://answers.yahoo.com/question/index?qid=20090617005115AAVDDrW,0
