,Title,Description,Category,Top,URL,Label
2419,подойдут ли мне ярко-розовые волосы?,"я действительно хочу покрасить свои волосы в ярко-розовый цвет, как у Хейли Уильямс пинк.  ; ;http://www.flickr.com/photos/55438546@N04/5537962014 / ; ;это тоже я. Если вы знаете какие-нибудь ссылки, которые позволят вам узнать, подойдут ли вам розовые волосы, тогда да..",Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20110318115830AAuYhFK,1
2420,"как я могу сделать так, чтобы приправа для тако имела вкус порошка чили?", ,Ethnic Cuisine,Food & Drink,https://answers.yahoo.com/question/index?qid=20110320083738AAM1tkt,0
2421,Как вы решаете это уравнение?,"1) Возьмите весь квадратный корень из квадратного корня из b + квадратный корень из b + 8 = 2. Переведите это, используя знак квадратного корня и равняясь 2. Теперь решите уравнение.",Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110320111650AAzJnV3,0
2422,"Советы по собеседованию, пожалуйста?","Завтра у меня собеседование в Dunkin Donuts, и это мое первое интервью. Как я могу произвести впечатление? О чем они собираются меня спросить?",Marketing & Sales,Business & Finance,https://answers.yahoo.com/question/index?qid=20110320174450AALUXOL,0
2423,"Мне 13 лет, у меня тревожное расстройство...?","Кей, итак, мне 13 лет, и сколько я себя помню, у меня была тревога, но на самом деле я узнала, что она у меня была, и мне поставили диагноз, когда мне было лет 9 или 10.  Я не хочу показаться сумасшедшим, но в данный момент я чувствую, что это немного захватывает мою жизнь.  Я также замечал, что делаю вещи, похожие на ОКР, например, мне придется спуститься вниз и убедиться, что все двери заперты, и мне придется потрогать их, чтобы убедиться.. И еще у меня бывает что-то вроде сумасшествия, когда я думаю, что если я не буду правильно произносить свои молитвы, произойдет что-то ужасное.  Я знаю, все это звучит безумно, но если у вас есть беспокойство, вы бы знали.  У меня тоже много беспокойства по поводу других вещей, например, я каждый день сижу примерно с одной и той же группой за обедом (я хожу в маленькую частную школу, так что детей немного), и мне нравится, если кто-то попросит меня посидеть за их столом в этот день, потому что другие люди, которые сидят за моим столом, отсутствуют или ушел или что там еще, я говорю ""нет"", хотя хочу сказать ""да"", но боюсь, что они втайне ненавидят меня и осуждают. Ооочень это действительно долго, мне очень жаль, но, похоже, главный вопрос в том, как вы думаете, это что-то вроде беспокойства, которое я могу контролировать, или вы думаете, что мне нужно лекарство или что-то в этом роде. Я в ужасе принимаю лекарства от этого, но это сводит меня с ума.  Вроде как ищу людей, у которых тоже есть опыт борьбы с тревогой ... но спасибо, xoxox",Mental Health,Health,https://answers.yahoo.com/question/index?qid=20110321165708AAfmzM8,1
2424,"Кто-нибудь может перевести это видео на немецкий? Мне неприятно признаваться своему другу, что я понимаю, может быть, 25% из этого.?",http://www.youtube.com/watch?v=179RK-7r8y0,Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20110321184339AAWcuN2,1
2425,Мой бывший распускает обо мне слухи! Помогите!?,"Я рассталась со своим бывшим парнем девять месяцев назад после того, как пробыла в отношениях полтора года.  Он был эмоционально оскорбителен, и я, наконец, вышла. ; ; Сейчас у меня прекрасные отношения с парнем, который был другом лучшего друга моего бывшего ... хотя они с моим бывшим не были хорошими друзьями; скорее хорошими знакомыми. ; ; В любом случае, мой бывший ходит повсюду и рассказывает всем, что он знает следующее: ; ;1) Я патологическая лгунья, которая изменяла ему несколько раз, несколько из которых он застукал меня с поличным - в СВОЕЙ постели. (Я никогда не изменяла; он был настолько параноиком, что я бы сделала это, что мне не разрешалось иметь никаких друзей, даже женских.) ;2) Я спал с незнакомцами из-за наркотиков и пристрастился к кокаину. (Я никогда даже не прикасалась к наркотикам и не спала с кем-то, с кем у меня не было серьезных отношений.);3) Я украла у него тысячи долларов и была халявщицей на протяжении всех отношений. (На самом деле я работала на двух работах, чтобы прокормить нас обоих, И ходила в школу полный рабочий день, в то время как он целыми днями сидел без дела.);4) Я психопатка, которая не может его забыть; я продолжаю звонить ему и писать смс, вламываюсь в его квартиру и иным образом преследую его.  Я даже угрожала убить его, если у него появится другая девушка. (На самом деле я вообще не связывалась с ним с тех пор, как ушла; однако он появлялся у меня на работе и кричал на меня так часто, что я подумывала о том, чтобы получить судебный запрет; как только я сказала ему, что получу судебный запрет, он перестал преследовать меня, но поползли слухи.) ; ;Я услышал все это от общего друга, которому доверял.  Я знаю, что он написал несколько электронных писем моему нынешнему парню, рассказывая ему эту и другую ложь.  Мой парень любит меня, но я могу сказать, что иногда то, что сказал мой бывший, заставляет его задуматься обо мне.  Я так боюсь, что он не доверяет мне из-за них.  Я не хочу, чтобы ложь моего бывшего разрушила мои отношения; что я могу сделать, чтобы исправить эту ситуацию? ; ;Мы были бы очень признательны за любой совет или слова утешения. Спасибо, что прочитали все это.",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110323143208AAX8vB6,1
2426,Говорящие на албанском... земер?,"Есть девушка, которая часто переписывается с моим парнем, и он утверждает, что она его двоюродная сестра из-за границы. Я никогда не расспрашивал его, пока недавно ко мне не пришла кое-какая информация. Теперь я беспокоюсь. В текстах я видел ""te dua"", ""поцелуи"", ""<3"", а также ""me mungon shum"" и ""zemer"". Я достаточно знаю албанский, чтобы понять, что означают эти фразы. ""Земер"" поднимает передо мной красный флаг. Я знаю, что это значит, но я недостаточно хорошо знаю язык, чтобы понять все способы его использования. Уместно ли его использовать между двоюродными братьями мужского и женского пола или меня разыгрывают? Спасибо вам за любую помощь, которую вы можете предложить.",Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20110323193508AAE3S5H,1
2427,"Звучит ли это так, будто мой парень влюблен в меня? Это НАСТОЯЩАЯ любовь?","Прежде всего, он тот, кого люди называют хорошим парнем, а не один из тех ""плохих парней"". Он всегда говорит мне, что я значу для него все, и он сказал, что я значу для него весь мир. Когда он смотрит на меня и улыбается, иногда из его глаз текут слезы. Он никогда не принуждает меня к сексуальным вещам (к которым я не готова). Он очень терпелив. Он покупает мне много подарков, он проверяет меня и дает мне мое личное пространство, он посвящает мне песни и иногда делает такую штуку, когда опускается на колени и целует мне руку. Он говорит мне, что любит меня, и смотрит мне прямо в глаза. Кстати, ему почти 18, а мне все равно 19 - это НАСТОЯЩАЯ любовь?",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110324113944AAcnN4A,1
2428,"Что мне следует взять с собой в ""Мир Уолта Диснея""?", ,Orlando,Travel,https://answers.yahoo.com/question/index?qid=20110325173018AA3JeNn,0
2429,"Кто самая горячая Фокси Браун, Трина или Лил Ким?", ,Rap and Hip-Hop,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110325174536AARqFJH,0
2430,является ли Сент-Луис хорошим местом для жизни?, ,St. Louis,Travel,https://answers.yahoo.com/question/index?qid=20110326130332AAB1W4k,1
2431,Подруга моей жены разговаривает по-детски с нашим ребенком в утробе матери. Хорошо ли это для ребенка?,"Иногда я так и делаю. Кажется, ей нравится, когда она передвигается.",Newborn & Baby,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20110327132843AA2yG5o,1
2432,"я хочу знать, что при расчете 90% от 52648-00 рупий?", ,Personal Finance,Business & Finance,https://answers.yahoo.com/question/index?qid=20110328030402AAKXLst,0
2433,"Какая фортепианная пьеса игралась во время нового фильма ""Лебединое озеро"" во время первой половины ее прослушивания (""белый лебедь"")?","это примерно на 12 минуте фильма. сразу после того, как уходящая на пенсию танцовщица разгромила свою комнату, она крадет губную помаду, затем начинается сцена, когда она танцует одна на прослушивании в пьесе. все начинается с того, что она танцует партию белого лебедя. и это НЕ песня из вступительной части фильма во время ее сна. хотя это может быть один и тот же композитор. пожалуйста, помогите. tx",Classical,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110402134713AAQ6U09,0
2434,качественная программа мельхора де кортар видео?, ,Languages,Society & Culture,https://answers.yahoo.com/question/index?qid=20110402174239AATiPN0,0
2435,Что такое Геттисбергское обращение?,"Может кто-нибудь рассказать мне, что это такое или все об этом? Есть ли какие-нибудь сайты, которые рассказывают об этом?",History,Arts & Humanities,https://answers.yahoo.com/question/index?qid=20110403094237AA3Wzd6,0
2436,Где я могу найти подарочные сертификаты для ресторанов в Европе?,"Есть ли веб-сайт для этого? Я имею в виду подарочные сертификаты, которые есть у них в Штатах, подарочные карты для ресторанов. Спасибо.",Other - Europe,Travel,https://answers.yahoo.com/question/index?qid=20110403171230AANlxnf,0
2437,"Если брак - это завершение на вере, тогда..?",А как насчет развода? Изменяет ли развод достигнутый человеком уровень веры?,Ramadan,Society & Culture,https://answers.yahoo.com/question/index?qid=20110404095818AAXkyBr,1
2438,Сколько рабочих мест было создано за счет экономии ваших денег?,"Либерал задал это в качестве ответа на заданный здесь вопрос, и я пытаюсь выяснить, является ли это типичным либеральным менталитетом или нет.  Является ли экономия денег ужасной идеей из-за того, что у кого-то может не быть работы в McDonalds?  Или экономия ваших денег - хорошая идея, потому что это помогает обеспечить себя финансово?",Other - Politics & Government,Politics & Government,https://answers.yahoo.com/question/index?qid=20110404135155AAz0VOM,1
2439,Вопрос о Пенсильванском университете...?,"Я начинаю присматриваться к колледжам и, скорее всего, поступлю в Пенсильванский государственный университет по практическим соображениям (деньги). Я думаю, что мог бы поступить в Университетский парк (у меня средний балл 3,77, много внеклассных занятий, в основном с отличием, был на работе с первого курса и т.д.) Но есть ли у кого-нибудь какие-либо мнения по поводу программы ""2+2""? Не лучше ли было бы отправиться в кампус-спутник (возможно, в Олухи), а затем в университет? Парк или просто университет. Сначала припаркуйся? Спасибо!",Higher Education (University +),Education & Reference,https://answers.yahoo.com/question/index?qid=20110404184242AAP8Q9p,1
2440,Можете ли вы разделить обычный кофе vente на 2 чашки в Starbucks?, ,Non-Alcoholic Drinks,Food & Drink,https://answers.yahoo.com/question/index?qid=20110405061427AA1yyvl,0
2441,Нравится ли Крису Колферу Даррен Крисс?,"я почти уверен, что в некоторых недавних интервью с Дарреном говорилось, что Крис ему нравится как крутой чувак и актер.. но как Крис относится к Даррену? Влюбляется ли он в него? Даррен кажется горячим и обаятельным парнем..",Other - Entertainment,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110409160138AAhPdWr,1
2442,"Как называется веб-сайт, который позволяет вам вести видеочат с кем-то еще?","веб-сайт похож на крошечную камеру или что-то в этом роде. Где я создаю страницу с веб-камерой, и другие могут прийти посмотреть на меня, если я дам им ссылку ... кто-нибудь знает, о чем я говорю?",Other - Internet,Computers & Internet,https://answers.yahoo.com/question/index?qid=20110411145116AAddz94,0
2443,"ищете песни, похожие на ""back to black"" Эми Уайнхаус?","мне нравятся эти песни, но в целом у певцов neosoul слишком много джаза для меня, мне не нравится приподнятый стиль, больше нравится этот мрачный стиль соула, кто-нибудь знает какие-нибудь песни, действительно похожие на это, или каких-либо исполнителей? большое спасибо!",R&B & Soul,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110412061446AAeI2a8,1
2444,Где я могу купить ботинки в стиле Дюбарри?,"Мне очень нравятся ботинки Dubarry, они довольно дорогие, кто-нибудь знает, где я могу купить ботинки такого фасона? Спасибо!",Horses,Pets,https://answers.yahoo.com/question/index?qid=20110412112145AANc8R4,0
2445,"Имеет ли значение, кто подает заявку на получение согласия на планирование в Великобритании?","Местный житель хочет подать заявку на получение разрешения на строительство дома в своем приусадебном участке и говорит, что хотел бы, чтобы кто-то другой подал заявку на получение согласия, потому что у него и местного специалиста по планированию есть ""история"" . ; ; Я бы не возражал сделать это за него, но разрешено ли это?",Renting & Real Estate,Business & Finance,https://answers.yahoo.com/question/index?qid=20110413051940AAvueyK,0
2446,"Мое сердце бьется очень быстро, а затем внезапно останавливается примерно на 4 секунды, а затем снова учащается, есть какие-нибудь подсказки?",22 года. Месяц назад мне сделали катетерную абляцию. Но в остальном здоровье,Heart Diseases,Health,https://answers.yahoo.com/question/index?qid=20110414195727AAcl0VH,0
2447,По-прежнему ли широко практикуется зороастризм в мире?, ,Religion & Spirituality,Society & Culture,https://answers.yahoo.com/question/index?qid=20110418190353AAvALjb,0
2448,Мои друзья теперь ненавидят меня?,"Я подрался со своим другом, и он контролирует всех других детей (других друзей), он попросил их не разговаривать и не играть со мной, и он сказал, что если ты придешь в парк, я тебя побью, я не боюсь его, но я хочу, чтобы другие мои друзья поговорили со мной, как я могу спросить чтобы они разговаривали со мной и играли со мной?",Friends,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110419040131AAS3Qup,1
2449,Php скрипт отправителя электронной почты?,"я перепробовал кучу отправителей скриптов электронной почты. Почему, когда я отправляю электронное письмо через php поставщику и (hotmail gmail msn aol), электронное письмо отображается как неизвестный отправитель",Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20110419191954AApd38n,0
2450,Как далеко ты зашел?,"Почему парни всегда хотят знать, как далеко зашла девушка? Один из моих друзей-парней говорит, что это потому, что они не хотят чьих-то неаккуратных секунд, это правда или это просто любопытство или что-то в этом роде?",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110420031423AAY8WfT,1
2451,"Направляешься в ад? Что делать, когда супруг из-за этого воздерживается от секса и других измен? Я так подавлена.?","Супруг изменяет (ходит на эротический массаж) после того, как другой супруг неоднократно отказывался от секса и воздерживается от секса в качестве наказания. Также тот же самый контролирующий супруг говорит другому заняться сексом в другом месте. Как это выглядит сейчас, человек вообще не будет заниматься любовью или сексом со своим супругом, и ни один из них не может позволить себе жить самостоятельно, поэтому о разводе не может быть и речи. Контролирующий супруг, который воздерживается от секса, отказывается идти на консультацию и отказывается платить за то, чтобы другой пошел на консультацию. Может ли быть виноват супруг, который отказывается от секса, или виноваты оба?  ; ;Что делать, если после того, как они поженились, один из супругов продолжает отказываться от любви / секса и говорит этому человеку получить это в другом месте? ; ; Человек действительно берет на себя обязательство получить это в другом месте на некоторое время, чтобы увидеть, чего он не получает. Тот, кто начал получать что-то в другом месте, чувствует, что его отправят в ад, даже несмотря на то, что он был искушаем своим супругом и отказал им в любви. Разве это неправильно для человека хотеть любви в другом месте, когда он ее не получает? Бьюсь об заклад, люди будут бросать в меня камнями и говорить, какая я ужасная, что наконец поддалась искушению после 10 лет попыток и верности до сих пор пойти и сделать то, что мой муж отказался сделать для меня. Я так подавлена и застряла в браке без секса. Я даже не могу пойти и поговорить со своим пастором, потому что он просто скажет мне прекратить изменять, но как насчет моего супруга, который мне отказывает? Отправят ли меня в ад за то, что я пыталась искать его в другом месте после того, как мой муж отказался любить меня? :-(",Marriage & Divorce,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110423061256AA3tu6u,1
2452,как я могу добавлять песни на свой мобильный телефон из Интернета?,"у меня qmobile e-195, и я просто не знаю, как им управлять.мне просто нужна помощь.пожалуйста, скажите мне, как я могу добавлять песни на свой мобильный.я буду тебе благодарен.",Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20110425101915AACYDLU,0
2453,500 МБ мобильного Интернета?,"По моему контракту у меня есть 500 мб в месяц на мобильный Интернет. ; я не знаю, сколько это зависит от использования facebook, youtube и т.д. ; ; кто-нибудь может дать мне общее представление о том, сколько я мог бы использовать facebook или сколько видео я мог бы посмотреть с 500 мб? ; ; Я посмотрел на веб-сайт vodaphone, но не могу получить четкий ответ. ; ; Спасибо",Cell Phones & Plans,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20110425154108AAl5X6w,0
2454,"Если у вас удлиненный овал лица, но не из-за большого лба, какую стрижку вам следует сделать?", ,Hair,Beauty & Style,https://answers.yahoo.com/question/index?qid=20110428115709AAyjgEi,0
2455,Проблема со статистикой помогает?,"3) Марк хочет знать, составляет ли средний возраст заключенных в его городе менее 26 лет. Он ; получает случайную выборку из 25 заключенных и находит средний возраст 24,4 года и стандартное ; отклонение в 9,2 года. При уровне значимости 0,05 каково его решение и вывод? Предположим; что необходимые допущения верны. ;3) ;А) Не удается отвергнуть нулевую гипотезу о л = 26 при P-значении > 0.10. Нет достаточных доказательств того, что истинный средний возраст составляет менее 26 лет. ;Б) Не удается отвергнуть нулевую гипотезу о л = 26 с 0,05 < P-значением < 0,10. Нет достаточных доказательств того, что истинный средний возраст составляет менее 26 лет. ;В) Недостаточно информации для выполнения теста. ;D) Отвергнуть нулевую гипотезу о л = 26 при P-значении < 0,05. Имеющиеся данные свидетельствуют о том, что истинный средний возраст составляет менее 26 лет.",Mathematics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110428173503AAz2Hgq,0
2456,"ДЕВОЧКИ, ПОЖАЛУЙСТА, ПОМОГИТЕ!!!! почему она так себя ведет?","Привет, девушка, которая мне действительно нравится, явно притворяется недотрогой.... или злится на меня... с тех пор, как я сказал ей, что она мне нравится, она улыбается, чтобы подразнить меня...Я сказал ей, что она мне нравится, через смс ; ; Я: Мне нужно тебе кое-что сказать ; ; Она: в чем дело ; ; Я: Ты мне действительно нравишься ; ; Она: о, лол, твой кузен уже сказал мне ; ; Я: Я пойму, если ты меня ненавидишь ; ; Она: Я нея ненавижу тебя, лол ; ; Итак, сегодня мы должны были отвезти твоего ребенка на работу, и она осталась, но я пришел через чат на facebook ; ; Я: тебе лучше поговорить со мной, потому что мне нужно знать две вещи, почему ты злишься на меня, и мне чертовски скучно ; ; Она: ржунимагу заткнись, еще слишком рано ; ;Я: ты тот, кто на facebook...so почему ты злишься на меня ; ; Только вчера я начал игнорировать ее, и она сделала бы все, что потребовалось, чтобы попросить меня сделать ее работу ... если она ненавидит, почему она не может просто попросить моего друга о помощи вместо меня.... она также бросала свои вещи перед входом, и мне приходилось их подбирать up...so она притворяется недотрогой или просто двигается дальше ; ; Мы оба 15-летние первокурсники",Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20110429035516AAuL2Y0,1
2457,как помочь бабочке с раздробленными крыльями?,"я поднял бабочку, и она вылетела из кокона, но упала и знаю, что у нее сломаны крылья, пожалуйста, помогите и побыстрее.",Garden & Landscape,Home & Garden,https://answers.yahoo.com/question/index?qid=20110501020644AAeGeDM,0
2458,Лучшая компания по размещению веб-сайтов?,"В настоящее время я использую 1 & 1, и они не самый лучший выбор. Я ищу хорошего провайдера хостинга веб-сайтов, который дешевле, с хорошим обслуживанием клиентов и поддерживает WordPress. Есть какие-нибудь предложения?",Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20110501121939AAuccjQ,0
2459,"Сколько времени потребуется телу Усамы, чтобы оттаять?", ,Politics,Politics & Government,https://answers.yahoo.com/question/index?qid=20110501212116AAwLRqN,1
2460,Сколько денег зарабатывает Тейлор Лотнер?,"Я делаю репортаж о Тейлоре Лотнере, и для этого нужно знать, сколько денег он зарабатывает, снимаясь в фильмах.",Celebrities,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110502082923AAjjizc,0
2461,Как быть похожим на Бека Оливера из victorious?,С точки зрения личности,Media & Journalism,News & Events,https://answers.yahoo.com/question/index?qid=20110504040322AAbsaNs,1
2462,почему я вижу вены на своих ногах?,"мне 13, я вижу, что живу в Калифорнии, я вижу вены на своих ногах, это нормально или ненормально?",Other - General Health Care,Health,https://answers.yahoo.com/question/index?qid=20110504155036AAuCCl1,0
2463,Должен ли я просто покончить с собой?,"Ладно, не буду много объяснять, но мне 16, я мальчик, и у меня сильная депрессия и тревога. Я нахожусь в отделении неотложной психиатрической помощи в течение 3 месяцев, каждые выходные выхожу в отпуск из больницы и т.д. Меня оттуда выписали, и я должен был пойти в другое подобное место, но там очень строго, и они отпускают тебя намного чаще. Но для этого мне придется ждать целую неделю. Моя команда из the acute place собирается позвонить в пятницу, чтобы узнать, как все идет, но я не могу, я больше не могу ни с чем этим справляться. Я ненавижу это чувство, я НЕ выдержу еще ни одного дня. Каждый день я чувствую себя подавленным, каждый день я ненавижу себя. Я чувствую, что все мои друзья ненавидят меня. Я не могу продолжать чувствовать себя так. Я хочу умереть. В ""Остром месте"" мне дали план безопасности, но он не работает, и я не могу разговаривать по телефонам, потому что мне это трудно. Я хочу обратиться в отделение неотложной помощи, но зачем мне беспокоиться? они ведь мне не поверят, не так ли? они подумали бы, что со мной все в порядке, потому что я был в отделении неотложной помощи. Почему я? что мне делать? Я что, сумасшедший, раз так думаю?",Mental Health,Health,https://answers.yahoo.com/question/index?qid=20110506175209AAhLywr,1
2464,"Если вы принимаете слишком много тайленола, могут ли они нейтрализовать друг друга?","У меня болит спина, и я очень беспокойна. Я пытаюсь уснуть уже несколько часов. Я принял 6 или 7 таблеток тайленола, и это ничего не дало. У меня действительно болит пустой желудок, может быть, дело в этом? Я просто собираюсь продолжать принимать больше, если не усну в течение часа.",Pain & Pain Management,Health,https://answers.yahoo.com/question/index?qid=20110508045729AALJIYV,0
2465,Я только что встретил обезьяну.?,"и эта обезьяна использует имя Винсент Валентайн.  ; жалкая обезьяна. прости, что я не спариваюсь с такими, как ты. лол.",Other - Beauty & Style,Beauty & Style,https://answers.yahoo.com/question/index?qid=20110508122147AAUcauD,1
2466,Какие атомы гибридизированы sp^ 2 (со схемой)?,"еКеКеК еКеКеК еКеКеК еК eKeKH еКеКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК ч еКеК еКеК eKHeKeKeKeK еКеКеК HeKeKeKeK ч ;.. еКеКеКеКеК.. еКеКеК еК|еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еК|еКеК еКеКеК еКеК|еКеКеК еКеКеК еКеК |еКеКеК еКеК| ;О===П-----С-----С(3 УЗ)С------С-------С==С==С----С----ч ;`еКеК еКеК еКеКеК еКеК еК|еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еК|еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеКеК| ;еКеК еКеК еКеК еКеК еКеК экн:еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК :о:еКеК еКеК еКеК еКеК еКеК еК еК еКеК eKeKeKH ;еКеК еКеК еКеК еКеК еКеК еК/\еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеКеК| ;еКеК еКеК еКеК еКеК еК Хек HeKeK еКеК еКеК еКеК еКеК еКеК еКеК еКеК еКеК ч; я немного потерял, так что любая помощь будет оценили.",Chemistry,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110509100748AAIzFI9,0
2467,"Где я могу посмотреть OVA ""Создание Курошицудзи II""?",Это было удалено с youtube /:,Comics & Animation,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110510202151AAF3f7V,0
2468,Как создать GIF из видео?,"Итак, у меня есть видео продолжительностью около 11 минут, и я хочу создать GIF, используя его примерно за 5 секунд. Как мне это сделать?",Programming & Design,Computers & Internet,https://answers.yahoo.com/question/index?qid=20110510224301AALq4To,0
2469,"излучение света нужной частоты на полупроводник, такой как кремний, увеличит проводимость, потому что?","(1) Электроны в зоне проводимости возбуждаются; (2) свет нагревает кристалл и увеличивает проводимость. ; (3) Фотоны обладают достаточной энергией, чтобы заставить электроны перейти из валентной зоны в зону проводимости. ; (4) донорные примеси увеличивают проводимость.",Physics,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110512181652AAUkjLD,0
2470,Какой самый дешевый компьютер Mac можно приобрести?,& / или есть ли способ получить стиль mac на обычном компьютере?,Desktops,Computers & Internet,https://answers.yahoo.com/question/index?qid=20110514153339AAOgN37,0
2471,"ПОМОГИТЕ с машиной! я не знаю, это моя ось или что?","у меня есть Acura rsx 2004 года выпуска, и я решил приобрести для нее койловеры, чтобы моя машина была дешевле.  Работая над установкой койловеров, я снял запасную с передней левой, и ось выскочила из гнезда или как там это называется, я слышал, что вы предполагаете вращать и толкать и так далее, я попробовал, но она не вошла.  Пришел механик, и в итоге он вынул всю левую ось целиком, потому что не смог вставить ее обратно.  После того, как он вынул его, он вставил обратно, и все прошло нормально, мы поставили колеса и сняли машину с домкрата.  И вот где началась моя проблема во время вождения, это очень ухабистая езда, очень глубокое и жесткое торможение, и я чувствую, что что-то вращается в двигателе во время вождения, кто-нибудь может помочь мне увидеть, что не так с моей машиной; [ спасибо!",Maintenance & Repairs,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20110516210303AAJ95aT,0
2472,"почему после создания видео на movie maker экран становится черным, когда я пытаюсь воспроизвести его на медиаплеере?","когда я собираю несколько видеороликов, чтобы сделать большое видео с помощью movie maker, я заканчиваю его и затем сохраняю, но когда я пытаюсь воспроизвести его на медиаплеере, весь экран становится черным без отображения видео. кто-нибудь знает, что пошло не так и как я могу это остановить?",Movies,Entertainment & Music,https://answers.yahoo.com/question/index?qid=20110517093841AA0Vt0c,0
2473,Новые корневые клетки становятся длиннее главным образом за счет __________?,A. ; гравитация.     ; ; ; ; B. ; деление клеток.     ; ; ; ; C. ; набирает воду.     ; ; ; ; D. ; растущие корневые волосы.,Biology,Science & Mathematics,https://answers.yahoo.com/question/index?qid=20110518084729AAY90MU,0
2474,"Контакты с российскими усыновителями / военными / правоохранительными органами (я спрашивал об этом раньше, но это не позволит мне открыть ответы)?","Здравствуйте, меня зовут Дэниел Фрэнк (второе имя Джон). Я был усыновлен из города Тула, Россия, семьей Джона М. Фрэнка и Кэри Дж. Фрэнк. я живу в Америке уже более 15 лет (в 15 меня удочерили, когда я была совсем маленькой) и всегда стремилась получить больше информации о том, кто я, кто мои кровные родители и даже смогу ли я вернуться. я очень слабо разбираюсь в русском языке, но если бы мне дали такую возможность, я бы выучил его в мгновение ока. я действительно много знаю о российской истории и культуре (изучал многое из этого с полной неосведомленностью) и очень хотел бы получить возможность вернуться туда. У меня есть свидетельство о рождении и сестра, усыновленная из того же сиротского приюта, что и я. я также ищу возможного военного или полицейского посредника в России. я слышал о злоупотреблениях и наркотиках в российской армии, но я верю, что они либо неуместны, либо, если это действительно правда, мне было бы все равно, потому что я бы умер за свою родную страну. так что, если бы вы могли ответить мне в ответ, я был бы чрезвычайно признателен. Если есть какие-либо адреса электронной почты, которые вы могли бы мне дать, это было бы чрезвычайно ценно; АДРЕСА электронной почты ИДЕАЛЬНО",Other - Politics & Government,Politics & Government,https://answers.yahoo.com/question/index?qid=20110519082809AAoV5nw,0
